method,split,seed,success,success_ci95,precondition_violation,precondition_violation_ci95,belief_ece,belief_ece_ci95,recovery_success,recovery_success_ci95,damage_rate,damage_rate_ci95,wasted_action,wasted_action_ci95,intervention_cost,intervention_cost_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups,regret_to_oracle
learned_failure_classifier,unseen_contact,4,0.4769,0.0164,0.1393,0.0135,0.1256,0.0068,0.3598,0.0036,0.0681,0.004,0.1139,0.0101,0.2335,0.0016,0.3906,0.0021,35,0.1932
learned_failure_classifier,unseen_contact,5,0.4854,0.0244,0.1397,0.0138,0.1277,0.0069,0.3573,0.0028,0.0674,0.0042,0.1136,0.0102,0.2335,0.0016,0.3926,0.0031,35,0.2109
learned_failure_classifier,unseen_contact,6,0.4704,0.0188,0.1396,0.0138,0.1274,0.0068,0.3625,0.0037,0.0675,0.0044,0.113,0.0104,0.2335,0.0016,0.3876,0.003,35,0.2092
learned_failure_classifier,combined_stress,0,0.4442,0.0223,0.1562,0.0162,0.1474,0.0075,0.361,0.0035,0.0754,0.0049,0.1278,0.0117,0.2431,0.0019,0.3776,0.0032,35,0.2095
learned_failure_classifier,combined_stress,1,0.4333,0.028,0.1562,0.0167,0.1475,0.0077,0.3583,0.0034,0.0773,0.0046,0.1294,0.0119,0.2431,0.0019,0.3812,0.0024,35,0.2187
learned_failure_classifier,combined_stress,2,0.431,0.0234,0.1556,0.0155,0.1481,0.0076,0.3587,0.0035,0.077,0.0048,0.1284,0.0118,0.2431,0.0019,0.3781,0.003,35,0.2201
learned_failure_classifier,combined_stress,3,0.4129,0.0223,0.1555,0.0161,0.1475,0.008,0.3619,0.0042,0.0761,0.0047,0.1295,0.0123,0.2431,0.0019,0.3788,0.0022,35,0.2507
learned_failure_classifier,combined_stress,4,0.434,0.0193,0.1557,0.0154,0.1483,0.008,0.3587,0.0037,0.0766,0.0045,0.1272,0.0119,0.2431,0.0019,0.3828,0.0019,35,0.2231
learned_failure_classifier,combined_stress,5,0.4279,0.0198,0.156,0.0161,0.1467,0.0083,0.3625,0.0034,0.0763,0.0048,0.1293,0.0118,0.2431,0.0019,0.381,0.0025,35,0.2262
learned_failure_classifier,combined_stress,6,0.4187,0.025,0.1576,0.0154,0.1495,0.0079,0.3604,0.0039,0.0759,0.0047,0.1293,0.0118,0.2431,0.0019,0.3801,0.003,35,0.2388
ensemble_belief_planner,nominal,0,0.566,0.0203,0.0846,0.0077,0.0729,0.0037,0.3976,0.0033,0.0478,0.003,0.0821,0.0063,0.2568,0.0011,0.4723,0.0026,35,0.1639
ensemble_belief_planner,nominal,1,0.5762,0.0195,0.0867,0.0079,0.0738,0.0038,0.4023,0.0034,0.0489,0.0027,0.0821,0.0066,0.2568,0.0011,0.4749,0.0028,35,0.1544
ensemble_belief_planner,nominal,2,0.569,0.0209,0.0845,0.0083,0.0743,0.004,0.3992,0.0036,0.048,0.0027,0.0826,0.006,0.2568,0.0011,0.4733,0.0029,35,0.1776
ensemble_belief_planner,nominal,3,0.5636,0.0209,0.085,0.0082,0.0738,0.0039,0.4048,0.0037,0.0459,0.0028,0.0837,0.0059,0.2568,0.0011,0.473,0.0026,35,0.1673
ensemble_belief_planner,nominal,4,0.5643,0.0176,0.0871,0.0081,0.0742,0.0042,0.4006,0.0033,0.0474,0.0027,0.0837,0.0065,0.2568,0.0011,0.4749,0.0027,35,0.1735
ensemble_belief_planner,nominal,5,0.5684,0.0196,0.0841,0.0075,0.0736,0.0036,0.3998,0.0041,0.0475,0.0028,0.0853,0.0063,0.2568,0.0011,0.4758,0.0026,35,0.1687
ensemble_belief_planner,nominal,6,0.5765,0.0179,0.0873,0.007,0.0743,0.0039,0.401,0.003,0.048,0.0029,0.0807,0.0059,0.2568,0.0011,0.4766,0.0021,35,0.1551
ensemble_belief_planner,seen_shift,0,0.5265,0.0193,0.0981,0.0095,0.0885,0.0044,0.4015,0.0038,0.0557,0.0032,0.0937,0.0076,0.2672,0.0013,0.4599,0.0025,35,0.1656
ensemble_belief_planner,seen_shift,1,0.5204,0.0151,0.099,0.0094,0.0902,0.0046,0.3967,0.0033,0.0548,0.0031,0.0928,0.0072,0.2672,0.0013,0.4607,0.003,35,0.1844
ensemble_belief_planner,seen_shift,2,0.5357,0.0205,0.0993,0.0088,0.0886,0.0042,0.402,0.0037,0.0559,0.0033,0.0922,0.0072,0.2672,0.0013,0.4627,0.0023,35,0.1694
ensemble_belief_planner,seen_shift,3,0.5293,0.0168,0.0997,0.0096,0.0894,0.0046,0.3971,0.0031,0.0568,0.0037,0.0924,0.0077,0.2672,0.0013,0.4604,0.003,35,0.168
ensemble_belief_planner,seen_shift,4,0.5412,0.0191,0.0984,0.0094,0.0878,0.0047,0.3973,0.0031,0.0557,0.0033,0.0927,0.0078,0.2672,0.0013,0.4595,0.0022,35,0.1711
ensemble_belief_planner,seen_shift,5,0.5184,0.0187,0.0979,0.0096,0.0864,0.0045,0.4022,0.0036,0.0552,0.0037,0.0921,0.0074,0.2672,0.0013,0.4598,0.0027,35,0.2007
ensemble_belief_planner,seen_shift,6,0.518,0.0217,0.0976,0.01,0.0887,0.0046,0.402,0.0033,0.0551,0.0032,0.0922,0.0076,0.2672,0.0013,0.4598,0.0029,35,0.1789
ensemble_belief_planner,unseen_object,0,0.5058,0.0238,0.1115,0.0113,0.0969,0.0052,0.3995,0.0031,0.0606,0.0037,0.1029,0.0085,0.2727,0.0015,0.456,0.0022,35,0.1861
ensemble_belief_planner,unseen_object,1,0.5037,0.0218,0.1103,0.0113,0.0974,0.005,0.3973,0.0032,0.0596,0.0033,0.1014,0.0088,0.2727,0.0015,0.4567,0.0031,35,0.1697
ensemble_belief_planner,unseen_object,2,0.499,0.0256,0.1123,0.0113,0.0971,0.0048,0.4011,0.004,0.0595,0.0038,0.1019,0.0088,0.2727,0.0015,0.4554,0.0024,35,0.2095
ensemble_belief_planner,unseen_object,3,0.4806,0.0231,0.1108,0.0113,0.0962,0.0051,0.3991,0.0045,0.0599,0.0032,0.1044,0.0088,0.2727,0.0015,0.4542,0.0024,35,0.202
ensemble_belief_planner,unseen_object,4,0.4935,0.0219,0.1121,0.0116,0.0978,0.0052,0.3982,0.0034,0.0593,0.0029,0.1008,0.0084,0.2727,0.0015,0.4546,0.0024,35,0.1898
ensemble_belief_planner,unseen_object,5,0.483,0.0211,0.112,0.0111,0.099,0.0051,0.3976,0.0042,0.0596,0.0034,0.1026,0.0085,0.2727,0.0015,0.4527,0.0025,35,0.216
ensemble_belief_planner,unseen_object,6,0.5095,0.0202,0.1108,0.0113,0.0987,0.0048,0.4,0.0036,0.0596,0.0036,0.1026,0.0088,0.2727,0.0015,0.4566,0.0023,35,0.1861
ensemble_belief_planner,unseen_contact,0,0.4942,0.0259,0.1158,0.0124,0.1071,0.0054,0.3995,0.0039,0.0625,0.0038,0.1019,0.0084,0.277,0.0016,0.4504,0.0029,35,0.1854
ensemble_belief_planner,unseen_contact,1,0.4687,0.0242,0.1179,0.0118,0.1068,0.0058,0.3995,0.003,0.0627,0.0035,0.1025,0.0088,0.277,0.0016,0.4507,0.0028,35,0.2116
ensemble_belief_planner,unseen_contact,2,0.482,0.0213,0.1161,0.0116,0.1069,0.0052,0.3973,0.0042,0.0635,0.004,0.1013,0.009,0.277,0.0016,0.4508,0.0024,35,0.1969
ensemble_belief_planner,unseen_contact,3,0.4898,0.0208,0.1163,0.012,0.1076,0.005,0.3952,0.0029,0.0622,0.0039,0.1018,0.0086,0.277,0.0016,0.4499,0.0027,35,0.1922
ensemble_belief_planner,unseen_contact,4,0.5054,0.0175,0.1175,0.0119,0.1064,0.0056,0.3988,0.0043,0.0628,0.0038,0.1024,0.0092,0.277,0.0016,0.4496,0.0028,35,0.1646
ensemble_belief_planner,unseen_contact,5,0.4986,0.0195,0.1187,0.0117,0.1076,0.0052,0.4,0.0029,0.0627,0.0038,0.1018,0.0087,0.277,0.0016,0.4503,0.0025,35,0.1976
ensemble_belief_planner,unseen_contact,6,0.4915,0.0229,0.1168,0.0122,0.1075,0.0056,0.4013,0.0041,0.0626,0.0042,0.1008,0.0082,0.277,0.0016,0.4504,0.0031,35,0.1881
ensemble_belief_planner,combined_stress,0,0.4633,0.0259,0.1316,0.0138,0.125,0.0062,0.3982,0.0032,0.0702,0.0043,0.1142,0.0102,0.2866,0.0019,0.441,0.0028,35,0.1905
ensemble_belief_planner,combined_stress,1,0.4578,0.0185,0.1307,0.0132,0.1249,0.0063,0.3965,0.004,0.0701,0.0038,0.1156,0.0102,0.2866,0.0019,0.4379,0.0025,35,0.1942
ensemble_belief_planner,combined_stress,2,0.4463,0.0195,0.1318,0.0133,0.125,0.0064,0.3989,0.0047,0.0692,0.0045,0.1149,0.0103,0.2866,0.0019,0.4388,0.0022,35,0.2048
ensemble_belief_planner,combined_stress,3,0.4558,0.0209,0.1298,0.0135,0.1244,0.0064,0.401,0.0037,0.0692,0.0045,0.1147,0.0104,0.2866,0.0019,0.439,0.0028,35,0.2078
ensemble_belief_planner,combined_stress,4,0.4463,0.0218,0.1306,0.014,0.1247,0.0062,0.3964,0.0035,0.0686,0.0041,0.1149,0.0101,0.2866,0.0019,0.4396,0.0026,35,0.2109
ensemble_belief_planner,combined_stress,5,0.4629,0.0228,0.1322,0.0137,0.1259,0.0065,0.3989,0.0032,0.0686,0.0046,0.1151,0.0099,0.2866,0.0019,0.4382,0.0021,35,0.1912
ensemble_belief_planner,combined_stress,6,0.4673,0.0256,0.13,0.0137,0.1242,0.0064,0.3956,0.0041,0.0704,0.0044,0.1151,0.0102,0.2866,0.0019,0.4401,0.0027,35,0.1901
conformal_risk_tamp,nominal,0,0.5565,0.0217,0.0892,0.0089,0.081,0.0045,0.3642,0.0037,0.0443,0.0023,0.0907,0.0069,0.2919,0.0011,0.4401,0.0026,35,0.1735
conformal_risk_tamp,nominal,1,0.5537,0.0235,0.0902,0.0089,0.0828,0.0047,0.365,0.004,0.0438,0.0023,0.0908,0.0067,0.2919,0.0011,0.4416,0.0028,35,0.1769
conformal_risk_tamp,nominal,2,0.5578,0.0154,0.0902,0.0092,0.0817,0.0046,0.3633,0.0026,0.0442,0.0023,0.0902,0.0063,0.2919,0.0011,0.4415,0.0033,35,0.1888
conformal_risk_tamp,nominal,3,0.5507,0.0193,0.0902,0.0093,0.0823,0.0046,0.37,0.0035,0.0449,0.0023,0.091,0.0067,0.2919,0.0011,0.4406,0.0029,35,0.1803
conformal_risk_tamp,nominal,4,0.5619,0.0196,0.0898,0.0092,0.0811,0.004,0.3663,0.004,0.0439,0.0023,0.0895,0.0068,0.2919,0.0011,0.4403,0.0024,35,0.1759
conformal_risk_tamp,nominal,5,0.55,0.0195,0.0893,0.0092,0.082,0.004,0.366,0.0034,0.0449,0.0018,0.0915,0.0074,0.2919,0.0011,0.4393,0.0025,35,0.1871
conformal_risk_tamp,nominal,6,0.551,0.0163,0.0906,0.009,0.081,0.0045,0.3678,0.0036,0.0436,0.0023,0.091,0.0068,0.2919,0.0011,0.4412,0.0026,35,0.1806
conformal_risk_tamp,seen_shift,0,0.5252,0.0178,0.1078,0.0109,0.0961,0.0054,0.363,0.0042,0.051,0.0029,0.1013,0.0084,0.3024,0.0013,0.429,0.0031,35,0.167
conformal_risk_tamp,seen_shift,1,0.5044,0.019,0.105,0.0105,0.0965,0.0052,0.3636,0.0041,0.0501,0.0028,0.1013,0.0085,0.3024,0.0013,0.4255,0.0019,35,0.2003
conformal_risk_tamp,seen_shift,2,0.5048,0.0184,0.1064,0.0108,0.0972,0.0056,0.3653,0.0036,0.0514,0.0029,0.1008,0.0087,0.3024,0.0013,0.4263,0.0029,35,0.2003
conformal_risk_tamp,seen_shift,3,0.5146,0.0214,0.1039,0.0108,0.0967,0.0051,0.3638,0.0039,0.0505,0.0031,0.1014,0.0085,0.3024,0.0013,0.4311,0.0028,35,0.1827
conformal_risk_tamp,seen_shift,4,0.5003,0.0206,0.1047,0.0106,0.0971,0.005,0.3665,0.0035,0.0513,0.0029,0.1022,0.0083,0.3024,0.0013,0.4271,0.0024,35,0.2119
conformal_risk_tamp,seen_shift,5,0.5259,0.0198,0.1068,0.0113,0.0968,0.0056,0.3634,0.0042,0.0517,0.0026,0.1013,0.0081,0.3024,0.0013,0.4269,0.0024,35,0.1932
conformal_risk_tamp,seen_shift,6,0.4997,0.0241,0.106,0.0108,0.0971,0.0053,0.3639,0.0044,0.0506,0.003,0.1011,0.0085,0.3024,0.0013,0.4294,0.0017,35,0.1973
conformal_risk_tamp,unseen_object,0,0.499,0.0194,0.1197,0.0127,0.1057,0.0053,0.3629,0.004,0.0538,0.003,0.1123,0.0096,0.3079,0.0015,0.4228,0.0023,35,0.1929
conformal_risk_tamp,unseen_object,1,0.4956,0.0203,0.1193,0.0136,0.1055,0.0059,0.3618,0.0031,0.0542,0.0027,0.112,0.0095,0.3079,0.0015,0.4223,0.0026,35,0.1779
conformal_risk_tamp,unseen_object,2,0.485,0.0207,0.118,0.0126,0.1053,0.0062,0.3641,0.0033,0.0526,0.0028,0.1113,0.0104,0.3079,0.0015,0.4219,0.0024,35,0.2235
conformal_risk_tamp,unseen_object,3,0.4769,0.0258,0.1193,0.013,0.1048,0.0061,0.363,0.0031,0.0552,0.0029,0.1115,0.01,0.3079,0.0015,0.4213,0.0029,35,0.2058
conformal_risk_tamp,unseen_object,4,0.5051,0.021,0.1194,0.0128,0.1045,0.0057,0.3642,0.0038,0.0537,0.0032,0.1105,0.0098,0.3079,0.0015,0.4207,0.0026,35,0.1782
conformal_risk_tamp,unseen_object,5,0.4833,0.0242,0.1207,0.013,0.1065,0.0059,0.3602,0.0033,0.0542,0.003,0.1108,0.0096,0.3079,0.0015,0.422,0.0027,35,0.2156
conformal_risk_tamp,unseen_object,6,0.501,0.0199,0.1199,0.0136,0.1068,0.0057,0.365,0.0033,0.0537,0.003,0.1121,0.0101,0.3079,0.0015,0.4244,0.0024,35,0.1946
conformal_risk_tamp,unseen_contact,0,0.4752,0.023,0.1256,0.0136,0.1159,0.0065,0.3627,0.0033,0.0562,0.0032,0.1119,0.0095,0.3121,0.0016,0.4164,0.0028,35,0.2044
conformal_risk_tamp,unseen_contact,1,0.4667,0.0178,0.1271,0.0135,0.1147,0.0063,0.3614,0.0042,0.0567,0.003,0.1112,0.0101,0.3121,0.0016,0.4179,0.0027,35,0.2136
conformal_risk_tamp,unseen_contact,2,0.4731,0.0229,0.1268,0.0142,0.1149,0.0066,0.3599,0.004,0.0559,0.0033,0.1125,0.0099,0.3121,0.0016,0.4177,0.0029,35,0.2058
conformal_risk_tamp,unseen_contact,3,0.4724,0.0264,0.1274,0.0136,0.1157,0.0065,0.3608,0.004,0.0565,0.0033,0.1138,0.0104,0.3121,0.0016,0.4167,0.0029,35,0.2095
conformal_risk_tamp,unseen_contact,4,0.4656,0.019,0.125,0.0129,0.1166,0.0066,0.3595,0.0038,0.0558,0.0032,0.1124,0.0095,0.3121,0.0016,0.4199,0.0028,35,0.2044
conformal_risk_tamp,unseen_contact,5,0.4612,0.0198,0.1271,0.0133,0.1153,0.0065,0.3623,0.0036,0.0573,0.0034,0.112,0.0103,0.3121,0.0016,0.4164,0.0025,35,0.235
conformal_risk_tamp,unseen_contact,6,0.4748,0.02,0.126,0.0144,0.116,0.0065,0.3618,0.0028,0.0569,0.0035,0.1099,0.0105,0.3121,0.0016,0.418,0.0024,35,0.2048
conformal_risk_tamp,combined_stress,0,0.4401,0.0233,0.1432,0.0161,0.1324,0.0075,0.3599,0.0039,0.0627,0.0038,0.1269,0.0121,0.3217,0.0019,0.4066,0.0023,35,0.2136
conformal_risk_tamp,combined_stress,1,0.4265,0.023,0.1447,0.0158,0.1316,0.0074,0.3608,0.0034,0.0628,0.0036,0.1276,0.0116,0.3217,0.0019,0.4075,0.003,35,0.2255
conformal_risk_tamp,combined_stress,2,0.4367,0.0241,0.1415,0.0154,0.1331,0.0077,0.3634,0.0034,0.062,0.0035,0.1266,0.0115,0.3217,0.0019,0.4076,0.0025,35,0.2143
conformal_risk_tamp,combined_stress,3,0.4486,0.0228,0.1422,0.0151,0.1322,0.0074,0.363,0.0038,0.0636,0.0039,0.1266,0.0114,0.3217,0.0019,0.4071,0.0027,35,0.215
conformal_risk_tamp,combined_stress,4,0.416,0.0235,0.1426,0.0154,0.1316,0.0073,0.3609,0.0031,0.0613,0.0039,0.1282,0.0115,0.3217,0.0019,0.4054,0.0029,35,0.2412
conformal_risk_tamp,combined_stress,5,0.4357,0.0214,0.1438,0.0157,0.1331,0.0073,0.3647,0.0044,0.0618,0.0037,0.127,0.0118,0.3217,0.0019,0.4045,0.0024,35,0.2184
conformal_risk_tamp,combined_stress,6,0.4388,0.0246,0.1425,0.0157,0.1325,0.0076,0.3586,0.0037,0.0626,0.0037,0.1268,0.0118,0.3217,0.0019,0.4067,0.0022,35,0.2187
contingent_pomdp_tamp,nominal,0,0.5969,0.0171,0.069,0.0064,0.0666,0.0032,0.4636,0.0034,0.0427,0.0025,0.0769,0.0056,0.2811,0.0011,0.53,0.0025,35,0.133
contingent_pomdp_tamp,nominal,1,0.5871,0.0177,0.0693,0.0065,0.0651,0.0031,0.4669,0.0028,0.0438,0.0023,0.0776,0.0049,0.2811,0.0011,0.5312,0.0032,35,0.1435
contingent_pomdp_tamp,nominal,2,0.5935,0.0196,0.069,0.0064,0.0651,0.0034,0.4618,0.0031,0.043,0.0022,0.0752,0.0055,0.2811,0.0011,0.5328,0.0028,35,0.1531
contingent_pomdp_tamp,nominal,3,0.5925,0.0141,0.0688,0.0062,0.0674,0.0035,0.4624,0.0035,0.0434,0.0018,0.0768,0.0052,0.2811,0.0011,0.5323,0.0026,35,0.1384
contingent_pomdp_tamp,nominal,4,0.5796,0.0185,0.0701,0.0066,0.0655,0.0032,0.4666,0.0039,0.0417,0.0022,0.0769,0.0053,0.2811,0.0011,0.5326,0.0023,35,0.1582
contingent_pomdp_tamp,nominal,5,0.5697,0.0162,0.0686,0.0068,0.0691,0.0034,0.4649,0.0024,0.0424,0.0023,0.0758,0.0052,0.2811,0.0011,0.5317,0.0028,35,0.1673
contingent_pomdp_tamp,nominal,6,0.5891,0.014,0.0696,0.0066,0.0662,0.0033,0.4653,0.0032,0.0419,0.0021,0.0755,0.0055,0.2811,0.0011,0.5333,0.0027,35,0.1425
contingent_pomdp_tamp,seen_shift,0,0.5551,0.0173,0.0808,0.0084,0.0784,0.004,0.4609,0.004,0.0482,0.0026,0.083,0.0065,0.2915,0.0013,0.5178,0.0027,35,0.1371
contingent_pomdp_tamp,seen_shift,1,0.5534,0.0203,0.0811,0.0077,0.0791,0.004,0.463,0.0037,0.0502,0.0024,0.084,0.0062,0.2915,0.0013,0.5199,0.0028,35,0.1514
contingent_pomdp_tamp,seen_shift,2,0.5442,0.0216,0.0791,0.0078,0.0779,0.0043,0.4653,0.0038,0.0496,0.0026,0.0836,0.006,0.2915,0.0013,0.5177,0.0025,35,0.1609
contingent_pomdp_tamp,seen_shift,3,0.5571,0.0187,0.0801,0.0078,0.0779,0.0041,0.4637,0.004,0.0489,0.0026,0.0837,0.0058,0.2915,0.0013,0.5209,0.0025,35,0.1401
contingent_pomdp_tamp,seen_shift,4,0.5582,0.0208,0.081,0.0084,0.0773,0.0039,0.464,0.0046,0.0497,0.0026,0.084,0.0061,0.2915,0.0013,0.5212,0.0027,35,0.1541
contingent_pomdp_tamp,seen_shift,5,0.5544,0.0173,0.0807,0.0085,0.0791,0.0039,0.4643,0.0038,0.0489,0.0027,0.084,0.0062,0.2915,0.0013,0.5203,0.0023,35,0.1646
contingent_pomdp_tamp,seen_shift,6,0.5544,0.0231,0.0805,0.0081,0.0785,0.004,0.4661,0.0039,0.0503,0.0025,0.0852,0.006,0.2915,0.0013,0.5194,0.0021,35,0.1425
contingent_pomdp_tamp,unseen_object,0,0.5333,0.0227,0.089,0.0091,0.0847,0.0045,0.462,0.0029,0.0523,0.0032,0.0922,0.0072,0.297,0.0015,0.5132,0.0028,35,0.1585
contingent_pomdp_tamp,unseen_object,1,0.5316,0.0209,0.0906,0.0094,0.0858,0.0045,0.4607,0.0033,0.0529,0.0029,0.0917,0.0067,0.297,0.0015,0.5149,0.0028,35,0.1418
contingent_pomdp_tamp,unseen_object,2,0.5517,0.0147,0.0924,0.0091,0.0869,0.0044,0.4646,0.0035,0.0534,0.0033,0.0928,0.0077,0.297,0.0015,0.5151,0.0031,35,0.1568
contingent_pomdp_tamp,unseen_object,3,0.5344,0.0254,0.0895,0.009,0.0855,0.0046,0.4649,0.0038,0.0535,0.0029,0.0922,0.007,0.297,0.0015,0.5145,0.0023,35,0.1483
contingent_pomdp_tamp,unseen_object,4,0.5218,0.0227,0.0899,0.0091,0.0857,0.0046,0.4647,0.0037,0.0524,0.0027,0.0925,0.0075,0.297,0.0015,0.5164,0.0027,35,0.1616
contingent_pomdp_tamp,unseen_object,5,0.5303,0.0174,0.0909,0.0093,0.0867,0.0042,0.462,0.0042,0.0523,0.0029,0.0908,0.0071,0.297,0.0015,0.5117,0.002,35,0.1687
contingent_pomdp_tamp,unseen_object,6,0.5255,0.0219,0.0917,0.0091,0.0851,0.0043,0.4655,0.0035,0.0527,0.0036,0.0931,0.0072,0.297,0.0015,0.5124,0.003,35,0.1701
contingent_pomdp_tamp,unseen_contact,0,0.517,0.02,0.0957,0.0095,0.0942,0.0046,0.4628,0.0034,0.055,0.0028,0.0919,0.0077,0.3013,0.0016,0.5098,0.0031,35,0.1626
contingent_pomdp_tamp,unseen_contact,1,0.5048,0.0197,0.0968,0.0099,0.0929,0.0051,0.4615,0.0038,0.0554,0.0031,0.0929,0.0073,0.3013,0.0016,0.5071,0.0025,35,0.1755
contingent_pomdp_tamp,unseen_contact,2,0.5112,0.0225,0.0947,0.0095,0.094,0.0051,0.4616,0.0032,0.0545,0.0028,0.0926,0.0069,0.3013,0.0016,0.5102,0.0026,35,0.1677
contingent_pomdp_tamp,unseen_contact,3,0.5068,0.0183,0.0963,0.0099,0.0947,0.0047,0.4602,0.0038,0.0553,0.0032,0.0925,0.007,0.3013,0.0016,0.5091,0.0027,35,0.1752
contingent_pomdp_tamp,unseen_contact,4,0.5126,0.0188,0.0967,0.0097,0.0944,0.0044,0.4649,0.0037,0.0546,0.0031,0.0926,0.0068,0.3013,0.0016,0.5113,0.0022,35,0.1575
contingent_pomdp_tamp,unseen_contact,5,0.5105,0.0224,0.0971,0.0101,0.0932,0.0044,0.4634,0.0032,0.0555,0.0029,0.093,0.0076,0.3013,0.0016,0.5089,0.0023,35,0.1857
contingent_pomdp_tamp,unseen_contact,6,0.5054,0.017,0.0956,0.0095,0.0922,0.0047,0.4654,0.0034,0.0546,0.0032,0.091,0.0077,0.3013,0.0016,0.5079,0.0026,35,0.1741
contingent_pomdp_tamp,combined_stress,0,0.4861,0.0198,0.1079,0.0111,0.1082,0.0053,0.4563,0.0034,0.0601,0.0034,0.1026,0.0087,0.3109,0.0019,0.5001,0.0025,35,0.1677
contingent_pomdp_tamp,combined_stress,1,0.4884,0.0212,0.1078,0.011,0.1067,0.005,0.4615,0.0038,0.059,0.0033,0.1031,0.0086,0.3109,0.0019,0.4981,0.0029,35,0.1636
contingent_pomdp_tamp,combined_stress,2,0.4701,0.0183,0.106,0.0106,0.1069,0.0054,0.4617,0.0035,0.061,0.0037,0.1029,0.0084,0.3109,0.0019,0.5016,0.0022,35,0.181
contingent_pomdp_tamp,combined_stress,3,0.4741,0.0206,0.1069,0.0111,0.1075,0.0059,0.4603,0.004,0.0597,0.0032,0.1033,0.0091,0.3109,0.0019,0.4976,0.0025,35,0.1895
contingent_pomdp_tamp,combined_stress,4,0.4796,0.017,0.1077,0.0113,0.1077,0.0058,0.4605,0.0035,0.0602,0.0032,0.1016,0.0084,0.3109,0.0019,0.5,0.0035,35,0.1776
contingent_pomdp_tamp,combined_stress,5,0.4898,0.0222,0.1075,0.0113,0.1071,0.0051,0.4627,0.0043,0.0608,0.0037,0.1028,0.0091,0.3109,0.0019,0.4975,0.0027,35,0.1643
contingent_pomdp_tamp,combined_stress,6,0.4704,0.0178,0.1098,0.0112,0.1085,0.0055,0.4616,0.0039,0.0606,0.0031,0.1024,0.0086,0.3109,0.0019,0.497,0.0026,35,0.1871
proposed_contact_belief_tamp,nominal,0,0.6449,0.0201,0.0386,0.0037,0.0462,0.0022,0.5614,0.0031,0.0369,0.0017,0.0586,0.0034,0.1837,0.0011,0.6527,0.0021,35,0.085
proposed_contact_belief_tamp,nominal,1,0.6537,0.0163,0.0371,0.0037,0.048,0.002,0.5633,0.0034,0.0369,0.0016,0.058,0.0031,0.1837,0.0011,0.6512,0.0026,35,0.0769
proposed_contact_belief_tamp,nominal,2,0.6439,0.0171,0.0368,0.0041,0.0464,0.0021,0.5672,0.004,0.0387,0.0018,0.0589,0.0037,0.1837,0.0011,0.6503,0.0025,35,0.1027
proposed_contact_belief_tamp,nominal,3,0.6401,0.0171,0.037,0.004,0.0472,0.0018,0.5628,0.0031,0.0374,0.0019,0.0589,0.0025,0.1837,0.0011,0.6521,0.0031,35,0.0908
proposed_contact_belief_tamp,nominal,4,0.6296,0.0181,0.0371,0.0038,0.0471,0.002,0.5673,0.0029,0.0376,0.0014,0.0607,0.003,0.1837,0.0011,0.6497,0.0024,35,0.1082
proposed_contact_belief_tamp,nominal,5,0.6473,0.0197,0.0371,0.0038,0.0462,0.0023,0.5659,0.0034,0.0379,0.0016,0.0625,0.0029,0.1837,0.0011,0.6501,0.0026,35,0.0898
proposed_contact_belief_tamp,nominal,6,0.6429,0.0148,0.0368,0.0045,0.0467,0.0015,0.5634,0.0036,0.0374,0.002,0.0594,0.0033,0.1837,0.0011,0.6541,0.0022,35,0.0888
proposed_contact_belief_tamp,seen_shift,0,0.5966,0.0183,0.0436,0.004,0.0547,0.002,0.5593,0.0036,0.0406,0.002,0.0654,0.0038,0.1941,0.0013,0.6351,0.0029,35,0.0956
proposed_contact_belief_tamp,seen_shift,1,0.602,0.0177,0.0426,0.0049,0.0531,0.0021,0.5616,0.0036,0.0422,0.0018,0.0654,0.004,0.1941,0.0013,0.6387,0.0027,35,0.1027
proposed_contact_belief_tamp,seen_shift,2,0.6194,0.022,0.0427,0.0045,0.0528,0.0022,0.5641,0.0038,0.0412,0.0018,0.0649,0.0037,0.1941,0.0013,0.6401,0.0025,35,0.0857
proposed_contact_belief_tamp,seen_shift,3,0.6112,0.0181,0.0431,0.0046,0.0533,0.0024,0.5639,0.0035,0.0406,0.0018,0.0627,0.0037,0.1941,0.0013,0.6385,0.0023,35,0.0861
proposed_contact_belief_tamp,seen_shift,4,0.5959,0.0191,0.0449,0.0041,0.0522,0.0017,0.5607,0.0034,0.0404,0.0017,0.0626,0.0039,0.1941,0.0013,0.6389,0.0027,35,0.1163
proposed_contact_belief_tamp,seen_shift,5,0.619,0.0208,0.043,0.0042,0.0519,0.0023,0.5645,0.0029,0.0409,0.0019,0.064,0.0042,0.1941,0.0013,0.6377,0.0025,35,0.1
proposed_contact_belief_tamp,seen_shift,6,0.6027,0.0189,0.0412,0.0044,0.0532,0.0025,0.5654,0.0037,0.0414,0.002,0.0649,0.004,0.1941,0.0013,0.637,0.0026,35,0.0942
proposed_contact_belief_tamp,unseen_object,0,0.5867,0.0194,0.0477,0.0049,0.0565,0.0019,0.5617,0.004,0.0421,0.0019,0.0707,0.0041,0.1996,0.0015,0.6343,0.0027,35,0.1051
proposed_contact_belief_tamp,unseen_object,1,0.6003,0.0154,0.0481,0.0056,0.056,0.002,0.56,0.0039,0.0428,0.0019,0.0689,0.0043,0.1996,0.0015,0.6339,0.0032,35,0.0731
