method,split,seed,mean_success,ci95_success,mean_utility,ci95_utility,mean_precondition_violation,ci95_precondition_violation,mean_belief_ece,ci95_belief_ece,mean_branch_entropy_error,ci95_branch_entropy_error,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_wasted_action,ci95_wasted_action,mean_intervention_cost,ci95_intervention_cost,mean_probe_overhead,ci95_probe_overhead,mean_irreversible_commitment,ci95_irreversible_commitment,mean_plan_depth_blowup,ci95_plan_depth_blowup,mean_regret_to_oracle,ci95_regret_to_oracle,groups
contingent_pomdp_tamp,heldout_combined_contact_uncertainty,3,0.497917,0.0417,0.314464,0.044103,0.113127,0.006887,0.10188,0.004723,0.11816,0.003837,0.427518,0.002755,0.059069,0.002656,0.100138,0.00472,0.296327,0.001071,0.045928,0.0,0.070443,0.0041,0.097812,0.003477,0.254167,0.046115,80
contingent_pomdp_tamp,heldout_combined_contact_uncertainty,4,0.516667,0.047424,0.332904,0.050002,0.113839,0.006827,0.102647,0.004627,0.118572,0.003597,0.425945,0.003128,0.058927,0.002911,0.099481,0.004757,0.296327,0.001071,0.045928,0.0,0.070275,0.004155,0.097068,0.003556,0.229167,0.050116,80
contingent_pomdp_tamp,heldout_combined_contact_uncertainty,5,0.547917,0.04117,0.364409,0.043852,0.113088,0.006979,0.102901,0.004525,0.117648,0.003768,0.423841,0.002825,0.058203,0.002523,0.100322,0.004752,0.296327,0.001071,0.045928,0.0,0.069864,0.00412,0.0973,0.003659,0.183333,0.044485,80
contingent_pomdp_tamp,heldout_combined_contact_uncertainty,6,0.510417,0.049084,0.326862,0.050698,0.113522,0.006995,0.102645,0.004615,0.117692,0.003722,0.426863,0.00308,0.059375,0.002668,0.099343,0.004889,0.296327,0.001071,0.045928,0.0,0.069996,0.004096,0.097681,0.003792,0.235417,0.047812,80
contingent_pomdp_tamp,heldout_combined_contact_uncertainty,7,0.4625,0.043477,0.279906,0.045593,0.112826,0.007063,0.102352,0.004807,0.118284,0.003701,0.427322,0.003184,0.058483,0.002734,0.099206,0.004787,0.296327,0.001071,0.045928,0.0,0.070384,0.0043,0.097061,0.003624,0.235417,0.050223,80
contingent_pomdp_tamp,heldout_combined_contact_uncertainty,8,0.5125,0.044928,0.328634,0.045202,0.113663,0.006886,0.102026,0.004652,0.117267,0.003874,0.427218,0.003287,0.059085,0.002671,0.100278,0.004989,0.296327,0.001071,0.045928,0.0,0.070799,0.00422,0.097763,0.00362,0.225,0.052333,80
contingent_pomdp_tamp,heldout_combined_contact_uncertainty,9,0.522917,0.044158,0.338748,0.046764,0.11352,0.006845,0.102886,0.00485,0.118959,0.003702,0.426325,0.003009,0.059285,0.002665,0.100046,0.004763,0.296327,0.001071,0.045928,0.0,0.07066,0.004034,0.097458,0.003527,0.195833,0.044551,80
risk_aware_tamp,heldout_combined_contact_uncertainty,0,0.45,0.044787,0.257582,0.048088,0.115849,0.007366,0.106102,0.005031,0.120962,0.004234,0.394987,0.003327,0.049719,0.002097,0.106901,0.005525,0.328206,0.001165,0.040025,0.0,0.061163,0.00327,0.09962,0.004077,0.285417,0.052039,80
risk_aware_tamp,heldout_combined_contact_uncertainty,1,0.50625,0.04327,0.313911,0.044629,0.116456,0.00712,0.10611,0.004989,0.12077,0.004121,0.394765,0.002806,0.048719,0.002055,0.106662,0.00516,0.328206,0.001165,0.040025,0.0,0.061691,0.003106,0.099693,0.004097,0.227083,0.044728,80
risk_aware_tamp,heldout_combined_contact_uncertainty,2,0.49375,0.044425,0.301676,0.046278,0.116106,0.007238,0.106478,0.004858,0.119983,0.004004,0.395446,0.002976,0.048828,0.002121,0.107283,0.005147,0.328206,0.001165,0.040025,0.0,0.061031,0.00335,0.099647,0.00433,0.23125,0.04329,80
risk_aware_tamp,heldout_combined_contact_uncertainty,3,0.5,0.046851,0.307242,0.049706,0.117152,0.007269,0.10652,0.004993,0.121318,0.00426,0.394666,0.002984,0.048651,0.002018,0.106434,0.005305,0.328206,0.001165,0.040025,0.0,0.06241,0.003202,0.099125,0.004,0.25625,0.052282,80
risk_aware_tamp,heldout_combined_contact_uncertainty,4,0.5375,0.047201,0.345322,0.051348,0.116028,0.007147,0.106706,0.004864,0.121431,0.00424,0.394097,0.002629,0.048771,0.001993,0.105892,0.005238,0.328206,0.001165,0.040025,0.0,0.061854,0.003061,0.100099,0.003928,0.220833,0.050918,80
risk_aware_tamp,heldout_combined_contact_uncertainty,5,0.464583,0.048164,0.271802,0.050644,0.11655,0.007275,0.107495,0.004874,0.120304,0.004172,0.395265,0.003116,0.049309,0.001754,0.107637,0.005212,0.328206,0.001165,0.040025,0.0,0.060896,0.003279,0.09975,0.004003,0.25625,0.052282,80
risk_aware_tamp,heldout_combined_contact_uncertainty,6,0.514583,0.037747,0.321806,0.040555,0.116867,0.007403,0.106648,0.004918,0.121012,0.004249,0.3949,0.002998,0.048823,0.00195,0.106674,0.00526,0.328206,0.001165,0.040025,0.0,0.061392,0.00308,0.100456,0.004012,0.216667,0.044787,80
risk_aware_tamp,heldout_combined_contact_uncertainty,7,0.491667,0.040219,0.29949,0.043025,0.115723,0.007196,0.106514,0.004881,0.120858,0.004309,0.395281,0.003271,0.048939,0.002009,0.107012,0.005265,0.328206,0.001165,0.040025,0.0,0.061915,0.003184,0.099544,0.004067,0.214583,0.043172,80
risk_aware_tamp,heldout_combined_contact_uncertainty,8,0.50625,0.047723,0.313298,0.050049,0.116139,0.007232,0.106659,0.005037,0.120706,0.004166,0.393832,0.002571,0.050188,0.001988,0.106977,0.005289,0.328206,0.001165,0.040025,0.0,0.061642,0.003171,0.099004,0.004175,0.220833,0.044928,80
risk_aware_tamp,heldout_combined_contact_uncertainty,9,0.489583,0.045142,0.297375,0.04651,0.116745,0.007249,0.106488,0.005005,0.120463,0.004149,0.39695,0.003035,0.047835,0.001987,0.107753,0.005191,0.328206,0.001165,0.040025,0.0,0.062205,0.003299,0.099594,0.00419,0.2125,0.047911,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,0,0.535417,0.042976,0.372131,0.042846,0.101595,0.005985,0.085243,0.003624,0.106257,0.003393,0.433293,0.002705,0.059925,0.002858,0.093857,0.004676,0.26126,0.001048,0.044152,0.0,0.074223,0.004374,0.090229,0.00361,0.214583,0.045086,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,1,0.5125,0.043786,0.349736,0.046458,0.100899,0.005912,0.084917,0.003493,0.106552,0.003196,0.431812,0.002964,0.060074,0.002691,0.092983,0.004581,0.26126,0.001048,0.044152,0.0,0.073569,0.004261,0.090388,0.003497,0.214583,0.045828,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,2,0.529167,0.046407,0.366384,0.049056,0.101407,0.006236,0.08487,0.00357,0.10638,0.003313,0.430826,0.002805,0.05937,0.002746,0.093419,0.004325,0.26126,0.001048,0.044152,0.0,0.073223,0.004504,0.089851,0.003422,0.2,0.045904,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,3,0.508333,0.051944,0.346382,0.054768,0.100116,0.00591,0.084945,0.00341,0.105807,0.003243,0.431953,0.002468,0.059531,0.002914,0.09319,0.004539,0.26126,0.001048,0.044152,0.0,0.073768,0.00455,0.089773,0.00349,0.260417,0.050941,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,4,0.525,0.041541,0.362916,0.044057,0.100835,0.005994,0.084474,0.00359,0.107265,0.003006,0.434035,0.003141,0.059921,0.002745,0.092344,0.00463,0.26126,0.001048,0.044152,0.0,0.073614,0.004313,0.090386,0.003203,0.220833,0.04677,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,5,0.516667,0.045978,0.354842,0.048378,0.100214,0.005823,0.084861,0.003493,0.107104,0.003291,0.432972,0.002831,0.059745,0.002707,0.092104,0.004443,0.26126,0.001048,0.044152,0.0,0.073594,0.004518,0.090623,0.003474,0.225,0.051683,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,6,0.547917,0.046559,0.386395,0.047208,0.099973,0.005914,0.085485,0.003575,0.105899,0.003128,0.433209,0.002843,0.058615,0.002708,0.093507,0.004368,0.26126,0.001048,0.044152,0.0,0.073907,0.004574,0.090189,0.003384,0.210417,0.04783,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,7,0.49375,0.047368,0.330714,0.050566,0.101035,0.005955,0.084348,0.00349,0.107717,0.003232,0.429971,0.002779,0.059466,0.002801,0.09364,0.004503,0.26126,0.001048,0.044152,0.0,0.073121,0.004364,0.09042,0.003366,0.21875,0.047777,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,8,0.508333,0.051618,0.345695,0.053391,0.100951,0.006116,0.084641,0.003537,0.107008,0.003248,0.431693,0.003114,0.059752,0.002845,0.093494,0.0045,0.26126,0.001048,0.044152,0.0,0.072834,0.004579,0.090301,0.003426,0.225,0.053922,80
learned_contact_belief_state,heldout_combined_contact_uncertainty,9,0.522917,0.046758,0.360611,0.049707,0.100712,0.006097,0.08514,0.003544,0.106741,0.003292,0.433332,0.002955,0.060173,0.002776,0.092949,0.004641,0.26126,0.001048,0.044152,0.0,0.073341,0.004385,0.089799,0.00327,0.210417,0.047475,80
damage_aware_planner,heldout_combined_contact_uncertainty,0,0.491667,0.042663,0.285826,0.043553,0.130144,0.008146,0.115104,0.005236,0.129036,0.004589,0.374116,0.003047,0.044883,0.001786,0.111872,0.005708,0.323479,0.001141,0.039838,0.0,0.061964,0.003318,0.105356,0.004285,0.254167,0.054195,80
damage_aware_planner,heldout_combined_contact_uncertainty,1,0.485417,0.046195,0.279568,0.047884,0.128945,0.008061,0.11483,0.00557,0.129561,0.004637,0.370603,0.003223,0.04534,0.001882,0.111382,0.005704,0.323479,0.001141,0.039838,0.0,0.061334,0.003257,0.106122,0.004418,0.2625,0.047841,80
damage_aware_planner,heldout_combined_contact_uncertainty,2,0.429167,0.047486,0.223196,0.048172,0.129545,0.008045,0.115284,0.005338,0.128773,0.004743,0.37213,0.00273,0.045116,0.001681,0.110875,0.005814,0.323479,0.001141,0.039838,0.0,0.062372,0.003221,0.1066,0.004629,0.272917,0.052379,80
damage_aware_planner,heldout_combined_contact_uncertainty,3,0.477083,0.047118,0.271662,0.049114,0.129083,0.007797,0.115518,0.005368,0.128257,0.004713,0.374617,0.003148,0.045252,0.001947,0.112213,0.005565,0.323479,0.001141,0.039838,0.0,0.061745,0.003428,0.10555,0.004466,0.279167,0.049574,80
damage_aware_planner,heldout_combined_contact_uncertainty,4,0.46875,0.040717,0.263422,0.042469,0.130074,0.008118,0.115573,0.005355,0.128972,0.004833,0.373411,0.003006,0.044305,0.001654,0.111252,0.00564,0.323479,0.001141,0.039838,0.0,0.062066,0.003183,0.106066,0.004443,0.26875,0.052137,80
damage_aware_planner,heldout_combined_contact_uncertainty,5,0.460417,0.041191,0.255198,0.042054,0.128671,0.008087,0.115551,0.005213,0.128252,0.004629,0.373283,0.002658,0.045521,0.001702,0.111297,0.005583,0.323479,0.001141,0.039838,0.0,0.061292,0.003386,0.106079,0.004277,0.260417,0.049597,80
damage_aware_planner,heldout_combined_contact_uncertainty,6,0.495833,0.049642,0.289995,0.052171,0.129276,0.008019,0.115472,0.005501,0.128481,0.004622,0.373833,0.002873,0.045303,0.001647,0.112165,0.005584,0.323479,0.001141,0.039838,0.0,0.061607,0.003366,0.106535,0.004269,0.239583,0.048912,80
damage_aware_planner,heldout_combined_contact_uncertainty,7,0.4625,0.041081,0.257149,0.044541,0.128856,0.007955,0.115707,0.00552,0.129319,0.004673,0.37186,0.003168,0.044874,0.001684,0.111,0.005605,0.323479,0.001141,0.039838,0.0,0.061385,0.003261,0.106293,0.004391,0.233333,0.045237,80
damage_aware_planner,heldout_combined_contact_uncertainty,8,0.479167,0.044399,0.274141,0.046458,0.129086,0.007981,0.114845,0.0053,0.129018,0.0047,0.373294,0.002873,0.045202,0.001749,0.111965,0.00572,0.323479,0.001141,0.039838,0.0,0.061191,0.003081,0.106172,0.004407,0.245833,0.049642,80
damage_aware_planner,heldout_combined_contact_uncertainty,9,0.527083,0.04592,0.321245,0.047453,0.129099,0.008028,0.11532,0.005538,0.128801,0.004669,0.373414,0.002639,0.04514,0.001751,0.111803,0.005805,0.323479,0.001141,0.039838,0.0,0.062355,0.003256,0.106518,0.004343,0.195833,0.047486,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,0,0.56875,0.045272,0.473487,0.046084,0.062979,0.003866,0.068255,0.002879,0.097825,0.002517,0.518297,0.002991,0.04451,0.001637,0.072487,0.003114,0.215839,0.001083,0.048264,0.0,0.061153,0.003226,0.08068,0.002558,0.189583,0.046758,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,1,0.575,0.046088,0.477954,0.047488,0.063425,0.003879,0.069044,0.002707,0.098582,0.002732,0.515946,0.002984,0.04528,0.001829,0.073711,0.003124,0.215839,0.001083,0.048264,0.0,0.061632,0.003184,0.080631,0.002545,0.179167,0.042614,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,2,0.55625,0.039815,0.459129,0.040125,0.063014,0.003915,0.068944,0.002949,0.097445,0.00275,0.51759,0.002874,0.046239,0.001847,0.074188,0.003233,0.215839,0.001083,0.048264,0.0,0.061353,0.003303,0.081365,0.002631,0.177083,0.043231,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,3,0.53125,0.04274,0.434453,0.042801,0.063884,0.003982,0.067753,0.002655,0.097909,0.002887,0.517726,0.003154,0.045696,0.001734,0.072831,0.002871,0.215839,0.001083,0.048264,0.0,0.061917,0.003327,0.081016,0.002643,0.216667,0.046995,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,4,0.566667,0.040926,0.471413,0.041908,0.061826,0.004088,0.068093,0.002751,0.09822,0.002714,0.517086,0.002998,0.044569,0.001853,0.0729,0.003005,0.215839,0.001083,0.048264,0.0,0.062208,0.003271,0.080342,0.002639,0.191667,0.049343,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,5,0.55625,0.044615,0.460266,0.045437,0.062555,0.003879,0.067297,0.00274,0.09788,0.002805,0.516628,0.003155,0.045116,0.001724,0.073168,0.002743,0.215839,0.001083,0.048264,0.0,0.0622,0.003347,0.080477,0.002588,0.191667,0.046161,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,6,0.566667,0.042146,0.470207,0.042448,0.063062,0.004001,0.068179,0.00285,0.098726,0.002769,0.517673,0.002685,0.044907,0.001728,0.074201,0.003044,0.215839,0.001083,0.048264,0.0,0.061458,0.003099,0.080909,0.002593,0.185417,0.045755,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,7,0.527083,0.047011,0.430322,0.047291,0.062514,0.004101,0.068229,0.002599,0.097636,0.002841,0.515943,0.003187,0.045868,0.001779,0.073631,0.002874,0.215839,0.001083,0.048264,0.0,0.062526,0.003194,0.080291,0.002531,0.197917,0.048652,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,8,0.55625,0.043851,0.459845,0.045111,0.062669,0.004072,0.067807,0.002755,0.097373,0.002775,0.51561,0.003326,0.045236,0.001636,0.073935,0.002905,0.215839,0.001083,0.048264,0.0,0.061547,0.003389,0.080571,0.002664,0.185417,0.047918,80
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,9,0.59375,0.042641,0.497696,0.043901,0.061976,0.003978,0.06792,0.002731,0.098243,0.00295,0.517619,0.003062,0.045538,0.001771,0.072953,0.003037,0.215839,0.001083,0.048264,0.0,0.062038,0.00328,0.082105,0.002767,0.139583,0.040862,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,0,0.63125,0.047457,0.613704,0.048049,0.01873,0.00216,0.025319,0.001708,0.056845,0.001415,0.575314,0.003021,0.025584,0.001136,0.045871,0.001857,0.223011,0.001189,0.044707,0.0,0.033992,0.001793,0.043624,0.001485,0.15625,0.041232,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,1,0.633333,0.043642,0.615456,0.043709,0.018032,0.002162,0.026316,0.001574,0.057309,0.001363,0.575256,0.002905,0.025755,0.00125,0.047404,0.002131,0.223011,0.001189,0.044707,0.0,0.03386,0.001754,0.043242,0.001311,0.1375,0.040998,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,2,0.641667,0.044294,0.623459,0.044573,0.018987,0.002135,0.025527,0.001595,0.056756,0.001353,0.574651,0.002604,0.025549,0.001182,0.047225,0.001881,0.223011,0.001189,0.044707,0.0,0.033866,0.001792,0.043415,0.001548,0.1375,0.038885,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,3,0.629167,0.045748,0.611233,0.045511,0.018916,0.002193,0.025273,0.001391,0.057104,0.001523,0.577554,0.003229,0.02584,0.001108,0.047579,0.001906,0.223011,0.001189,0.044707,0.0,0.033756,0.00194,0.043447,0.001299,0.15625,0.045884,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,4,0.625,0.042106,0.607836,0.042644,0.017991,0.00209,0.026432,0.001403,0.056629,0.001304,0.575925,0.002806,0.024423,0.001024,0.047315,0.001717,0.223011,0.001189,0.044707,0.0,0.034444,0.001897,0.043382,0.001376,0.158333,0.043448,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,5,0.629167,0.044627,0.61229,0.044284,0.018414,0.002188,0.025827,0.001713,0.057008,0.001294,0.577124,0.003056,0.025123,0.001087,0.046242,0.001853,0.223011,0.001189,0.044707,0.0,0.033003,0.001626,0.044062,0.001436,0.147917,0.042303,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,6,0.6375,0.040166,0.619838,0.040644,0.019003,0.002058,0.026195,0.001645,0.056928,0.001477,0.574636,0.002814,0.02475,0.001081,0.046803,0.001833,0.223011,0.001189,0.044707,0.0,0.033495,0.001776,0.043353,0.001573,0.1375,0.039317,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,7,0.635417,0.041538,0.617119,0.042611,0.019528,0.002158,0.026488,0.001625,0.056941,0.001452,0.575586,0.002954,0.025593,0.001269,0.04653,0.001688,0.223011,0.001189,0.044707,0.0,0.033604,0.001825,0.043907,0.001559,0.10625,0.036404,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,8,0.610417,0.044615,0.593003,0.044883,0.018204,0.002064,0.025891,0.001583,0.057167,0.001334,0.576973,0.003093,0.025869,0.000996,0.046378,0.001733,0.223011,0.001189,0.044707,0.0,0.033993,0.001935,0.043629,0.001319,0.15625,0.042839,80
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,9,0.627083,0.043967,0.609925,0.043893,0.017528,0.001978,0.025442,0.001624,0.056471,0.001445,0.574509,0.002808,0.025037,0.001191,0.046975,0.001794,0.223011,0.001189,0.044707,0.0,0.034689,0.001741,0.042927,0.00138,0.133333,0.039584,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,0,0.689583,0.038871,0.661901,0.039174,0.021884,0.001801,0.044072,0.00116,0.063893,0.001187,0.574082,0.002713,0.033974,0.001081,0.049323,0.001744,0.201315,0.001201,0.040973,0.0,0.042888,0.00143,0.051257,0.001047,0.114583,0.037025,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,1,0.65625,0.044766,0.628135,0.044837,0.021927,0.001921,0.044565,0.001202,0.063928,0.001068,0.575389,0.002652,0.034147,0.00108,0.050082,0.001178,0.201315,0.001201,0.040973,0.0,0.042443,0.001478,0.052795,0.001211,0.139583,0.040027,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,2,0.627083,0.044349,0.59912,0.044313,0.021284,0.001966,0.044159,0.001247,0.064524,0.001148,0.575411,0.002695,0.034755,0.001109,0.050391,0.001264,0.201315,0.001201,0.040973,0.0,0.042116,0.001522,0.052126,0.001082,0.135417,0.039879,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,3,0.660417,0.039603,0.632271,0.039655,0.023275,0.001762,0.044167,0.001162,0.063462,0.001257,0.575521,0.002789,0.03412,0.001257,0.049505,0.001502,0.201315,0.001201,0.040973,0.0,0.041682,0.001502,0.052065,0.001151,0.15,0.042545,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,4,0.65625,0.044005,0.628528,0.044353,0.022513,0.001785,0.043665,0.00125,0.063549,0.001185,0.576033,0.00277,0.03398,0.00107,0.050309,0.001422,0.201315,0.001201,0.040973,0.0,0.04163,0.001705,0.05174,0.001201,0.14375,0.043774,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,5,0.6625,0.042296,0.635532,0.042474,0.021428,0.001928,0.04375,0.001055,0.063837,0.001028,0.576714,0.002721,0.033516,0.000993,0.049774,0.001318,0.201315,0.001201,0.040973,0.0,0.042547,0.001529,0.052166,0.000987,0.13125,0.040551,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,6,0.65625,0.035984,0.62904,0.036225,0.021731,0.001575,0.043902,0.001267,0.063392,0.001163,0.575784,0.002751,0.033317,0.001053,0.049647,0.001368,0.201315,0.001201,0.040973,0.0,0.0431,0.00169,0.051913,0.001049,0.114583,0.032663,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,7,0.670833,0.040668,0.642473,0.040336,0.021936,0.00153,0.044152,0.001226,0.063927,0.001106,0.573583,0.002543,0.034623,0.001112,0.050432,0.001593,0.201315,0.001201,0.040973,0.0,0.042057,0.001425,0.051496,0.001154,0.089583,0.029599,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,8,0.69375,0.047723,0.666751,0.048325,0.021524,0.001794,0.044492,0.001149,0.064516,0.001232,0.576652,0.003015,0.034015,0.0012,0.048992,0.001407,0.201315,0.001201,0.040973,0.0,0.042339,0.00155,0.051583,0.001187,0.108333,0.032924,80
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,9,0.677083,0.039131,0.648893,0.039406,0.022189,0.001679,0.044133,0.001123,0.063865,0.001101,0.574038,0.002441,0.034327,0.001205,0.04935,0.001517,0.201315,0.001201,0.040973,0.0,0.042853,0.001496,0.051977,0.001221,0.1,0.033685,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,0,0.7,0.047353,0.687268,0.047777,0.01435,0.001287,0.038159,0.000946,0.059751,0.000889,0.598981,0.002905,0.031539,0.001056,0.044422,0.001386,0.198034,0.001236,0.04401,0.0,0.038546,0.001296,0.047138,0.001035,0.0,0.0,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,1,0.704167,0.043087,0.691473,0.043411,0.013537,0.001399,0.038577,0.000962,0.059625,0.000984,0.596794,0.00305,0.03122,0.000969,0.045081,0.001112,0.198034,0.001236,0.04401,0.0,0.037569,0.001284,0.048011,0.00088,0.0,0.0,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,2,0.677083,0.044387,0.663794,0.044403,0.013636,0.001335,0.037839,0.000976,0.059475,0.000925,0.595542,0.002807,0.031811,0.00095,0.045552,0.001054,0.198034,0.001236,0.04401,0.0,0.038112,0.001192,0.047207,0.000967,0.0,0.0,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,3,0.71875,0.043329,0.706121,0.043671,0.012581,0.001384,0.037402,0.000889,0.058861,0.001009,0.594943,0.002383,0.032016,0.000969,0.045417,0.001154,0.198034,0.001236,0.04401,0.0,0.037607,0.001214,0.047355,0.000922,0.0,0.0,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,4,0.7125,0.04149,0.698855,0.041734,0.013975,0.001429,0.038371,0.00091,0.058966,0.001022,0.597454,0.002646,0.032165,0.001026,0.045142,0.00105,0.198034,0.001236,0.04401,0.0,0.03885,0.0013,0.048434,0.000824,0.0,0.0,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,5,0.691667,0.041945,0.678088,0.041919,0.015115,0.001424,0.037313,0.001026,0.059133,0.000938,0.596165,0.002785,0.03125,0.001022,0.045561,0.001129,0.198034,0.001236,0.04401,0.0,0.038232,0.001243,0.046905,0.000781,0.0,0.0,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,6,0.7,0.036936,0.68668,0.037047,0.014195,0.00136,0.037762,0.000952,0.059141,0.000995,0.595703,0.002608,0.031189,0.000931,0.044718,0.001241,0.198034,0.001236,0.04401,0.0,0.03875,0.001076,0.048345,0.000956,0.0,0.0,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,7,0.677083,0.039131,0.663953,0.039625,0.01344,0.001215,0.037992,0.000987,0.058937,0.001004,0.595733,0.003155,0.031834,0.000952,0.045512,0.001192,0.198034,0.001236,0.04401,0.0,0.037678,0.00123,0.047903,0.001052,0.0,0.0,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,8,0.697917,0.041129,0.684749,0.041351,0.014565,0.001297,0.037397,0.000923,0.059819,0.000997,0.596232,0.00288,0.031439,0.000829,0.044884,0.001205,0.198034,0.001236,0.04401,0.0,0.038093,0.001192,0.046882,0.001056,0.0,0.0,80
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,9,0.664583,0.044063,0.651133,0.044412,0.014813,0.001417,0.037446,0.001111,0.059715,0.000902,0.595738,0.002631,0.031296,0.001051,0.044989,0.00103,0.198034,0.001236,0.04401,0.0,0.038053,0.001186,0.047423,0.001076,0.0,0.0,80
