method,split,mean_mean_success,ci95_mean_success,mean_mean_utility,ci95_mean_utility,mean_mean_precondition_violation,ci95_mean_precondition_violation,mean_mean_belief_ece,ci95_mean_belief_ece,mean_mean_branch_entropy_error,ci95_mean_branch_entropy_error,mean_mean_recovery_success,ci95_mean_recovery_success,mean_mean_damage_rate,ci95_mean_damage_rate,mean_mean_wasted_action,ci95_mean_wasted_action,mean_mean_intervention_cost,ci95_mean_intervention_cost,mean_mean_probe_overhead,ci95_mean_probe_overhead,mean_mean_irreversible_commitment,ci95_mean_irreversible_commitment,mean_mean_plan_depth_blowup,ci95_mean_plan_depth_blowup,mean_mean_regret_to_oracle,ci95_mean_regret_to_oracle,groups
damage_aware_planner,seen_shift,0.5325,0.014637,0.373439,0.014745,0.097957,0.000328,0.093987,0.000168,0.101163,0.000301,0.379094,0.000504,0.039928,0.000287,0.091277,0.000539,0.304537,0.0,0.028944,0.0,0.052556,0.000231,0.081964,0.000191,0.24125,0.015801,10
damage_aware_planner,unseen_object,0.52375,0.014043,0.348471,0.014041,0.109895,0.000286,0.099994,0.000398,0.108283,0.00022,0.377549,0.000638,0.041414,0.000156,0.100677,0.000318,0.309623,0.0,0.031368,0.0,0.056661,0.000264,0.088093,0.000215,0.230417,0.010721,10
damage_aware_planner,unseen_contact,0.501458,0.014861,0.319172,0.014953,0.115731,0.000402,0.105624,0.000186,0.115111,0.000245,0.376612,0.000782,0.042495,0.000382,0.099827,0.000295,0.313451,0.0,0.033475,0.0,0.05592,0.000305,0.093297,0.000179,0.239583,0.015218,10
damage_aware_planner,unseen_compliance,0.516667,0.018292,0.337605,0.018318,0.109505,0.000295,0.103476,0.000247,0.113505,0.000346,0.376668,0.000889,0.043265,0.000211,0.099887,0.000284,0.314513,0.0,0.033406,0.0,0.056724,0.000275,0.092645,0.000261,0.220625,0.014627,10
damage_aware_planner,probe_latency,0.505417,0.019222,0.323706,0.019146,0.11029,0.000426,0.104552,0.000172,0.114919,0.000319,0.375667,0.000779,0.042793,0.000338,0.100797,0.000232,0.317627,0.0,0.037797,0.0,0.057502,0.000422,0.094369,0.0003,0.236667,0.017665,10
damage_aware_planner,sensor_dropout,0.495625,0.00851,0.289814,0.00835,0.128798,0.000358,0.12521,0.000348,0.136624,0.000279,0.372494,0.000868,0.043329,0.000269,0.11157,0.000281,0.319523,0.0,0.040658,0.0,0.05765,0.000189,0.109748,0.000295,0.24375,0.013336,10
damage_aware_planner,heldout_combined_contact_uncertainty,0.477708,0.01599,0.27214,0.01595,0.129278,0.000308,0.11532,0.00019,0.128847,0.000266,0.373056,0.00074,0.045094,0.000211,0.111582,0.000298,0.323479,0.0,0.039838,0.0,0.061731,0.000273,0.106129,0.000254,0.25125,0.015086,10
proposed_contact_belief_tamp_v4,nominal,0.626458,0.014533,0.574169,0.014687,0.041066,0.000276,0.052929,0.000235,0.072344,0.000203,0.525324,0.000549,0.037235,0.000387,0.058489,0.000342,0.184355,0.0,0.030166,0.0,0.048214,0.000311,0.059088,0.000224,0.182292,0.014369,10
proposed_contact_belief_tamp_v4,seen_shift,0.603125,0.007311,0.536973,0.007259,0.048245,0.000434,0.05794,0.000223,0.080035,0.000142,0.522826,0.000957,0.040054,0.000285,0.063298,0.000409,0.194418,0.0,0.034276,0.0,0.05216,0.000335,0.065498,0.000324,0.184583,0.01433,10
proposed_contact_belief_tamp_v4,unseen_object,0.590833,0.0119,0.515403,0.011751,0.053495,0.000447,0.060969,0.000189,0.084911,0.000306,0.521967,0.000713,0.041182,0.000219,0.067758,0.000265,0.19988,0.0,0.037042,0.0,0.055817,0.000244,0.069144,0.000239,0.178125,0.011079,10
proposed_contact_belief_tamp_v4,unseen_contact,0.58625,0.013171,0.505892,0.013164,0.056866,0.000342,0.063565,0.000278,0.089257,0.000276,0.521142,0.000806,0.042327,0.000228,0.067007,0.000383,0.203928,0.0,0.039201,0.0,0.055915,0.000307,0.072663,0.000172,0.177708,0.014457,10
proposed_contact_belief_tamp_v4,unseen_compliance,0.588958,0.02075,0.509797,0.020609,0.053167,0.000207,0.062614,0.000281,0.087954,0.000384,0.520986,0.000525,0.043443,0.000264,0.067346,0.000319,0.205232,0.0,0.039696,0.0,0.056764,0.00025,0.072094,0.000224,0.170417,0.021381,10
proposed_contact_belief_tamp_v4,probe_latency,0.589375,0.012775,0.50763,0.012658,0.053562,0.000338,0.063002,0.000158,0.089425,0.00025,0.519917,0.000632,0.042659,0.000246,0.067685,0.000225,0.210569,0.0,0.047797,0.0,0.057321,0.000226,0.072914,0.000243,0.176458,0.013406,10
proposed_contact_belief_tamp_v4,sensor_dropout,0.57,0.013227,0.476243,0.013142,0.061776,0.000361,0.072455,0.000207,0.102978,0.000213,0.517147,0.000619,0.043366,0.00031,0.072162,0.000402,0.210914,0.0,0.0467,0.0,0.05785,0.000347,0.082988,0.000212,0.191042,0.015686,10
proposed_contact_belief_tamp_v4,heldout_combined_contact_uncertainty,0.559792,0.01219,0.463477,0.01235,0.06279,0.000386,0.068152,0.000327,0.097984,0.000282,0.517012,0.000573,0.045296,0.000344,0.073401,0.000379,0.215839,0.0,0.048264,0.0,0.061803,0.000273,0.080839,0.000342,0.185417,0.012113,10
contact_belief_branch_audit_v5,nominal,0.70375,0.015118,0.713754,0.01512,0.006579,0.000294,0.018213,0.00035,0.045557,0.000271,0.584014,0.000604,0.0212,0.000312,0.039082,0.00038,0.188417,0.0,0.02591,0.0,0.027264,0.000302,0.034021,0.00027,0.124792,0.014281,10
contact_belief_branch_audit_v5,seen_shift,0.680833,0.011336,0.682568,0.011282,0.01033,0.000262,0.020942,0.000282,0.048954,0.000281,0.581999,0.000679,0.022472,0.000337,0.041596,0.00035,0.199089,0.0,0.029501,0.0,0.029178,0.000156,0.036982,0.000195,0.131875,0.01089,10
contact_belief_branch_audit_v5,unseen_object,0.66625,0.013838,0.662138,0.014055,0.013243,0.000291,0.021878,0.000211,0.051032,0.000316,0.579771,0.000841,0.023379,0.000262,0.043788,0.000357,0.204997,0.0,0.032189,0.0,0.031009,0.000216,0.038596,0.000204,0.126667,0.012938,10
contact_belief_branch_audit_v5,unseen_contact,0.648333,0.010627,0.641178,0.010649,0.015142,0.000358,0.023337,0.000234,0.05303,0.000281,0.57911,0.000632,0.023585,0.000348,0.043751,0.000309,0.209323,0.0,0.034032,0.0,0.030829,0.000287,0.040463,0.000273,0.1375,0.01099,10
contact_belief_branch_audit_v5,unseen_compliance,0.655833,0.011878,0.649023,0.011863,0.013225,0.000323,0.023338,0.000208,0.052576,0.000326,0.57829,0.000631,0.024176,0.000306,0.043625,0.000296,0.210864,0.0,0.035107,0.0,0.031276,0.000176,0.039709,0.000287,0.126042,0.012959,10
contact_belief_branch_audit_v5,probe_latency,0.656875,0.011944,0.646952,0.012031,0.013499,0.000306,0.023094,0.000336,0.052645,0.000239,0.577861,0.000481,0.023932,0.000197,0.044034,0.000323,0.21804,0.0,0.046186,0.0,0.031828,0.000339,0.040454,0.000352,0.132083,0.011375,10
contact_belief_branch_audit_v5,sensor_dropout,0.656667,0.021827,0.641612,0.022028,0.017612,0.000376,0.02831,0.000277,0.059097,0.000195,0.575272,0.000567,0.024019,0.00033,0.0463,0.000518,0.217135,0.0,0.040598,0.0,0.031906,0.000249,0.044662,0.00026,0.133958,0.019307,10
contact_belief_branch_audit_v5,heldout_combined_contact_uncertainty,0.63,0.005279,0.612386,0.005126,0.018533,0.000374,0.025871,0.00029,0.056916,0.000156,0.575753,0.000689,0.025352,0.000306,0.046832,0.00035,0.223011,0.0,0.044707,0.0,0.03387,0.000293,0.043499,0.000202,0.142708,0.009951,10
oracle_contact_outcome_planner,nominal,0.720208,0.008501,0.713041,0.008408,0.014468,0.000327,0.038973,0.000295,0.056424,0.000201,0.584033,0.000782,0.031012,0.000274,0.044903,0.00029,0.169839,0.0,0.028605,0.0,0.037056,0.000156,0.045549,0.000291,0.11625,0.010327,10
oracle_contact_outcome_planner,seen_shift,0.696875,0.014004,0.683515,0.014105,0.016916,0.000485,0.040626,0.000244,0.058978,0.000282,0.581637,0.000597,0.031804,0.000248,0.046314,0.000283,0.180017,0.0,0.030972,0.0,0.038824,0.000268,0.047182,0.000301,0.118542,0.016338,10
oracle_contact_outcome_planner,unseen_object,0.688333,0.015498,0.670835,0.015324,0.018861,0.000284,0.041704,0.000187,0.060385,0.00026,0.580026,0.000576,0.032328,0.000278,0.04779,0.000398,0.185507,0.0,0.032742,0.0,0.039499,0.000212,0.04848,0.000152,0.110208,0.010445,10
oracle_contact_outcome_planner,unseen_contact,0.673958,0.014421,0.654322,0.014427,0.019629,0.000268,0.042195,0.000245,0.061524,0.00027,0.579263,0.000847,0.032992,0.00029,0.047428,0.000276,0.189582,0.0,0.033958,0.0,0.039707,0.000185,0.049523,0.000162,0.122708,0.012362,10
oracle_contact_outcome_planner,unseen_compliance,0.675625,0.012798,0.655718,0.01288,0.01847,0.000385,0.042505,0.000214,0.061246,0.000313,0.579104,0.000729,0.033313,0.000317,0.048032,0.000345,0.19087,0.0,0.034661,0.0,0.040447,0.000202,0.049404,0.000219,0.11375,0.010024,10
oracle_contact_outcome_planner,probe_latency,0.67125,0.010885,0.649344,0.010816,0.019084,0.000313,0.042215,0.000308,0.061355,0.000201,0.57911,0.000876,0.033026,0.000209,0.048175,0.00053,0.195816,0.0,0.041932,0.0,0.040477,0.000271,0.04955,7.9e-05,0.123542,0.012341,10
oracle_contact_outcome_planner,sensor_dropout,0.68,0.01131,0.654315,0.011187,0.021336,0.000367,0.04558,0.000322,0.065492,0.000242,0.575458,0.000465,0.033209,0.000271,0.049497,0.000262,0.196456,0.0,0.038287,0.0,0.040654,0.000209,0.052644,0.000274,0.119167,0.012002,10
oracle_contact_outcome_planner,heldout_combined_contact_uncertainty,0.665,0.011878,0.637264,0.011956,0.021969,0.000362,0.044106,0.000177,0.063889,0.00024,0.575321,0.000675,0.034077,0.000273,0.049781,0.000312,0.201315,0.0,0.040973,0.0,0.042366,0.00031,0.051912,0.000266,0.122708,0.012496,10
oracle_hybrid_contact_planner,nominal,0.7575,0.012596,0.760704,0.012684,0.009686,0.000253,0.034777,0.000286,0.054309,0.000439,0.603587,0.000504,0.029404,0.000323,0.041975,0.000511,0.165233,0.0,0.03048,0.0,0.034614,0.000187,0.043496,0.000163,0.0,0.0,10
oracle_hybrid_contact_planner,seen_shift,0.73625,0.014624,0.734548,0.01461,0.011252,0.000345,0.035571,0.000229,0.055738,0.000393,0.601822,0.001067,0.02992,0.000352,0.043249,0.000309,0.175662,0.0,0.0329,0.0,0.035553,0.000251,0.044698,0.000247,0.0,0.0,10
oracle_hybrid_contact_planner,unseen_object,0.715625,0.012299,0.7105,0.012493,0.012403,0.000332,0.03623,0.000118,0.056921,0.00026,0.600378,0.00063,0.030445,0.0004,0.044249,0.000362,0.181339,0.0,0.03479,0.0,0.036522,0.000352,0.045391,0.000359,0.0,0.0,10
oracle_hybrid_contact_planner,unseen_contact,0.70875,0.01477,0.701702,0.014754,0.013219,0.000275,0.036582,0.000203,0.057971,0.000301,0.599106,0.000632,0.030713,0.000248,0.044002,0.000368,0.185531,0.0,0.03602,0.0,0.036529,0.000238,0.045906,0.000298,0.0,0.0,10
oracle_hybrid_contact_planner,unseen_compliance,0.697292,0.01534,0.69037,0.015434,0.012142,0.000353,0.036511,0.000251,0.057534,0.000379,0.598994,0.000972,0.030994,0.000297,0.043956,0.000377,0.18692,0.0,0.03693,0.0,0.036603,0.00042,0.045911,0.000337,0.0,0.0,10
oracle_hybrid_contact_planner,probe_latency,0.708542,0.014487,0.698971,0.014549,0.012564,0.000184,0.036798,0.000365,0.057629,0.000284,0.598604,0.000542,0.030823,0.000247,0.04435,0.000309,0.192683,0.0,0.04555,0.0,0.037043,0.000336,0.046307,0.000338,0.0,0.0,10
oracle_hybrid_contact_planner,sensor_dropout,0.706875,0.014572,0.695143,0.014564,0.014319,0.000377,0.038724,0.000371,0.060508,0.000324,0.595754,0.000629,0.030654,0.000319,0.045274,0.000337,0.192766,0.0,0.04045,0.0,0.037069,0.000316,0.048243,0.000315,0.0,0.0,10
oracle_hybrid_contact_planner,heldout_combined_contact_uncertainty,0.694375,0.010509,0.681212,0.010599,0.014021,0.000465,0.037826,0.000275,0.059342,0.000231,0.596328,0.000721,0.031576,0.000221,0.045128,0.00024,0.198034,0.0,0.04401,0.0,0.038149,0.000284,0.04756,0.000355,0.0,0.0,10
