risk_budget,method,seed,mean_success,ci95_success,mean_utility,ci95_utility,mean_fixed_risk_utility,ci95_fixed_risk_utility,mean_coverage,ci95_coverage,mean_risk_score,ci95_risk_score,mean_precondition_violation,ci95_precondition_violation,mean_damage_rate,ci95_damage_rate,mean_irreversible_commitment,ci95_irreversible_commitment,mean_wasted_action,ci95_wasted_action,groups
0.03,proposed_contact_belief_tamp_v4,5,0.55625,0.044615,0.460266,0.045437,-0.032595,0.000516,0.0,0.0,0.062977,0.002578,0.062555,0.003879,0.045116,0.001724,0.0622,0.003347,0.073168,0.002743,80
0.03,proposed_contact_belief_tamp_v4,6,0.566667,0.042146,0.470207,0.042448,-0.032627,0.000515,0.0,0.0,0.063134,0.002576,0.063062,0.004001,0.044907,0.001728,0.061458,0.003099,0.074201,0.003044,80
0.03,proposed_contact_belief_tamp_v4,7,0.527083,0.047011,0.430322,0.047291,-0.032659,0.000527,0.0,0.0,0.063294,0.002635,0.062514,0.004101,0.045868,0.001779,0.062526,0.003194,0.073631,0.002874,80
0.03,proposed_contact_belief_tamp_v4,8,0.55625,0.043851,0.459845,0.045111,-0.032591,0.000524,0.0,0.0,0.062957,0.002618,0.062669,0.004072,0.045236,0.001636,0.061547,0.003389,0.073935,0.002905,80
0.03,proposed_contact_belief_tamp_v4,9,0.59375,0.042641,0.497696,0.043901,-0.032589,0.000523,0.0,0.0,0.062946,0.002617,0.061976,0.003978,0.045538,0.001771,0.062038,0.00328,0.072953,0.003037,80
0.03,contact_belief_branch_audit_v5,0,0.63125,0.047457,0.613704,0.048049,0.202586,0.076155,0.3375,0.104273,0.032213,0.001348,0.01873,0.00216,0.025584,0.001136,0.033992,0.001793,0.045871,0.001857,80
0.03,contact_belief_branch_audit_v5,1,0.633333,0.043642,0.615456,0.043709,0.198452,0.074044,0.3375,0.104273,0.03234,0.001395,0.018032,0.002162,0.025755,0.00125,0.03386,0.001754,0.047404,0.002131,80
0.03,contact_belief_branch_audit_v5,2,0.641667,0.044294,0.623459,0.044573,0.166065,0.06933,0.2875,0.099805,0.032417,0.001329,0.018987,0.002135,0.025549,0.001182,0.033866,0.001792,0.047225,0.001881,80
0.03,contact_belief_branch_audit_v5,3,0.629167,0.045748,0.611233,0.045511,0.149724,0.065883,0.275,0.098464,0.032557,0.001344,0.018916,0.002193,0.02584,0.001108,0.033756,0.00194,0.047579,0.001906,80
0.03,contact_belief_branch_audit_v5,4,0.625,0.042106,0.607836,0.042644,0.170307,0.072452,0.2875,0.099805,0.031953,0.00128,0.017991,0.00209,0.024423,0.001024,0.034444,0.001897,0.047315,0.001717,80
0.03,contact_belief_branch_audit_v5,5,0.629167,0.044627,0.61229,0.044284,0.133133,0.059952,0.2875,0.099805,0.031872,0.001264,0.018414,0.002188,0.025123,0.001087,0.033003,0.001626,0.046242,0.001853,80
0.03,contact_belief_branch_audit_v5,6,0.6375,0.040166,0.619838,0.040644,0.191776,0.073315,0.325,0.103285,0.032068,0.001289,0.019003,0.002058,0.02475,0.001081,0.033495,0.001776,0.046803,0.001833,80
0.03,contact_belief_branch_audit_v5,7,0.635417,0.041538,0.617119,0.042611,0.155636,0.071072,0.2625,0.097026,0.032433,0.001328,0.019528,0.002158,0.025593,0.001269,0.033604,0.001825,0.04653,0.001688,80
0.03,contact_belief_branch_audit_v5,8,0.610417,0.044615,0.593003,0.044883,0.156159,0.06535,0.3,0.101054,0.032281,0.001286,0.018204,0.002064,0.025869,0.000996,0.033993,0.001935,0.046378,0.001733,80
0.03,contact_belief_branch_audit_v5,9,0.627083,0.043967,0.609925,0.043893,0.189784,0.07322,0.3375,0.104273,0.032009,0.001256,0.017528,0.001978,0.025037,0.001191,0.034689,0.001741,0.046975,0.001794,80
0.03,oracle_contact_outcome_planner,0,0.689583,0.038871,0.661901,0.039174,0.015734,0.038624,0.0625,0.053379,0.038594,0.00109,0.021884,0.001801,0.033974,0.001081,0.042888,0.00143,0.049323,0.001744,80
0.03,oracle_contact_outcome_planner,1,0.65625,0.044766,0.628135,0.044837,0.017602,0.040689,0.0625,0.053379,0.038678,0.000988,0.021927,0.001921,0.034147,0.00108,0.042443,0.001478,0.050082,0.001178,80
0.03,oracle_contact_outcome_planner,2,0.627083,0.044349,0.59912,0.044313,0.005211,0.029454,0.0625,0.053379,0.038756,0.00105,0.021284,0.001966,0.034755,0.001109,0.042116,0.001522,0.050391,0.001264,80
0.03,oracle_contact_outcome_planner,3,0.660417,0.039603,0.632271,0.039655,0.04145,0.047364,0.1,0.066155,0.038704,0.001092,0.023275,0.001762,0.03412,0.001257,0.041682,0.001502,0.049505,0.001502,80
0.03,oracle_contact_outcome_planner,4,0.65625,0.044005,0.628528,0.044353,0.010967,0.039278,0.05,0.048061,0.038592,0.001053,0.022513,0.001785,0.03398,0.00107,0.04163,0.001705,0.050309,0.001422,80
0.03,oracle_contact_outcome_planner,5,0.6625,0.042296,0.635532,0.042474,0.019809,0.041729,0.0625,0.053379,0.038336,0.00099,0.021428,0.001928,0.033516,0.000993,0.042547,0.001529,0.049774,0.001318,80
0.03,oracle_contact_outcome_planner,6,0.65625,0.035984,0.62904,0.036225,0.026409,0.042992,0.075,0.058082,0.038388,0.001041,0.021731,0.001575,0.033317,0.001053,0.0431,0.00169,0.049647,0.001368,80
0.03,oracle_contact_outcome_planner,7,0.670833,0.040668,0.642473,0.040336,-0.008408,0.026883,0.025,0.034428,0.038795,0.000983,0.021936,0.00153,0.034623,0.001112,0.042057,0.001425,0.050432,0.001593,80
0.03,oracle_contact_outcome_planner,8,0.69375,0.047723,0.666751,0.048325,0.034752,0.049705,0.075,0.058082,0.038439,0.001108,0.021524,0.001794,0.034015,0.0012,0.042339,0.00155,0.048992,0.001407,80
0.03,oracle_contact_outcome_planner,9,0.677083,0.039131,0.648893,0.039406,0.009164,0.035775,0.05,0.048061,0.038767,0.001054,0.022189,0.001679,0.034327,0.001205,0.042853,0.001496,0.04935,0.001517,80
0.03,oracle_hybrid_contact_planner,0,0.7,0.047353,0.687268,0.047777,0.09858,0.06768,0.15,0.07874,0.034004,0.000857,0.01435,0.001287,0.031539,0.001056,0.038546,0.001296,0.044422,0.001386,80
0.03,oracle_hybrid_contact_planner,1,0.704167,0.043087,0.691473,0.043411,0.08181,0.059129,0.15,0.07874,0.033595,0.000785,0.013537,0.001399,0.03122,0.000969,0.037569,0.001284,0.045081,0.001112,80
0.03,oracle_hybrid_contact_planner,2,0.677083,0.044387,0.663794,0.044403,0.051569,0.050364,0.1125,0.069679,0.033953,0.000702,0.013636,0.001335,0.031811,0.00095,0.038112,0.001192,0.045552,0.001054,80
0.03,oracle_hybrid_contact_planner,3,0.71875,0.043329,0.706121,0.043671,0.083356,0.065722,0.125,0.072929,0.033567,0.00072,0.012581,0.001384,0.032016,0.000969,0.037607,0.001214,0.045417,0.001154,80
0.03,oracle_hybrid_contact_planner,4,0.7125,0.04149,0.698855,0.041734,0.051103,0.054223,0.1,0.066155,0.034169,0.000734,0.013975,0.001429,0.032165,0.001026,0.03885,0.0013,0.045142,0.00105,80
0.03,oracle_hybrid_contact_planner,5,0.691667,0.041945,0.678088,0.041919,0.057675,0.053387,0.1125,0.069679,0.034123,0.000738,0.015115,0.001424,0.03125,0.001022,0.038232,0.001243,0.045561,0.001129,80
0.03,oracle_hybrid_contact_planner,6,0.7,0.036936,0.68668,0.037047,0.057809,0.054396,0.1125,0.069679,0.033871,0.000743,0.014195,0.00136,0.031189,0.000931,0.03875,0.001076,0.044718,0.001241,80
0.03,oracle_hybrid_contact_planner,7,0.677083,0.039131,0.663953,0.039625,0.077228,0.058526,0.1375,0.07594,0.033756,0.000738,0.01344,0.001215,0.031834,0.000952,0.037678,0.00123,0.045512,0.001192,80
0.03,oracle_hybrid_contact_planner,8,0.697917,0.041129,0.684749,0.041351,0.068542,0.056733,0.125,0.072929,0.034008,0.00073,0.014565,0.001297,0.031439,0.000829,0.038093,0.001192,0.044884,0.001205,80
0.03,oracle_hybrid_contact_planner,9,0.664583,0.044063,0.651133,0.044412,0.059817,0.055343,0.1125,0.069679,0.034019,0.000746,0.014813,0.001417,0.031296,0.001051,0.038053,0.001186,0.044989,0.00103,80
0.034,deterministic_symbolic_tamp,0,0.3,0.044027,-0.041281,0.043599,-0.052494,0.001811,0.0,0.0,0.162469,0.009056,0.245996,0.014373,0.103706,0.00597,0.118491,0.008999,0.176197,0.010683,80
0.034,deterministic_symbolic_tamp,1,0.316667,0.043331,-0.029725,0.047248,-0.052598,0.001823,0.0,0.0,0.162992,0.009117,0.246893,0.014449,0.103641,0.005971,0.118989,0.009039,0.177732,0.010787,80
0.034,deterministic_symbolic_tamp,2,0.347917,0.039921,-0.000546,0.043722,-0.052566,0.001828,0.0,0.0,0.162829,0.009139,0.247859,0.014526,0.102784,0.005935,0.119381,0.008831,0.176596,0.011015,80
0.034,deterministic_symbolic_tamp,3,0.354167,0.042455,-0.001723,0.04693,-0.052537,0.001818,0.0,0.0,0.162683,0.009091,0.247071,0.014584,0.103073,0.005972,0.118802,0.00887,0.176804,0.01073,80
0.034,deterministic_symbolic_tamp,4,0.364583,0.043909,0.009823,0.048926,-0.052547,0.001807,0.0,0.0,0.162733,0.009033,0.245873,0.014431,0.104473,0.005923,0.118927,0.008987,0.176725,0.010561,80
0.034,deterministic_symbolic_tamp,5,0.310417,0.042996,-0.034664,0.046263,-0.052482,0.001807,0.0,0.0,0.162411,0.009037,0.24569,0.014407,0.103733,0.005877,0.119329,0.008992,0.175961,0.010841,80
0.034,deterministic_symbolic_tamp,6,0.333333,0.050326,-0.01223,0.055469,-0.052686,0.00182,0.0,0.0,0.163429,0.009101,0.248138,0.014813,0.104327,0.005807,0.119368,0.008893,0.176981,0.010615,80
0.034,deterministic_symbolic_tamp,7,0.34375,0.048391,-0.003973,0.05243,-0.052637,0.001825,0.0,0.0,0.163185,0.009124,0.246823,0.014496,0.103931,0.005926,0.120169,0.009013,0.17646,0.010888,80
0.034,deterministic_symbolic_tamp,8,0.320833,0.046407,-0.02058,0.049055,-0.052595,0.001809,0.0,0.0,0.162975,0.009046,0.247053,0.014479,0.103896,0.005886,0.118971,0.008875,0.17702,0.010935,80
0.034,deterministic_symbolic_tamp,9,0.295833,0.041895,-0.044313,0.044048,-0.052573,0.001793,0.0,0.0,0.162865,0.008963,0.246071,0.014446,0.103551,0.00572,0.11939,0.008957,0.177124,0.010574,80
0.034,robust_geometric_tamp,0,0.404167,0.049232,0.087462,0.054357,-0.047362,0.001481,0.0,0.0,0.136812,0.007405,0.207234,0.012576,0.081099,0.004288,0.096641,0.00664,0.158399,0.009281,80
0.034,robust_geometric_tamp,1,0.404167,0.040998,0.080283,0.049492,-0.047394,0.001444,0.0,0.0,0.136971,0.007218,0.207931,0.012131,0.080545,0.004234,0.096741,0.006638,0.159197,0.008998,80
0.034,robust_geometric_tamp,2,0.402083,0.041781,0.080511,0.044585,-0.047393,0.001464,0.0,0.0,0.136964,0.00732,0.208246,0.012337,0.081086,0.004417,0.096858,0.006547,0.157322,0.009051,80
0.034,robust_geometric_tamp,3,0.370833,0.040668,0.047238,0.049944,-0.047405,0.001475,0.0,0.0,0.137024,0.007373,0.207423,0.012465,0.080811,0.004422,0.097141,0.006639,0.158801,0.009276,80
0.034,robust_geometric_tamp,4,0.4125,0.050652,0.097471,0.053965,-0.047487,0.001479,0.0,0.0,0.137436,0.007396,0.208447,0.012557,0.081621,0.004465,0.097456,0.006561,0.15867,0.009195,80
0.034,robust_geometric_tamp,5,0.375,0.045941,0.060324,0.047402,-0.047402,0.001455,0.0,0.0,0.137011,0.007274,0.207613,0.012536,0.08101,0.00417,0.09689,0.006623,0.159076,0.009028,80
0.034,robust_geometric_tamp,6,0.4,0.044485,0.078188,0.049361,-0.04744,0.001472,0.0,0.0,0.1372,0.007359,0.208201,0.012415,0.08118,0.004343,0.097265,0.006765,0.158648,0.009224,80
0.034,robust_geometric_tamp,7,0.358333,0.04505,0.035559,0.049677,-0.047435,0.001469,0.0,0.0,0.137174,0.007345,0.207609,0.012434,0.081878,0.004292,0.096661,0.00677,0.158797,0.009286,80
0.034,robust_geometric_tamp,8,0.366667,0.046634,0.046485,0.046572,-0.047448,0.00147,0.0,0.0,0.137242,0.00735,0.20767,0.012448,0.081325,0.004301,0.097825,0.006706,0.157908,0.009327,80
0.034,robust_geometric_tamp,9,0.385417,0.043717,0.063149,0.04914,-0.047326,0.001467,0.0,0.0,0.136629,0.007337,0.206583,0.012357,0.081062,0.004307,0.097034,0.006718,0.157988,0.009255,80
0.034,receding_horizon_mpc,0,0.4125,0.047201,0.126055,0.049202,-0.045227,0.001324,0.0,0.0,0.126133,0.006621,0.18106,0.010793,0.078665,0.004172,0.095896,0.006567,0.144346,0.007967,80
0.034,receding_horizon_mpc,1,0.4375,0.042056,0.150417,0.047092,-0.045312,0.001322,0.0,0.0,0.126561,0.00661,0.181583,0.010778,0.07936,0.004052,0.095859,0.006628,0.144425,0.00806,80
0.034,receding_horizon_mpc,2,0.466667,0.047353,0.181567,0.053291,-0.045301,0.001339,0.0,0.0,0.126503,0.006697,0.181918,0.010763,0.079301,0.004224,0.095593,0.006497,0.143746,0.008168,80
0.034,receding_horizon_mpc,3,0.402083,0.047457,0.118555,0.051735,-0.045157,0.001338,0.0,0.0,0.125785,0.006691,0.180563,0.010706,0.078646,0.004259,0.095783,0.006729,0.143578,0.008136,80
0.034,receding_horizon_mpc,4,0.439583,0.042003,0.154379,0.042887,-0.045157,0.001325,0.0,0.0,0.125783,0.006627,0.181134,0.01078,0.078679,0.004121,0.094615,0.006404,0.143545,0.007989,80
0.034,receding_horizon_mpc,5,0.460417,0.046214,0.174895,0.050998,-0.045259,0.001319,0.0,0.0,0.126295,0.006596,0.181466,0.01056,0.078769,0.004174,0.095702,0.006496,0.144393,0.008226,80
0.034,receding_horizon_mpc,6,0.435417,0.044063,0.153036,0.050049,-0.045249,0.001336,0.0,0.0,0.126243,0.006678,0.181548,0.010841,0.078701,0.004045,0.095824,0.006497,0.143658,0.008421,80
0.034,receding_horizon_mpc,7,0.441667,0.047955,0.158921,0.054833,-0.045263,0.001325,0.0,0.0,0.126317,0.006624,0.181055,0.010605,0.078855,0.004155,0.096586,0.006584,0.143732,0.008141,80
0.034,receding_horizon_mpc,8,0.46875,0.038588,0.183338,0.040859,-0.045174,0.001333,0.0,0.0,0.125871,0.006665,0.180275,0.010855,0.078775,0.004168,0.095577,0.006315,0.143994,0.008304,80
0.034,receding_horizon_mpc,9,0.452083,0.048687,0.169857,0.052198,-0.045204,0.001322,0.0,0.0,0.126021,0.00661,0.180473,0.010804,0.07877,0.004004,0.095552,0.006564,0.144242,0.00798,80
0.034,learned_failure_classifier,0,0.4,0.044863,0.142879,0.049631,-0.043579,0.001213,0.0,0.0,0.117897,0.006066,0.16497,0.009641,0.07495,0.003894,0.092439,0.006213,0.133196,0.007282,80
0.034,learned_failure_classifier,1,0.441667,0.043136,0.183068,0.048511,-0.043595,0.001217,0.0,0.0,0.117973,0.006086,0.16589,0.009668,0.075085,0.003994,0.091459,0.006085,0.132319,0.007346,80
0.034,learned_failure_classifier,2,0.45,0.045904,0.192335,0.051635,-0.043599,0.001247,0.0,0.0,0.117993,0.006237,0.165311,0.010012,0.075285,0.003902,0.092325,0.00628,0.132065,0.007389,80
0.034,learned_failure_classifier,3,0.458333,0.0452,0.202191,0.050394,-0.043462,0.001224,0.0,0.0,0.117312,0.006122,0.164371,0.009777,0.074651,0.003934,0.09123,0.006086,0.132103,0.007367,80
0.034,learned_failure_classifier,4,0.479167,0.047344,0.222899,0.050401,-0.043571,0.001211,0.0,0.0,0.117856,0.006056,0.165554,0.009802,0.074936,0.003731,0.09223,0.00591,0.131467,0.007388,80
0.034,learned_failure_classifier,5,0.445833,0.042216,0.189499,0.044161,-0.04358,0.001227,0.0,0.0,0.117902,0.006137,0.16547,0.009963,0.074892,0.003797,0.092135,0.006094,0.132257,0.007544,80
0.034,learned_failure_classifier,6,0.48125,0.047564,0.226634,0.049715,-0.043456,0.001213,0.0,0.0,0.117282,0.006066,0.164703,0.009716,0.074468,0.003941,0.091161,0.005957,0.131309,0.007208,80
0.034,learned_failure_classifier,7,0.447917,0.049852,0.191506,0.053679,-0.043595,0.001218,0.0,0.0,0.117973,0.006088,0.166234,0.009884,0.07543,0.003834,0.091353,0.006092,0.131363,0.007245,80
0.034,learned_failure_classifier,8,0.441667,0.049,0.184723,0.052595,-0.043488,0.001233,0.0,0.0,0.117442,0.006163,0.164374,0.009791,0.07457,0.004143,0.091521,0.006107,0.131939,0.007216,80
0.034,learned_failure_classifier,9,0.422917,0.041477,0.165584,0.044512,-0.043512,0.00124,0.0,0.0,0.117559,0.0062,0.165166,0.009861,0.07477,0.004104,0.09163,0.006155,0.131556,0.007436,80
0.034,ensemble_belief_planner,0,0.477083,0.04783,0.257315,0.053228,-0.040312,0.00103,0.0,0.0,0.10156,0.005149,0.136203,0.008174,0.068252,0.003406,0.083009,0.005154,0.117287,0.006342,80
0.034,ensemble_belief_planner,1,0.460417,0.044349,0.240376,0.049624,-0.040285,0.001013,0.0,0.0,0.101426,0.005064,0.136791,0.007983,0.068485,0.003426,0.083012,0.005293,0.116272,0.006176,80
0.034,ensemble_belief_planner,2,0.433333,0.040926,0.212779,0.043558,-0.04034,0.001032,0.0,0.0,0.101702,0.005162,0.135967,0.008195,0.068961,0.003447,0.083665,0.005356,0.116911,0.006446,80
0.034,ensemble_belief_planner,3,0.447917,0.041334,0.227884,0.04452,-0.040302,0.001042,0.0,0.0,0.101508,0.005208,0.13618,0.008253,0.06861,0.003551,0.081966,0.005495,0.11745,0.006149,80
0.034,ensemble_belief_planner,4,0.45625,0.047475,0.236387,0.052627,-0.040337,0.001033,0.0,0.0,0.101683,0.005164,0.135904,0.008209,0.069488,0.003399,0.083109,0.005398,0.116567,0.006339,80
0.034,ensemble_belief_planner,5,0.479167,0.046262,0.258293,0.050863,-0.040384,0.001034,0.0,0.0,0.101919,0.005169,0.135598,0.008116,0.069184,0.00359,0.08407,0.005239,0.11784,0.006321,80
0.034,ensemble_belief_planner,6,0.43125,0.04452,0.210582,0.046898,-0.040363,0.001035,0.0,0.0,0.101816,0.005176,0.136475,0.008081,0.069188,0.003641,0.083193,0.005264,0.116768,0.006336,80
0.034,ensemble_belief_planner,7,0.477083,0.043387,0.256764,0.045956,-0.04034,0.001024,0.0,0.0,0.101699,0.005118,0.137248,0.008182,0.068173,0.003427,0.082849,0.005247,0.117323,0.006293,80
0.034,ensemble_belief_planner,8,0.520833,0.044399,0.300329,0.048403,-0.040287,0.001034,0.0,0.0,0.101436,0.005172,0.135489,0.008135,0.068476,0.003431,0.083218,0.005394,0.117828,0.006394,80
0.034,ensemble_belief_planner,9,0.470833,0.038448,0.250155,0.039394,-0.040369,0.001021,0.0,0.0,0.101843,0.005103,0.136867,0.008006,0.069292,0.003483,0.082426,0.005352,0.116876,0.006156,80
0.034,conformal_risk_tamp,0,0.425,0.047531,0.18939,0.048334,-0.040268,0.001043,0.0,0.0,0.101339,0.005217,0.142355,0.009044,0.060998,0.003034,0.074358,0.00452,0.12727,0.006789,80
0.034,conformal_risk_tamp,1,0.414583,0.037207,0.175753,0.039251,-0.040417,0.001048,0.0,0.0,0.102084,0.005238,0.144463,0.008869,0.061519,0.003118,0.074558,0.004501,0.12797,0.007066,80
0.034,conformal_risk_tamp,2,0.470833,0.048541,0.232871,0.052643,-0.040373,0.001025,0.0,0.0,0.101867,0.005126,0.143602,0.008782,0.061059,0.002969,0.074992,0.004496,0.127812,0.006764,80
0.034,conformal_risk_tamp,3,0.425,0.041459,0.187833,0.047066,-0.040375,0.001016,0.0,0.0,0.101876,0.00508,0.143905,0.008717,0.061153,0.002884,0.075134,0.004372,0.126824,0.006836,80
0.034,conformal_risk_tamp,4,0.445833,0.042614,0.207552,0.048724,-0.040384,0.001036,0.0,0.0,0.101919,0.005178,0.143643,0.008628,0.0616,0.002986,0.075009,0.004552,0.126779,0.006901,80
0.034,conformal_risk_tamp,5,0.439583,0.041599,0.201657,0.043796,-0.040347,0.001051,0.0,0.0,0.101735,0.005257,0.142997,0.008771,0.061462,0.003106,0.074824,0.004513,0.127968,0.007343,80
0.034,conformal_risk_tamp,6,0.402083,0.041375,0.163917,0.043965,-0.04039,0.001045,0.0,0.0,0.101948,0.005223,0.143919,0.008976,0.060922,0.002784,0.075218,0.004679,0.127254,0.006929,80
0.034,conformal_risk_tamp,7,0.435417,0.041293,0.197648,0.043308,-0.040385,0.001036,0.0,0.0,0.101924,0.00518,0.14379,0.00896,0.061255,0.002968,0.075072,0.00429,0.126983,0.007103,80
0.034,conformal_risk_tamp,8,0.45,0.044027,0.212566,0.046478,-0.040368,0.001004,0.0,0.0,0.101838,0.00502,0.143617,0.008751,0.061284,0.00263,0.074629,0.004367,0.127841,0.006835,80
0.034,conformal_risk_tamp,9,0.410417,0.046104,0.174455,0.050313,-0.040309,0.001022,0.0,0.0,0.101545,0.005109,0.142049,0.008727,0.061463,0.002984,0.075558,0.004482,0.126661,0.006836,80
0.034,smooth_precondition_world_model,0,0.452083,0.046195,0.17784,0.05158,-0.045003,0.001322,0.0,0.0,0.125015,0.00661,0.181035,0.010748,0.077851,0.004183,0.096532,0.006607,0.139607,0.00773,80
0.034,smooth_precondition_world_model,1,0.452083,0.043948,0.177204,0.048485,-0.044897,0.001312,0.0,0.0,0.124484,0.006558,0.179159,0.010588,0.078391,0.004002,0.096041,0.006707,0.139133,0.007949,80
0.034,smooth_precondition_world_model,2,0.452083,0.052363,0.179255,0.05656,-0.044954,0.001326,0.0,0.0,0.124771,0.006629,0.180495,0.010717,0.078122,0.004177,0.096394,0.006776,0.139437,0.007829,80
0.034,smooth_precondition_world_model,3,0.470833,0.045674,0.195183,0.051775,-0.044984,0.001314,0.0,0.0,0.124918,0.006571,0.180703,0.010832,0.078026,0.004078,0.095887,0.006652,0.140625,0.007698,80
0.034,smooth_precondition_world_model,4,0.44375,0.045366,0.172165,0.05075,-0.044857,0.001325,0.0,0.0,0.124285,0.006623,0.179541,0.010826,0.077992,0.004074,0.095705,0.006649,0.138356,0.007945,80
0.034,smooth_precondition_world_model,5,0.429167,0.048541,0.158593,0.0532,-0.044908,0.001303,0.0,0.0,0.12454,0.006515,0.179321,0.010471,0.077967,0.004063,0.096477,0.006606,0.139443,0.007839,80
0.034,smooth_precondition_world_model,6,0.439583,0.043581,0.167331,0.047516,-0.044905,0.001303,0.0,0.0,0.124525,0.006515,0.179879,0.010715,0.078136,0.003892,0.095785,0.006611,0.139127,0.007721,80
0.034,smooth_precondition_world_model,7,0.420833,0.051968,0.147796,0.058034,-0.044951,0.001297,0.0,0.0,0.124754,0.006484,0.18014,0.010436,0.078193,0.004019,0.096642,0.006632,0.138768,0.007675,80
0.034,smooth_precondition_world_model,8,0.495833,0.050984,0.221131,0.054392,-0.044947,0.001314,0.0,0.0,0.124733,0.006571,0.180027,0.010739,0.078383,0.00419,0.096313,0.006616,0.139108,0.007843,80
0.034,smooth_precondition_world_model,9,0.429167,0.045303,0.153312,0.05116,-0.044977,0.001314,0.0,0.0,0.124887,0.006569,0.180642,0.01063,0.07857,0.004168,0.096488,0.006575,0.138243,0.007788,80
0.034,contact_implicit_tamp,0,0.495833,0.041895,0.271507,0.045139,-0.040194,0.001014,0.0,0.0,0.100971,0.005072,0.134128,0.00812,0.065416,0.003104,0.080491,0.005001,0.116347,0.006425,80
0.034,contact_implicit_tamp,1,0.491667,0.045349,0.265977,0.047764,-0.040322,0.001012,0.0,0.0,0.101612,0.005061,0.135612,0.008105,0.065442,0.003151,0.08064,0.005128,0.118684,0.006309,80
0.034,contact_implicit_tamp,2,0.466667,0.044787,0.241405,0.050113,-0.040285,0.001003,0.0,0.0,0.101425,0.005016,0.13579,0.008143,0.065137,0.003167,0.080547,0.005014,0.117652,0.006048,80
0.034,contact_implicit_tamp,3,0.48125,0.047564,0.257477,0.048057,-0.04018,0.001004,0.0,0.0,0.100901,0.005018,0.13423,0.008098,0.064903,0.003092,0.080188,0.004992,0.117969,0.006274,80
0.034,contact_implicit_tamp,4,0.485417,0.048339,0.261083,0.053008,-0.040223,0.000996,0.0,0.0,0.101115,0.004979,0.13489,0.008003,0.065378,0.003006,0.079487,0.004951,0.117406,0.00627,80
0.034,contact_implicit_tamp,5,0.475,0.049343,0.250275,0.052596,-0.040334,0.001013,0.0,0.0,0.10167,0.005065,0.135998,0.007953,0.066334,0.003225,0.079744,0.005221,0.117687,0.006227,80
0.034,contact_implicit_tamp,6,0.4625,0.047911,0.236876,0.050816,-0.040283,0.001009,0.0,0.0,0.101413,0.005044,0.135986,0.008015,0.064837,0.003212,0.080483,0.005147,0.117744,0.006197,80
0.034,contact_implicit_tamp,7,0.475,0.043136,0.248427,0.047108,-0.040408,0.001008,0.0,0.0,0.10204,0.005038,0.136186,0.007973,0.066387,0.003196,0.080012,0.004988,0.119699,0.006202,80
0.034,contact_implicit_tamp,8,0.477083,0.045662,0.251428,0.046632,-0.040376,0.00102,0.0,0.0,0.101878,0.005101,0.136338,0.00808,0.065981,0.003279,0.080435,0.005087,0.118578,0.006244,80
0.034,contact_implicit_tamp,9,0.45,0.042465,0.225885,0.046249,-0.040234,0.001018,0.0,0.0,0.10117,0.005088,0.135071,0.008259,0.065095,0.00314,0.079678,0.004964,0.118459,0.006265,80
0.034,contingent_pomdp_tamp,0,0.508333,0.048236,0.325503,0.052232,-0.037392,0.000814,0.0,0.0,0.08696,0.00407,0.111956,0.006904,0.058852,0.002682,0.070583,0.004097,0.100539,0.004913,80
0.034,contingent_pomdp_tamp,1,0.495833,0.039829,0.312564,0.04227,-0.037423,0.000814,0.0,0.0,0.087116,0.004071,0.112509,0.006899,0.059083,0.002759,0.070739,0.004055,0.10081,0.004869,80
0.034,contingent_pomdp_tamp,2,0.466667,0.042861,0.282762,0.043727,-0.037465,0.000804,0.0,0.0,0.087323,0.004019,0.113145,0.006785,0.058787,0.002589,0.070835,0.004026,0.101052,0.004705,80
0.034,contingent_pomdp_tamp,3,0.497917,0.0417,0.314464,0.044103,-0.037432,0.000822,0.0,0.0,0.087158,0.00411,0.113127,0.006887,0.059069,0.002656,0.070443,0.0041,0.100138,0.00472,80
0.034,contingent_pomdp_tamp,4,0.516667,0.047424,0.332904,0.050002,-0.037442,0.000821,0.0,0.0,0.08721,0.004107,0.113839,0.006827,0.058927,0.002911,0.070275,0.004155,0.099481,0.004757,80
0.034,contingent_pomdp_tamp,5,0.547917,0.04117,0.364409,0.043852,-0.037348,0.000816,0.0,0.0,0.086738,0.004081,0.113088,0.006979,0.058203,0.002523,0.069864,0.00412,0.100322,0.004752,80
0.034,contingent_pomdp_tamp,6,0.510417,0.049084,0.326862,0.050698,-0.037418,0.00083,0.0,0.0,0.087088,0.004149,0.113522,0.006995,0.059375,0.002668,0.069996,0.004096,0.099343,0.004889,80
0.034,contingent_pomdp_tamp,7,0.4625,0.043477,0.279906,0.045593,-0.037357,0.000836,0.0,0.0,0.086783,0.004178,0.112826,0.007063,0.058483,0.002734,0.070384,0.0043,0.099206,0.004787,80
0.034,contingent_pomdp_tamp,8,0.5125,0.044928,0.328634,0.045202,-0.037455,0.000834,0.0,0.0,0.087275,0.004168,0.113663,0.006886,0.059085,0.002671,0.070799,0.00422,0.100278,0.004989,80
0.034,contingent_pomdp_tamp,9,0.522917,0.044158,0.338748,0.046764,-0.037489,0.000815,0.0,0.0,0.087444,0.004073,0.11352,0.006845,0.059285,0.002665,0.07066,0.004034,0.100046,0.004763,80
0.034,risk_aware_tamp,0,0.45,0.044787,0.257582,0.048088,-0.036887,0.000809,0.0,0.0,0.084434,0.004046,0.115849,0.007366,0.049719,0.002097,0.061163,0.00327,0.106901,0.005525,80
