ablation,task,regime,split,seed,episodes,success,success_probability,precondition_violation,belief_ece,recovery_success,damage_rate,wasted_action,intervention_cost,data_efficiency_proxy
minus_contact_belief_state,drawer_retrieval,compliance_ambiguity,combined_stress,6,84,0.5714,0.4948,0.13,0.1325,0.4831,0.0498,0.1254,0.2065,0.4617
minus_contact_belief_state,drawer_retrieval,jamming_ambiguity,combined_stress,0,84,0.5,0.4775,0.1405,0.1312,0.4557,0.0571,0.1358,0.207,0.4708
minus_contact_belief_state,drawer_retrieval,jamming_ambiguity,combined_stress,1,84,0.4167,0.4817,0.137,0.1339,0.4705,0.0526,0.1454,0.207,0.4572
minus_contact_belief_state,drawer_retrieval,jamming_ambiguity,combined_stress,2,84,0.5119,0.4782,0.1402,0.1386,0.4628,0.0506,0.1358,0.207,0.4581
minus_contact_belief_state,drawer_retrieval,jamming_ambiguity,combined_stress,3,84,0.5238,0.4917,0.1365,0.1336,0.4697,0.0515,0.1277,0.207,0.4589
minus_contact_belief_state,drawer_retrieval,jamming_ambiguity,combined_stress,4,84,0.5238,0.473,0.1439,0.1365,0.4736,0.0571,0.1384,0.207,0.4526
minus_contact_belief_state,drawer_retrieval,jamming_ambiguity,combined_stress,5,84,0.4881,0.4831,0.1479,0.1384,0.462,0.0496,0.1364,0.207,0.4435
minus_contact_belief_state,drawer_retrieval,jamming_ambiguity,combined_stress,6,84,0.4286,0.4845,0.1449,0.1219,0.4638,0.056,0.1406,0.207,0.4473
minus_contact_belief_state,drawer_retrieval,release_uncertainty,combined_stress,0,84,0.4405,0.4904,0.1235,0.1326,0.4635,0.0512,0.1255,0.2061,0.454
minus_contact_belief_state,drawer_retrieval,release_uncertainty,combined_stress,1,84,0.5119,0.4946,0.1168,0.1308,0.4577,0.0573,0.122,0.2061,0.4558
minus_contact_belief_state,drawer_retrieval,release_uncertainty,combined_stress,2,84,0.4643,0.4807,0.1108,0.1266,0.4648,0.0478,0.1264,0.2061,0.4511
minus_contact_belief_state,drawer_retrieval,release_uncertainty,combined_stress,3,84,0.4881,0.4946,0.1194,0.1355,0.46,0.0572,0.1359,0.2061,0.4552
minus_contact_belief_state,drawer_retrieval,release_uncertainty,combined_stress,4,84,0.4881,0.4903,0.1296,0.1367,0.4677,0.0579,0.1374,0.2061,0.4472
minus_contact_belief_state,drawer_retrieval,release_uncertainty,combined_stress,5,84,0.5595,0.4908,0.1164,0.1298,0.4501,0.0504,0.132,0.2061,0.4576
minus_contact_belief_state,drawer_retrieval,release_uncertainty,combined_stress,6,84,0.4881,0.4893,0.119,0.1344,0.458,0.0553,0.1328,0.2061,0.4597
minus_contact_belief_state,drawer_retrieval,combined_contact_uncertainty,combined_stress,0,84,0.5,0.4695,0.1602,0.1518,0.4477,0.0654,0.1569,0.2098,0.4519
minus_contact_belief_state,drawer_retrieval,combined_contact_uncertainty,combined_stress,1,84,0.4048,0.4579,0.1681,0.1532,0.4429,0.0576,0.1573,0.2098,0.4601
minus_contact_belief_state,drawer_retrieval,combined_contact_uncertainty,combined_stress,2,84,0.4286,0.4523,0.1659,0.1428,0.4521,0.0544,0.1497,0.2098,0.4591
minus_contact_belief_state,drawer_retrieval,combined_contact_uncertainty,combined_stress,3,84,0.4286,0.457,0.1646,0.1495,0.4484,0.0583,0.1528,0.2098,0.4661
minus_contact_belief_state,drawer_retrieval,combined_contact_uncertainty,combined_stress,4,84,0.5714,0.4569,0.1719,0.143,0.4485,0.0624,0.1532,0.2098,0.4751
minus_contact_belief_state,drawer_retrieval,combined_contact_uncertainty,combined_stress,5,84,0.631,0.4531,0.174,0.1491,0.453,0.0616,0.155,0.2098,0.4379
minus_contact_belief_state,drawer_retrieval,combined_contact_uncertainty,combined_stress,6,84,0.3571,0.4572,0.165,0.1473,0.4368,0.0625,0.151,0.2098,0.4618
minus_contact_belief_state,cable_routing,nominal,combined_stress,0,84,0.4286,0.5568,0.0376,0.0606,0.461,0.0462,0.0538,0.191,0.4502
minus_contact_belief_state,cable_routing,nominal,combined_stress,1,84,0.5714,0.5444,0.0309,0.0668,0.4831,0.0371,0.0563,0.191,0.4383
minus_contact_belief_state,cable_routing,nominal,combined_stress,2,84,0.5952,0.5534,0.0435,0.066,0.475,0.0406,0.0463,0.191,0.4625
minus_contact_belief_state,cable_routing,nominal,combined_stress,3,84,0.619,0.5464,0.0353,0.0792,0.4594,0.0438,0.0686,0.191,0.4463
minus_contact_belief_state,cable_routing,nominal,combined_stress,4,84,0.5833,0.5617,0.0366,0.0697,0.4785,0.0431,0.049,0.191,0.4439
minus_contact_belief_state,cable_routing,nominal,combined_stress,5,84,0.4881,0.5551,0.0356,0.0638,0.4556,0.0427,0.0539,0.191,0.4691
minus_contact_belief_state,cable_routing,nominal,combined_stress,6,84,0.5238,0.5535,0.0365,0.0669,0.4532,0.0365,0.0604,0.191,0.4592
minus_contact_belief_state,cable_routing,hidden_friction,combined_stress,0,84,0.4762,0.4828,0.1202,0.1275,0.4658,0.0561,0.1119,0.2047,0.4655
minus_contact_belief_state,cable_routing,hidden_friction,combined_stress,1,84,0.4524,0.4665,0.1342,0.1246,0.4569,0.0495,0.1001,0.2047,0.4472
minus_contact_belief_state,cable_routing,hidden_friction,combined_stress,2,84,0.5476,0.5032,0.1252,0.1212,0.4611,0.0428,0.1105,0.2047,0.4725
minus_contact_belief_state,cable_routing,hidden_friction,combined_stress,3,84,0.4881,0.4913,0.1407,0.1278,0.4615,0.0485,0.1102,0.2047,0.4602
minus_contact_belief_state,cable_routing,hidden_friction,combined_stress,4,84,0.3571,0.492,0.1259,0.1222,0.471,0.0508,0.1024,0.2047,0.4723
minus_contact_belief_state,cable_routing,hidden_friction,combined_stress,5,84,0.5357,0.4932,0.1247,0.1239,0.4703,0.0481,0.1056,0.2047,0.4468
minus_contact_belief_state,cable_routing,hidden_friction,combined_stress,6,84,0.4762,0.4818,0.1306,0.1283,0.4848,0.0536,0.099,0.2047,0.4538
minus_contact_belief_state,cable_routing,pose_ambiguity,combined_stress,0,84,0.4167,0.4925,0.1243,0.1284,0.4533,0.0561,0.1092,0.2056,0.4554
minus_contact_belief_state,cable_routing,pose_ambiguity,combined_stress,1,84,0.4762,0.4886,0.131,0.1279,0.4614,0.0518,0.1146,0.2056,0.4535
minus_contact_belief_state,cable_routing,pose_ambiguity,combined_stress,2,84,0.4643,0.5,0.1175,0.1339,0.4643,0.0543,0.1158,0.2056,0.4618
minus_contact_belief_state,cable_routing,pose_ambiguity,combined_stress,3,84,0.5119,0.5006,0.1154,0.1213,0.4614,0.0489,0.1135,0.2056,0.4651
minus_contact_belief_state,cable_routing,pose_ambiguity,combined_stress,4,84,0.4881,0.4793,0.1191,0.1289,0.4458,0.0523,0.111,0.2056,0.45
minus_contact_belief_state,cable_routing,pose_ambiguity,combined_stress,5,84,0.5357,0.488,0.1235,0.1249,0.4571,0.0485,0.1123,0.2056,0.4551
minus_contact_belief_state,cable_routing,pose_ambiguity,combined_stress,6,84,0.5119,0.4939,0.1236,0.1239,0.48,0.0529,0.1114,0.2056,0.4494
minus_contact_belief_state,cable_routing,compliance_ambiguity,combined_stress,0,84,0.4881,0.4709,0.1374,0.1375,0.4658,0.0602,0.1284,0.2065,0.4562
minus_contact_belief_state,cable_routing,compliance_ambiguity,combined_stress,1,84,0.4286,0.4811,0.1316,0.1271,0.4717,0.0495,0.1289,0.2065,0.4635
minus_contact_belief_state,cable_routing,compliance_ambiguity,combined_stress,2,84,0.4762,0.4723,0.1271,0.1309,0.4742,0.0572,0.1167,0.2065,0.4513
minus_contact_belief_state,cable_routing,compliance_ambiguity,combined_stress,3,84,0.4048,0.4631,0.1325,0.1305,0.4845,0.0548,0.1259,0.2065,0.4588
minus_contact_belief_state,cable_routing,compliance_ambiguity,combined_stress,4,84,0.4048,0.4715,0.139,0.1319,0.4497,0.0503,0.1256,0.2065,0.4515
minus_contact_belief_state,cable_routing,compliance_ambiguity,combined_stress,5,84,0.4524,0.466,0.137,0.132,0.456,0.0504,0.1323,0.2065,0.4559
minus_contact_belief_state,cable_routing,compliance_ambiguity,combined_stress,6,84,0.4881,0.4714,0.1387,0.1288,0.4662,0.0519,0.122,0.2065,0.4602
minus_contact_belief_state,cable_routing,jamming_ambiguity,combined_stress,0,84,0.369,0.4717,0.1462,0.1341,0.4775,0.0599,0.1322,0.207,0.4437
minus_contact_belief_state,cable_routing,jamming_ambiguity,combined_stress,1,84,0.5119,0.4552,0.1455,0.1271,0.455,0.0619,0.1334,0.207,0.4486
minus_contact_belief_state,cable_routing,jamming_ambiguity,combined_stress,2,84,0.4762,0.4616,0.1396,0.1245,0.467,0.0581,0.1331,0.207,0.4573
minus_contact_belief_state,cable_routing,jamming_ambiguity,combined_stress,3,84,0.4881,0.4762,0.1388,0.1331,0.4822,0.0519,0.1343,0.207,0.4605
minus_contact_belief_state,cable_routing,jamming_ambiguity,combined_stress,4,84,0.5,0.4634,0.1474,0.1397,0.463,0.0564,0.1402,0.207,0.4659
minus_contact_belief_state,cable_routing,jamming_ambiguity,combined_stress,5,84,0.5357,0.465,0.1425,0.1337,0.4651,0.061,0.1341,0.207,0.4609
minus_contact_belief_state,cable_routing,jamming_ambiguity,combined_stress,6,84,0.4762,0.4539,0.1379,0.1379,0.4543,0.0637,0.1329,0.207,0.4796
minus_contact_belief_state,cable_routing,release_uncertainty,combined_stress,0,84,0.4286,0.4871,0.122,0.1298,0.4763,0.0553,0.1261,0.2061,0.4633
minus_contact_belief_state,cable_routing,release_uncertainty,combined_stress,1,84,0.4881,0.4633,0.1257,0.134,0.4619,0.0546,0.1207,0.2061,0.4716
minus_contact_belief_state,cable_routing,release_uncertainty,combined_stress,2,84,0.5119,0.4663,0.1245,0.1336,0.4761,0.0579,0.1331,0.2061,0.4572
minus_contact_belief_state,cable_routing,release_uncertainty,combined_stress,3,84,0.5238,0.4742,0.1161,0.1306,0.4615,0.0588,0.1183,0.2061,0.4536
minus_contact_belief_state,cable_routing,release_uncertainty,combined_stress,4,84,0.4643,0.4723,0.12,0.1356,0.4675,0.0577,0.1393,0.2061,0.4511
minus_contact_belief_state,cable_routing,release_uncertainty,combined_stress,5,84,0.4048,0.4767,0.1214,0.1307,0.4747,0.0563,0.1223,0.2061,0.4613
minus_contact_belief_state,cable_routing,release_uncertainty,combined_stress,6,84,0.5,0.4732,0.1287,0.1316,0.4557,0.0515,0.1194,0.2061,0.4421
minus_contact_belief_state,cable_routing,combined_contact_uncertainty,combined_stress,0,84,0.4405,0.4332,0.1705,0.1474,0.4748,0.0646,0.1511,0.2098,0.4579
minus_contact_belief_state,cable_routing,combined_contact_uncertainty,combined_stress,1,84,0.3333,0.4421,0.172,0.1483,0.483,0.0654,0.161,0.2098,0.4558
minus_contact_belief_state,cable_routing,combined_contact_uncertainty,combined_stress,2,84,0.5119,0.4283,0.1795,0.1531,0.4487,0.07,0.159,0.2098,0.4617
minus_contact_belief_state,cable_routing,combined_contact_uncertainty,combined_stress,3,84,0.4881,0.4519,0.1773,0.1487,0.4924,0.0636,0.1526,0.2098,0.4596
minus_contact_belief_state,cable_routing,combined_contact_uncertainty,combined_stress,4,84,0.4048,0.4328,0.1766,0.1453,0.471,0.0614,0.1557,0.2098,0.4528
minus_contact_belief_state,cable_routing,combined_contact_uncertainty,combined_stress,5,84,0.5119,0.442,0.1669,0.148,0.4659,0.0618,0.1587,0.2098,0.4532
minus_contact_belief_state,cable_routing,combined_contact_uncertainty,combined_stress,6,84,0.4524,0.4444,0.1662,0.1536,0.4703,0.0537,0.165,0.2098,0.4551
minus_contact_belief_state,tool_levering,nominal,combined_stress,0,84,0.5833,0.5345,0.0506,0.0712,0.4632,0.0425,0.0441,0.191,0.4566
minus_contact_belief_state,tool_levering,nominal,combined_stress,1,84,0.5,0.5544,0.0312,0.0698,0.4616,0.0406,0.06,0.191,0.4422
minus_contact_belief_state,tool_levering,nominal,combined_stress,2,84,0.5357,0.5597,0.0397,0.0723,0.4725,0.0372,0.0457,0.191,0.449
minus_contact_belief_state,tool_levering,nominal,combined_stress,3,84,0.5238,0.5644,0.0277,0.0691,0.4701,0.0332,0.0528,0.191,0.4494
minus_contact_belief_state,tool_levering,nominal,combined_stress,4,84,0.5238,0.5594,0.0311,0.0667,0.4572,0.0488,0.047,0.191,0.446
minus_contact_belief_state,tool_levering,nominal,combined_stress,5,84,0.5952,0.5598,0.0308,0.0648,0.4652,0.0413,0.0631,0.191,0.4616
minus_contact_belief_state,tool_levering,nominal,combined_stress,6,84,0.5595,0.5496,0.0394,0.0708,0.4672,0.0361,0.0616,0.191,0.4463
minus_contact_belief_state,tool_levering,hidden_friction,combined_stress,0,84,0.3929,0.4721,0.1328,0.1243,0.4526,0.0519,0.1056,0.2047,0.4696
minus_contact_belief_state,tool_levering,hidden_friction,combined_stress,1,84,0.381,0.4765,0.1255,0.1289,0.447,0.0547,0.1032,0.2047,0.4583
minus_contact_belief_state,tool_levering,hidden_friction,combined_stress,2,84,0.5476,0.4994,0.1289,0.1226,0.4558,0.057,0.1059,0.2047,0.4601
minus_contact_belief_state,tool_levering,hidden_friction,combined_stress,3,84,0.3452,0.4659,0.1299,0.1354,0.4471,0.061,0.1102,0.2047,0.4472
minus_contact_belief_state,tool_levering,hidden_friction,combined_stress,4,84,0.4286,0.4864,0.1276,0.1201,0.4714,0.0516,0.1036,0.2047,0.4666
minus_contact_belief_state,tool_levering,hidden_friction,combined_stress,5,84,0.4762,0.4855,0.1246,0.1246,0.4657,0.0539,0.1091,0.2047,0.4626
minus_contact_belief_state,tool_levering,hidden_friction,combined_stress,6,84,0.5357,0.4769,0.1296,0.1265,0.4622,0.0564,0.0981,0.2047,0.4753
minus_contact_belief_state,tool_levering,pose_ambiguity,combined_stress,0,84,0.4643,0.491,0.1139,0.1272,0.4366,0.0506,0.117,0.2056,0.453
minus_contact_belief_state,tool_levering,pose_ambiguity,combined_stress,1,84,0.5357,0.4945,0.1072,0.1322,0.436,0.0475,0.1208,0.2056,0.4694
minus_contact_belief_state,tool_levering,pose_ambiguity,combined_stress,2,84,0.381,0.4876,0.1137,0.1302,0.4505,0.0599,0.1115,0.2056,0.4606
minus_contact_belief_state,tool_levering,pose_ambiguity,combined_stress,3,84,0.5595,0.4838,0.118,0.1292,0.4466,0.0626,0.1199,0.2056,0.4553
minus_contact_belief_state,tool_levering,pose_ambiguity,combined_stress,4,84,0.5,0.4863,0.1138,0.1279,0.4632,0.0575,0.1239,0.2056,0.4331
minus_contact_belief_state,tool_levering,pose_ambiguity,combined_stress,5,84,0.4762,0.4744,0.1146,0.1301,0.4449,0.0587,0.1199,0.2056,0.4587
minus_contact_belief_state,tool_levering,pose_ambiguity,combined_stress,6,84,0.4881,0.4956,0.1133,0.12,0.4436,0.0612,0.1161,0.2056,0.4562
minus_contact_belief_state,tool_levering,compliance_ambiguity,combined_stress,0,84,0.5119,0.4722,0.1336,0.1378,0.4462,0.0535,0.1228,0.2065,0.4639
minus_contact_belief_state,tool_levering,compliance_ambiguity,combined_stress,1,84,0.5119,0.4856,0.1329,0.1312,0.4622,0.0627,0.1149,0.2065,0.4452
minus_contact_belief_state,tool_levering,compliance_ambiguity,combined_stress,2,84,0.4405,0.4791,0.1456,0.1283,0.4607,0.0598,0.1155,0.2065,0.4438
minus_contact_belief_state,tool_levering,compliance_ambiguity,combined_stress,3,84,0.5119,0.4785,0.1387,0.1344,0.4428,0.0607,0.124,0.2065,0.4601
minus_contact_belief_state,tool_levering,compliance_ambiguity,combined_stress,4,84,0.369,0.47,0.1348,0.1326,0.4465,0.0669,0.1297,0.2065,0.4515
minus_contact_belief_state,tool_levering,compliance_ambiguity,combined_stress,5,84,0.4524,0.4839,0.1326,0.1322,0.4335,0.0619,0.1196,0.2065,0.4528
minus_contact_belief_state,tool_levering,compliance_ambiguity,combined_stress,6,84,0.4643,0.4781,0.135,0.1294,0.4602,0.0628,0.1288,0.2065,0.4496
minus_contact_belief_state,tool_levering,jamming_ambiguity,combined_stress,0,84,0.5,0.4631,0.1364,0.1356,0.4544,0.0642,0.1424,0.207,0.4468
minus_contact_belief_state,tool_levering,jamming_ambiguity,combined_stress,1,84,0.5833,0.4678,0.1469,0.1422,0.4382,0.0652,0.1295,0.207,0.4663
minus_contact_belief_state,tool_levering,jamming_ambiguity,combined_stress,2,84,0.4762,0.4729,0.1424,0.1343,0.4593,0.0674,0.1389,0.207,0.4517
minus_contact_belief_state,tool_levering,jamming_ambiguity,combined_stress,3,84,0.3571,0.4597,0.1512,0.1376,0.4468,0.0665,0.1309,0.207,0.4652
minus_contact_belief_state,tool_levering,jamming_ambiguity,combined_stress,4,84,0.4643,0.4496,0.1479,0.1399,0.4519,0.0658,0.1455,0.207,0.4521
minus_contact_belief_state,tool_levering,jamming_ambiguity,combined_stress,5,84,0.5357,0.4573,0.1486,0.1362,0.4499,0.0584,0.1328,0.207,0.4577
minus_contact_belief_state,tool_levering,jamming_ambiguity,combined_stress,6,84,0.5833,0.4554,0.1427,0.1313,0.4625,0.0629,0.1421,0.207,0.4581
minus_contact_belief_state,tool_levering,release_uncertainty,combined_stress,0,84,0.4286,0.4777,0.1182,0.1315,0.4575,0.0591,0.1362,0.2061,0.4551
minus_contact_belief_state,tool_levering,release_uncertainty,combined_stress,1,84,0.4881,0.4705,0.1196,0.1275,0.4526,0.0622,0.1296,0.2061,0.4634
minus_contact_belief_state,tool_levering,release_uncertainty,combined_stress,2,84,0.3929,0.4685,0.1192,0.1256,0.4689,0.0578,0.1267,0.2061,0.4637
minus_contact_belief_state,tool_levering,release_uncertainty,combined_stress,3,84,0.3929,0.4758,0.1241,0.1325,0.4404,0.0669,0.1275,0.2061,0.459
minus_contact_belief_state,tool_levering,release_uncertainty,combined_stress,4,84,0.4048,0.4762,0.1226,0.1283,0.4556,0.0559,0.1315,0.2061,0.4463
minus_contact_belief_state,tool_levering,release_uncertainty,combined_stress,5,84,0.369,0.4688,0.1287,0.1318,0.4461,0.0608,0.1364,0.2061,0.4484
minus_contact_belief_state,tool_levering,release_uncertainty,combined_stress,6,84,0.381,0.4661,0.1247,0.1249,0.4582,0.0577,0.131,0.2061,0.4617
minus_contact_belief_state,tool_levering,combined_contact_uncertainty,combined_stress,0,84,0.3929,0.4303,0.1728,0.1483,0.4284,0.0659,0.1638,0.2098,0.448
minus_contact_belief_state,tool_levering,combined_contact_uncertainty,combined_stress,1,84,0.4048,0.4244,0.1696,0.1445,0.4318,0.0702,0.1549,0.2098,0.4603
minus_contact_belief_state,tool_levering,combined_contact_uncertainty,combined_stress,2,84,0.4167,0.4479,0.1683,0.143,0.4498,0.0747,0.1617,0.2098,0.4596
minus_contact_belief_state,tool_levering,combined_contact_uncertainty,combined_stress,3,84,0.4286,0.4358,0.1779,0.1388,0.4345,0.0703,0.1507,0.2098,0.4474
minus_contact_belief_state,tool_levering,combined_contact_uncertainty,combined_stress,4,84,0.4167,0.4333,0.1715,0.1434,0.4611,0.078,0.1538,0.2098,0.4441
minus_contact_belief_state,tool_levering,combined_contact_uncertainty,combined_stress,5,84,0.4286,0.4264,0.1796,0.1419,0.456,0.0632,0.1552,0.2098,0.4637
minus_contact_belief_state,tool_levering,combined_contact_uncertainty,combined_stress,6,84,0.381,0.4465,0.1712,0.1458,0.4441,0.0726,0.1572,0.2098,0.453
minus_contact_belief_state,mobile_handoff,nominal,combined_stress,0,84,0.5714,0.5686,0.0342,0.074,0.4681,0.0398,0.0552,0.191,0.4687
minus_contact_belief_state,mobile_handoff,nominal,combined_stress,1,84,0.5833,0.5713,0.0364,0.0662,0.4528,0.0414,0.0549,0.191,0.467
minus_contact_belief_state,mobile_handoff,nominal,combined_stress,2,84,0.5,0.5719,0.038,0.0715,0.4577,0.0417,0.0571,0.191,0.4677
minus_contact_belief_state,mobile_handoff,nominal,combined_stress,3,84,0.4524,0.5692,0.0295,0.0638,0.4652,0.0356,0.0464,0.191,0.4539
minus_contact_belief_state,mobile_handoff,nominal,combined_stress,4,84,0.5714,0.5674,0.0356,0.0665,0.4652,0.0378,0.0512,0.191,0.4521
minus_contact_belief_state,mobile_handoff,nominal,combined_stress,5,84,0.5714,0.5704,0.0311,0.0641,0.4793,0.0414,0.0531,0.191,0.4587
minus_contact_belief_state,mobile_handoff,nominal,combined_stress,6,84,0.5238,0.5697,0.0253,0.0615,0.4646,0.0458,0.0595,0.191,0.4641
minus_contact_belief_state,mobile_handoff,hidden_friction,combined_stress,0,84,0.5952,0.4974,0.1196,0.1253,0.4541,0.0595,0.1127,0.2047,0.4466
minus_contact_belief_state,mobile_handoff,hidden_friction,combined_stress,1,84,0.4286,0.4883,0.1285,0.1353,0.4598,0.0452,0.0996,0.2047,0.4532
minus_contact_belief_state,mobile_handoff,hidden_friction,combined_stress,2,84,0.369,0.4868,0.1271,0.1285,0.4631,0.0585,0.1107,0.2047,0.4551
minus_contact_belief_state,mobile_handoff,hidden_friction,combined_stress,3,84,0.5,0.4947,0.1246,0.1347,0.4649,0.058,0.1059,0.2047,0.444
minus_contact_belief_state,mobile_handoff,hidden_friction,combined_stress,4,84,0.5,0.4969,0.1226,0.1216,0.457,0.0551,0.1056,0.2047,0.4454
minus_contact_belief_state,mobile_handoff,hidden_friction,combined_stress,5,84,0.4048,0.504,0.1193,0.1288,0.4601,0.0435,0.1107,0.2047,0.4629
minus_contact_belief_state,mobile_handoff,hidden_friction,combined_stress,6,84,0.4286,0.4932,0.1335,0.1168,0.4649,0.0501,0.1029,0.2047,0.4601
minus_contact_belief_state,mobile_handoff,pose_ambiguity,combined_stress,0,84,0.5714,0.5016,0.1038,0.1237,0.4607,0.0597,0.1196,0.2056,0.463
minus_contact_belief_state,mobile_handoff,pose_ambiguity,combined_stress,1,84,0.5476,0.4858,0.1154,0.1289,0.4706,0.0495,0.1114,0.2056,0.4727
minus_contact_belief_state,mobile_handoff,pose_ambiguity,combined_stress,2,84,0.4881,0.5068,0.1132,0.1298,0.4696,0.0592,0.1231,0.2056,0.4588
minus_contact_belief_state,mobile_handoff,pose_ambiguity,combined_stress,3,84,0.5714,0.5002,0.122,0.1264,0.4589,0.0521,0.1133,0.2056,0.4522
minus_contact_belief_state,mobile_handoff,pose_ambiguity,combined_stress,4,84,0.5476,0.4903,0.1119,0.1371,0.4523,0.0498,0.121,0.2056,0.4691
minus_contact_belief_state,mobile_handoff,pose_ambiguity,combined_stress,5,84,0.5595,0.5043,0.1158,0.1264,0.4456,0.059,0.1101,0.2056,0.4592
minus_contact_belief_state,mobile_handoff,pose_ambiguity,combined_stress,6,84,0.4881,0.4916,0.1122,0.1299,0.4726,0.0538,0.1223,0.2056,0.4575
minus_contact_belief_state,mobile_handoff,compliance_ambiguity,combined_stress,0,84,0.5476,0.4898,0.122,0.1308,0.4752,0.0616,0.1361,0.2065,0.452
minus_contact_belief_state,mobile_handoff,compliance_ambiguity,combined_stress,1,84,0.4762,0.4888,0.1292,0.1251,0.455,0.0621,0.13,0.2065,0.4673
minus_contact_belief_state,mobile_handoff,compliance_ambiguity,combined_stress,2,84,0.619,0.4913,0.1386,0.1364,0.4652,0.0622,0.1261,0.2065,0.4541
minus_contact_belief_state,mobile_handoff,compliance_ambiguity,combined_stress,3,84,0.4048,0.4932,0.1253,0.1263,0.4654,0.053,0.1253,0.2065,0.462
minus_contact_belief_state,mobile_handoff,compliance_ambiguity,combined_stress,4,84,0.4762,0.4915,0.133,0.1307,0.4591,0.0607,0.1264,0.2065,0.4517
minus_contact_belief_state,mobile_handoff,compliance_ambiguity,combined_stress,5,84,0.4405,0.491,0.1317,0.1267,0.4554,0.0633,0.123,0.2065,0.4516
minus_contact_belief_state,mobile_handoff,compliance_ambiguity,combined_stress,6,84,0.4405,0.4946,0.1254,0.1291,0.4466,0.0486,0.1219,0.2065,0.4649
minus_contact_belief_state,mobile_handoff,jamming_ambiguity,combined_stress,0,84,0.5952,0.4778,0.1447,0.1339,0.4648,0.0602,0.1331,0.207,0.4519
minus_contact_belief_state,mobile_handoff,jamming_ambiguity,combined_stress,1,84,0.4881,0.4818,0.1487,0.1362,0.4483,0.0652,0.1313,0.207,0.4538
minus_contact_belief_state,mobile_handoff,jamming_ambiguity,combined_stress,2,84,0.5476,0.4882,0.1349,0.1284,0.4651,0.0612,0.1391,0.207,0.4511
minus_contact_belief_state,mobile_handoff,jamming_ambiguity,combined_stress,3,84,0.5119,0.4796,0.152,0.133,0.434,0.0692,0.1274,0.207,0.4509
minus_contact_belief_state,mobile_handoff,jamming_ambiguity,combined_stress,4,84,0.4881,0.4789,0.1384,0.1354,0.4449,0.0529,0.1305,0.207,0.4557
minus_contact_belief_state,mobile_handoff,jamming_ambiguity,combined_stress,5,84,0.5595,0.4908,0.1254,0.1382,0.4615,0.0605,0.1315,0.207,0.461
minus_contact_belief_state,mobile_handoff,jamming_ambiguity,combined_stress,6,84,0.4524,0.4859,0.1331,0.1356,0.4537,0.0567,0.1302,0.207,0.4483
minus_contact_belief_state,mobile_handoff,release_uncertainty,combined_stress,0,84,0.619,0.4798,0.1155,0.1262,0.4486,0.0652,0.1374,0.2061,0.4495
minus_contact_belief_state,mobile_handoff,release_uncertainty,combined_stress,1,84,0.5119,0.4822,0.1147,0.1359,0.4641,0.0587,0.1294,0.2061,0.4348
minus_contact_belief_state,mobile_handoff,release_uncertainty,combined_stress,2,84,0.4762,0.4839,0.1074,0.1263,0.4576,0.0622,0.1281,0.2061,0.4638
minus_contact_belief_state,mobile_handoff,release_uncertainty,combined_stress,3,84,0.3929,0.4775,0.1138,0.1282,0.4632,0.0603,0.1243,0.2061,0.4453
minus_contact_belief_state,mobile_handoff,release_uncertainty,combined_stress,4,84,0.5833,0.4862,0.1098,0.1337,0.448,0.0536,0.1329,0.2061,0.4482
minus_contact_belief_state,mobile_handoff,release_uncertainty,combined_stress,5,84,0.619,0.4839,0.1194,0.1306,0.4501,0.0548,0.1183,0.2061,0.466
minus_contact_belief_state,mobile_handoff,release_uncertainty,combined_stress,6,84,0.4881,0.4866,0.1141,0.1329,0.4688,0.0643,0.1249,0.2061,0.4546
minus_contact_belief_state,mobile_handoff,combined_contact_uncertainty,combined_stress,0,84,0.4643,0.4603,0.155,0.1423,0.4489,0.0681,0.1564,0.2098,0.4484
minus_contact_belief_state,mobile_handoff,combined_contact_uncertainty,combined_stress,1,84,0.4286,0.4499,0.16,0.1417,0.4454,0.0666,0.1487,0.2098,0.461
minus_contact_belief_state,mobile_handoff,combined_contact_uncertainty,combined_stress,2,84,0.4762,0.4368,0.1599,0.1478,0.4615,0.0675,0.1457,0.2098,0.4506
minus_contact_belief_state,mobile_handoff,combined_contact_uncertainty,combined_stress,3,84,0.4286,0.4552,0.159,0.1409,0.4625,0.0653,0.1532,0.2098,0.453
minus_contact_belief_state,mobile_handoff,combined_contact_uncertainty,combined_stress,4,84,0.5238,0.4518,0.1513,0.1376,0.4555,0.0733,0.1524,0.2098,0.4526
minus_contact_belief_state,mobile_handoff,combined_contact_uncertainty,combined_stress,5,84,0.369,0.4546,0.16,0.1431,0.4503,0.0681,0.1551,0.2098,0.4828
minus_contact_belief_state,mobile_handoff,combined_contact_uncertainty,combined_stress,6,84,0.4048,0.442,0.158,0.1455,0.453,0.0699,0.1526,0.2098,0.4612
minus_recovery_affordance_graph,peg_assembly,nominal,combined_stress,0,84,0.5714,0.548,0.0364,0.0578,0.3966,0.0409,0.0596,0.1811,0.5005
minus_recovery_affordance_graph,peg_assembly,nominal,combined_stress,1,84,0.619,0.5632,0.0306,0.0623,0.4011,0.0446,0.0444,0.1811,0.5052
minus_recovery_affordance_graph,peg_assembly,nominal,combined_stress,2,84,0.5952,0.5506,0.0294,0.0629,0.3764,0.0429,0.0536,0.1811,0.5162
