task,regime,split,method,mean_success,ci95_success,mean_utility,ci95_utility,mean_precondition_violation,ci95_precondition_violation,mean_belief_ece,ci95_belief_ece,mean_branch_entropy_error,ci95_branch_entropy_error,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_wasted_action,ci95_wasted_action,mean_intervention_cost,ci95_intervention_cost,mean_probe_overhead,ci95_probe_overhead,mean_irreversible_commitment,ci95_irreversible_commitment,mean_plan_depth_blowup,ci95_plan_depth_blowup,mean_regret_to_oracle,ci95_regret_to_oracle,groups
legged_support_recovery,irreversible_damage_risk,unseen_contact,receding_horizon_mpc,0.45,0.138165,0.152141,0.130452,0.179177,0.003352,0.149803,0.002865,0.164376,0.002214,0.291953,0.007554,0.094877,0.003113,0.148829,0.003132,0.242104,0.0,0.037058,0.0,0.125089,0.001971,0.142212,0.002754,0.333333,0.161508,10
legged_support_recovery,irreversible_damage_risk,unseen_compliance,receding_horizon_mpc,0.45,0.129298,0.152598,0.121111,0.172786,0.002388,0.146264,0.001755,0.161372,0.002681,0.281807,0.006985,0.101114,0.003099,0.147434,0.00296,0.24307,0.0,0.036455,0.0,0.127814,0.00306,0.137366,0.00135,0.233333,0.130667,10
legged_support_recovery,irreversible_damage_risk,probe_latency,receding_horizon_mpc,0.55,0.098,0.244707,0.098195,0.173537,0.002032,0.150767,0.001997,0.162208,0.001234,0.289102,0.005782,0.100248,0.002733,0.148872,0.001707,0.2456,0.0,0.040024,0.0,0.131307,0.001879,0.141395,0.002656,0.183333,0.102726,10
legged_support_recovery,irreversible_damage_risk,sensor_dropout,receding_horizon_mpc,0.4,0.099798,0.055577,0.099434,0.200123,0.003574,0.181332,0.000852,0.198408,0.002721,0.279175,0.005441,0.103059,0.003525,0.164523,0.003023,0.248306,0.0,0.047965,0.0,0.133599,0.00245,0.167378,0.00262,0.366667,0.174222,10
legged_support_recovery,irreversible_damage_risk,heldout_combined_contact_uncertainty,receding_horizon_mpc,0.45,0.129298,0.109898,0.114614,0.200236,0.002898,0.165013,0.002882,0.188844,0.002419,0.280943,0.003055,0.110881,0.001263,0.169953,0.002152,0.251844,0.0,0.044591,0.0,0.14553,0.00339,0.164349,0.003245,0.283333,0.188915,10
legged_support_recovery,branch_resource_depletion,nominal,receding_horizon_mpc,0.566667,0.155524,0.342051,0.158287,0.133692,0.004162,0.111507,0.002916,0.121902,0.002729,0.28764,0.006575,0.06822,0.002699,0.120391,0.001927,0.222455,0.0,0.024355,0.0,0.093616,0.002141,0.110415,0.002246,0.233333,0.130667,10
legged_support_recovery,branch_resource_depletion,seen_shift,receding_horizon_mpc,0.45,0.109432,0.183738,0.11039,0.158336,0.002235,0.133658,0.002962,0.146181,0.001308,0.283204,0.005881,0.078602,0.002783,0.137486,0.002762,0.232022,0.0,0.030348,0.0,0.108701,0.001682,0.127794,0.001892,0.333333,0.137735,10
legged_support_recovery,branch_resource_depletion,unseen_object,receding_horizon_mpc,0.466667,0.094927,0.170218,0.093636,0.177706,0.002373,0.139258,0.002437,0.159258,0.003049,0.285062,0.005609,0.084628,0.002918,0.157214,0.003787,0.237025,0.0,0.033822,0.0,0.123587,0.00218,0.137722,0.002567,0.2,0.136002,10
legged_support_recovery,branch_resource_depletion,unseen_contact,receding_horizon_mpc,0.466667,0.117277,0.165537,0.107467,0.184104,0.002889,0.14892,0.002731,0.171194,0.001735,0.283649,0.006093,0.08812,0.001773,0.154325,0.002352,0.240832,0.0,0.037058,0.0,0.121407,0.002453,0.151282,0.002678,0.133333,0.160033,10
legged_support_recovery,branch_resource_depletion,unseen_compliance,receding_horizon_mpc,0.433333,0.121254,0.12821,0.120584,0.175435,0.001948,0.146863,0.002196,0.169827,0.001638,0.280395,0.006209,0.09041,0.001756,0.156325,0.002845,0.24178,0.0,0.036455,0.0,0.124543,0.002137,0.1513,0.00213,0.233333,0.130667,10
legged_support_recovery,branch_resource_depletion,probe_latency,receding_horizon_mpc,0.416667,0.155905,0.115943,0.150416,0.175362,0.003299,0.146186,0.002111,0.170397,0.002757,0.281154,0.004995,0.087404,0.002809,0.157957,0.003239,0.244293,0.0,0.040024,0.0,0.129478,0.002319,0.155517,0.002329,0.266667,0.121254,10
legged_support_recovery,branch_resource_depletion,sensor_dropout,receding_horizon_mpc,0.316667,0.132916,-0.023025,0.122884,0.206877,0.003511,0.179378,0.002355,0.206605,0.002996,0.27624,0.0059,0.091563,0.001461,0.175342,0.002918,0.246905,0.0,0.047965,0.0,0.129974,0.002991,0.182256,0.002122,0.4,0.213378,10
legged_support_recovery,branch_resource_depletion,heldout_combined_contact_uncertainty,receding_horizon_mpc,0.383333,0.169041,0.051073,0.150142,0.205908,0.004233,0.163819,0.001976,0.199294,0.001135,0.282826,0.005633,0.096453,0.002592,0.179966,0.002347,0.250377,0.0,0.044591,0.0,0.143387,0.002158,0.179426,0.001572,0.283333,0.161875,10
legged_support_recovery,combined_contact_uncertainty,nominal,receding_horizon_mpc,0.5,0.119282,0.241824,0.119643,0.165435,0.003075,0.130683,0.003446,0.12489,0.00092,0.292762,0.007499,0.080531,0.001839,0.135732,0.002747,0.224006,0.0,0.024355,0.0,0.100544,0.002914,0.111736,0.002403,0.25,0.121741,10
legged_support_recovery,combined_contact_uncertainty,seen_shift,receding_horizon_mpc,0.383333,0.098,0.080047,0.098162,0.196228,0.00241,0.152452,0.002833,0.150854,0.00275,0.293155,0.005142,0.088128,0.003222,0.154306,0.004863,0.233957,0.0,0.030348,0.0,0.119795,0.002262,0.13108,0.002945,0.216667,0.098,10
legged_support_recovery,combined_contact_uncertainty,unseen_object,receding_horizon_mpc,0.316667,0.09045,-0.026711,0.090803,0.223784,0.002875,0.163398,0.002048,0.164913,0.002385,0.2846,0.003792,0.098383,0.002811,0.176622,0.002431,0.239164,0.0,0.033822,0.0,0.13343,0.002395,0.141355,0.003349,0.416667,0.183826,10
legged_support_recovery,combined_contact_uncertainty,unseen_contact,receding_horizon_mpc,0.35,0.113683,-0.005601,0.113863,0.235101,0.002451,0.17289,0.002246,0.176739,0.00209,0.280866,0.005449,0.101982,0.002212,0.171031,0.002883,0.243157,0.0,0.037058,0.0,0.131182,0.002112,0.152859,0.001984,0.4,0.147704,10
legged_support_recovery,combined_contact_uncertainty,unseen_compliance,receding_horizon_mpc,0.466667,0.117277,0.119412,0.118675,0.219209,0.003764,0.169217,0.002319,0.173405,0.003292,0.280583,0.005397,0.103233,0.001887,0.172514,0.002495,0.244076,0.0,0.036455,0.0,0.132051,0.001863,0.151537,0.002521,0.366667,0.117277,10
legged_support_recovery,combined_contact_uncertainty,probe_latency,receding_horizon_mpc,0.383333,0.119778,0.030679,0.119711,0.224402,0.004622,0.172625,0.003364,0.176341,0.002192,0.285446,0.006481,0.101122,0.002952,0.173733,0.004696,0.246621,0.0,0.040024,0.0,0.136499,0.001972,0.156842,0.002634,0.283333,0.146495,10
legged_support_recovery,combined_contact_uncertainty,sensor_dropout,receding_horizon_mpc,0.333333,0.097393,-0.066529,0.098981,0.258534,0.003131,0.211341,0.001683,0.216094,0.001951,0.277559,0.006647,0.106343,0.002213,0.194876,0.002903,0.249732,0.0,0.047965,0.0,0.139099,0.003314,0.180187,0.002033,0.366667,0.1809,10
legged_support_recovery,combined_contact_uncertainty,heldout_combined_contact_uncertainty,receding_horizon_mpc,0.35,0.113683,-0.060111,0.112939,0.264044,0.002773,0.194284,0.002852,0.202585,0.001682,0.272511,0.004012,0.114006,0.002434,0.20078,0.003158,0.253044,0.0,0.044591,0.0,0.153558,0.002265,0.180566,0.001918,0.2,0.117277,10
peg_assembly,nominal,nominal,learned_failure_classifier,0.6,0.147704,0.526112,0.147674,0.04612,0.002638,0.047699,0.002064,0.060797,0.001946,0.342106,0.007041,0.032973,0.00239,0.04747,0.002707,0.19437,0.0,0.02472,0.0,0.035642,0.002652,0.049211,0.001549,0.2,0.136002,10
peg_assembly,nominal,seen_shift,learned_failure_classifier,0.633333,0.081485,0.552148,0.081315,0.049026,0.003438,0.050172,0.001747,0.067969,0.002898,0.347413,0.006054,0.034722,0.003358,0.05003,0.003754,0.201889,0.0,0.03044,0.0,0.03748,0.003175,0.0543,0.001874,0.166667,0.137735,10
peg_assembly,nominal,unseen_object,learned_failure_classifier,0.583333,0.13987,0.49129,0.139509,0.053596,0.002443,0.052443,0.002186,0.071936,0.001321,0.340957,0.003817,0.038378,0.002876,0.054879,0.00214,0.205816,0.0,0.033788,0.0,0.039885,0.003027,0.059727,0.002602,0.183333,0.113683,10
peg_assembly,nominal,unseen_contact,learned_failure_classifier,0.633333,0.117277,0.542038,0.116602,0.054369,0.002291,0.051431,0.002816,0.081851,0.003634,0.344215,0.007416,0.034815,0.001589,0.053444,0.003091,0.208617,0.0,0.036872,0.0,0.036425,0.001594,0.062976,0.002643,0.1,0.111045,10
peg_assembly,nominal,unseen_compliance,learned_failure_classifier,0.5,0.097393,0.407527,0.096625,0.054128,0.003762,0.052052,0.002213,0.075795,0.002975,0.336126,0.00836,0.035456,0.002856,0.052069,0.002348,0.209775,0.0,0.036372,0.0,0.040077,0.001645,0.061099,0.002573,0.2,0.081485,10
peg_assembly,nominal,probe_latency,learned_failure_classifier,0.65,0.132916,0.558713,0.134075,0.052217,0.002233,0.050067,0.002178,0.079829,0.002673,0.346853,0.00458,0.037083,0.002663,0.052862,0.003768,0.212312,0.0,0.040252,0.0,0.038988,0.00307,0.0599,0.002357,0.15,0.149697,10
peg_assembly,nominal,sensor_dropout,learned_failure_classifier,0.516667,0.141556,0.412349,0.140594,0.058987,0.003202,0.056504,0.002985,0.094291,0.002523,0.344062,0.004538,0.037894,0.002494,0.052697,0.001731,0.211883,0.0,0.047284,0.0,0.043009,0.002262,0.0796,0.001704,0.2,0.117277,10
peg_assembly,nominal,heldout_combined_contact_uncertainty,learned_failure_classifier,0.483333,0.123674,0.382011,0.126132,0.057929,0.004096,0.054187,0.003131,0.08939,0.00329,0.335589,0.005646,0.03493,0.003342,0.053405,0.002501,0.216468,0.0,0.044388,0.0,0.042495,0.002549,0.069353,0.001925,0.283333,0.175915,10
peg_assembly,hidden_friction,nominal,learned_failure_classifier,0.5,0.137735,0.356597,0.13875,0.108703,0.002687,0.093611,0.002226,0.091876,0.001961,0.338147,0.006026,0.043349,0.002582,0.075117,0.003275,0.200565,0.0,0.02472,0.0,0.049765,0.003191,0.071079,0.001555,0.383333,0.129298,10
peg_assembly,hidden_friction,seen_shift,learned_failure_classifier,0.516667,0.113683,0.344724,0.113203,0.128069,0.004464,0.10786,0.001931,0.10679,0.003045,0.340083,0.006386,0.050638,0.002607,0.087297,0.001908,0.209575,0.0,0.03044,0.0,0.054164,0.002008,0.08545,0.002299,0.283333,0.175915,10
peg_assembly,hidden_friction,unseen_object,learned_failure_classifier,0.55,0.109432,0.365486,0.10932,0.1372,0.002172,0.114796,0.002161,0.115305,0.00219,0.332295,0.004274,0.048619,0.003381,0.091594,0.003179,0.214306,0.0,0.033788,0.0,0.059097,0.002135,0.091001,0.003051,0.233333,0.155524,10
peg_assembly,hidden_friction,unseen_contact,learned_failure_classifier,0.55,0.085045,0.348352,0.086549,0.154464,0.003747,0.11974,0.0035,0.126125,0.002212,0.327723,0.007926,0.052233,0.002238,0.093961,0.00276,0.217881,0.0,0.036872,0.0,0.057307,0.002483,0.099219,0.002185,0.183333,0.09045,10
peg_assembly,hidden_friction,unseen_compliance,learned_failure_classifier,0.416667,0.13112,0.225821,0.129284,0.139914,0.003215,0.119105,0.00365,0.123282,0.003042,0.335885,0.008744,0.049971,0.002956,0.09474,0.00233,0.218835,0.0,0.036372,0.0,0.05713,0.002714,0.098189,0.002008,0.283333,0.069723,10
peg_assembly,hidden_friction,probe_latency,learned_failure_classifier,0.433333,0.139446,0.239178,0.14038,0.142746,0.00318,0.11785,0.002756,0.124907,0.001955,0.332694,0.004241,0.049257,0.002172,0.095162,0.003956,0.221504,0.0,0.040252,0.0,0.058523,0.002571,0.098533,0.002345,0.266667,0.139446,10
peg_assembly,hidden_friction,sensor_dropout,learned_failure_classifier,0.433333,0.130667,0.207142,0.12959,0.163176,0.001391,0.143227,0.00164,0.157417,0.002241,0.325955,0.00429,0.052292,0.003592,0.108168,0.005118,0.223539,0.0,0.047284,0.0,0.059931,0.001993,0.12098,0.002962,0.25,0.148105,10
peg_assembly,hidden_friction,heldout_combined_contact_uncertainty,learned_failure_classifier,0.366667,0.144457,0.145801,0.145518,0.16377,0.002181,0.133124,0.002937,0.14425,0.001811,0.332496,0.005275,0.053306,0.002511,0.103291,0.002263,0.227077,0.0,0.044388,0.0,0.063533,0.002004,0.112768,0.002451,0.316667,0.191409,10
peg_assembly,pose_ambiguity,nominal,learned_failure_classifier,0.516667,0.123674,0.371091,0.122568,0.100632,0.002617,0.092833,0.002464,0.094018,0.001796,0.33112,0.005253,0.044292,0.002812,0.083498,0.002907,0.201036,0.0,0.02472,0.0,0.053512,0.003004,0.074276,0.003141,0.266667,0.155524,10
peg_assembly,pose_ambiguity,seen_shift,learned_failure_classifier,0.416667,0.148105,0.246458,0.14723,0.117158,0.002774,0.108009,0.001919,0.111898,0.002999,0.336163,0.003819,0.04899,0.002285,0.093787,0.002951,0.210162,0.0,0.03044,0.0,0.05799,0.002301,0.08693,0.001647,0.383333,0.182531,10
peg_assembly,pose_ambiguity,unseen_object,learned_failure_classifier,0.5,0.119282,0.31436,0.119789,0.129847,0.003423,0.114235,0.00168,0.120725,0.002447,0.337254,0.005242,0.049795,0.001497,0.100169,0.003024,0.214954,0.0,0.033788,0.0,0.06176,0.002402,0.095372,0.00282,0.233333,0.130667,10
peg_assembly,pose_ambiguity,unseen_contact,learned_failure_classifier,0.466667,0.136002,0.270744,0.13492,0.134135,0.004205,0.12401,0.001568,0.130236,0.002541,0.331221,0.004814,0.052185,0.002423,0.10252,0.003547,0.218586,0.0,0.036872,0.0,0.062542,0.001993,0.101109,0.00239,0.3,0.144457,10
peg_assembly,pose_ambiguity,unseen_compliance,learned_failure_classifier,0.483333,0.149697,0.290306,0.148765,0.12776,0.002431,0.118698,0.002783,0.126061,0.003705,0.331263,0.005801,0.054259,0.002331,0.103534,0.003577,0.219529,0.0,0.036372,0.0,0.064754,0.001707,0.099617,0.002378,0.266667,0.183503,10
peg_assembly,pose_ambiguity,probe_latency,learned_failure_classifier,0.483333,0.076222,0.286313,0.07552,0.131807,0.003118,0.1213,0.002824,0.130989,0.001241,0.331148,0.007386,0.053193,0.002343,0.101507,0.003354,0.222207,0.0,0.040252,0.0,0.065937,0.002868,0.103545,0.001373,0.133333,0.081485,10
peg_assembly,pose_ambiguity,sensor_dropout,learned_failure_classifier,0.483333,0.102726,0.257921,0.101484,0.151943,0.003142,0.145174,0.002689,0.160897,0.002649,0.33277,0.007837,0.053047,0.002164,0.117231,0.002639,0.224408,0.0,0.047284,0.0,0.06563,0.003019,0.123569,0.003188,0.3,0.152444,10
peg_assembly,pose_ambiguity,heldout_combined_contact_uncertainty,learned_failure_classifier,0.4,0.130667,0.176705,0.130874,0.14975,0.002423,0.132551,0.003182,0.145957,0.003374,0.325165,0.006837,0.055803,0.002162,0.115967,0.002491,0.227885,0.0,0.044388,0.0,0.071572,0.002771,0.115758,0.003189,0.283333,0.138165,10
peg_assembly,compliance_ambiguity,nominal,learned_failure_classifier,0.583333,0.111578,0.420565,0.111711,0.115268,0.004943,0.096919,0.002075,0.096496,0.002444,0.336797,0.006441,0.049392,0.002923,0.092259,0.004799,0.201833,0.0,0.02472,0.0,0.062641,0.002433,0.078847,0.003013,0.216667,0.119778,10
peg_assembly,compliance_ambiguity,seen_shift,learned_failure_classifier,0.65,0.102726,0.455476,0.101597,0.133725,0.001833,0.115423,0.001926,0.116746,0.00209,0.326054,0.005146,0.054668,0.002403,0.106475,0.002911,0.211163,0.0,0.03044,0.0,0.071182,0.001329,0.090647,0.00281,0.166667,0.108889,10
peg_assembly,compliance_ambiguity,unseen_object,learned_failure_classifier,0.45,0.161875,0.232248,0.16253,0.149355,0.003266,0.120123,0.002921,0.126902,0.001555,0.327947,0.004393,0.05914,0.003263,0.121107,0.002999,0.216061,0.0,0.033788,0.0,0.079643,0.00203,0.100349,0.002771,0.333333,0.14609,10
peg_assembly,compliance_ambiguity,unseen_contact,learned_failure_classifier,0.45,0.109432,0.227808,0.107865,0.151191,0.002073,0.126688,0.00247,0.137168,0.00229,0.329697,0.00489,0.063663,0.002675,0.114076,0.001854,0.219782,0.0,0.036872,0.0,0.076483,0.00239,0.108534,0.002078,0.3,0.152444,10
peg_assembly,compliance_ambiguity,unseen_compliance,learned_failure_classifier,0.616667,0.119778,0.397894,0.11971,0.144986,0.002775,0.126016,0.002284,0.13277,0.002282,0.325529,0.006431,0.059759,0.002504,0.118172,0.00437,0.220727,0.0,0.036372,0.0,0.079304,0.001688,0.106111,0.002285,0.133333,0.117277,10
peg_assembly,compliance_ambiguity,probe_latency,learned_failure_classifier,0.583333,0.054444,0.358159,0.053732,0.149912,0.003651,0.125533,0.002362,0.136218,0.002502,0.330094,0.005729,0.062899,0.003354,0.1201,0.003135,0.223421,0.0,0.040252,0.0,0.080725,0.00265,0.10864,0.002944,0.283333,0.069723,10
peg_assembly,compliance_ambiguity,sensor_dropout,learned_failure_classifier,0.383333,0.069723,0.127388,0.070736,0.170652,0.001576,0.151693,0.001591,0.167561,0.003523,0.3236,0.005891,0.063535,0.00113,0.132634,0.00309,0.225794,0.0,0.047284,0.0,0.080522,0.002783,0.132915,0.001857,0.3,0.160033,10
peg_assembly,compliance_ambiguity,heldout_combined_contact_uncertainty,learned_failure_classifier,0.55,0.098,0.292532,0.09762,0.172793,0.004007,0.139741,0.002398,0.155217,0.002596,0.321609,0.005671,0.067489,0.001423,0.134069,0.003693,0.229261,0.0,0.044388,0.0,0.087316,0.001861,0.125172,0.003144,0.166667,0.128839,10
peg_assembly,jamming_ambiguity,nominal,learned_failure_classifier,0.416667,0.054444,0.235431,0.053032,0.125972,0.003861,0.100878,0.002499,0.10158,0.002898,0.331905,0.00617,0.053095,0.002536,0.103564,0.001756,0.202286,0.0,0.02472,0.0,0.074646,0.002286,0.085394,0.003002,0.383333,0.109432,10
peg_assembly,jamming_ambiguity,seen_shift,learned_failure_classifier,0.466667,0.144457,0.254445,0.143319,0.145076,0.003076,0.115827,0.002584,0.121502,0.003111,0.327677,0.005295,0.058638,0.001372,0.117476,0.001891,0.211732,0.0,0.03044,0.0,0.083155,0.002083,0.099323,0.002736,0.3,0.152444,10
peg_assembly,jamming_ambiguity,unseen_object,learned_failure_classifier,0.483333,0.102726,0.239675,0.102414,0.166249,0.002586,0.124478,0.001811,0.128709,0.001696,0.326301,0.00601,0.064004,0.00228,0.140616,0.003806,0.216692,0.0,0.033788,0.0,0.095863,0.002265,0.107958,0.002418,0.25,0.13987,10
peg_assembly,jamming_ambiguity,unseen_contact,learned_failure_classifier,0.35,0.149697,0.104016,0.148023,0.170288,0.001788,0.130415,0.002585,0.140645,0.003049,0.33051,0.003556,0.064518,0.002539,0.131689,0.002835,0.220463,0.0,0.036872,0.0,0.091748,0.001944,0.115706,0.002533,0.333333,0.14609,10
peg_assembly,jamming_ambiguity,unseen_compliance,learned_failure_classifier,0.466667,0.126985,0.222367,0.127048,0.162212,0.003333,0.127434,0.001701,0.138807,0.002452,0.32487,0.004979,0.065303,0.001831,0.134727,0.002686,0.22141,0.0,0.036372,0.0,0.096196,0.001309,0.113772,0.002995,0.216667,0.119778,10
peg_assembly,jamming_ambiguity,probe_latency,learned_failure_classifier,0.5,0.128839,0.253606,0.129216,0.163941,0.00353,0.130356,0.003128,0.139881,0.002066,0.333764,0.007829,0.065039,0.003198,0.136723,0.003443,0.224113,0.0,0.040252,0.0,0.096101,0.003759,0.116845,0.001804,0.166667,0.097393,10
peg_assembly,jamming_ambiguity,sensor_dropout,learned_failure_classifier,0.416667,0.100391,0.138601,0.101085,0.187533,0.004075,0.158234,0.002733,0.173392,0.002524,0.329857,0.007607,0.066923,0.002367,0.147583,0.003303,0.226573,0.0,0.047284,0.0,0.095127,0.003383,0.13855,0.00247,0.283333,0.129298,10
peg_assembly,jamming_ambiguity,heldout_combined_contact_uncertainty,learned_failure_classifier,0.383333,0.109432,0.099974,0.10989,0.190436,0.00314,0.146547,0.002473,0.159812,0.002392,0.324239,0.005714,0.068778,0.002309,0.15461,0.002929,0.230044,0.0,0.044388,0.0,0.106737,0.00297,0.133585,0.001463,0.416667,0.177258,10
peg_assembly,release_uncertainty,nominal,learned_failure_classifier,0.5,0.128839,0.339443,0.128282,0.101801,0.002642,0.096663,0.002316,0.099733,0.001293,0.337148,0.005187,0.05759,0.003237,0.096385,0.002717,0.20176,0.0,0.02472,0.0,0.06037,0.002767,0.078571,0.003313,0.333333,0.137735,10
peg_assembly,release_uncertainty,seen_shift,learned_failure_classifier,0.6,0.121254,0.409422,0.12108,0.117549,0.002129,0.109512,0.001511,0.118765,0.001914,0.333347,0.004939,0.06572,0.002768,0.110364,0.002255,0.211077,0.0,0.03044,0.0,0.068133,0.002342,0.093652,0.002699,0.133333,0.065333,10
peg_assembly,release_uncertainty,unseen_object,learned_failure_classifier,0.483333,0.09045,0.272945,0.091232,0.129081,0.003498,0.119507,0.002265,0.128255,0.002589,0.32988,0.007585,0.070837,0.00191,0.120549,0.003434,0.215967,0.0,0.033788,0.0,0.073656,0.002241,0.100441,0.001731,0.25,0.170438,10
peg_assembly,release_uncertainty,unseen_contact,learned_failure_classifier,0.416667,0.100391,0.195057,0.101104,0.135949,0.00286,0.124899,0.002639,0.137765,0.00321,0.330952,0.007486,0.075405,0.001931,0.122377,0.00342,0.219676,0.0,0.036872,0.0,0.072237,0.002774,0.11083,0.002254,0.25,0.111578,10
peg_assembly,release_uncertainty,unseen_compliance,learned_failure_classifier,0.433333,0.087111,0.216064,0.086951,0.130675,0.001245,0.12332,0.002719,0.133443,0.002535,0.330241,0.003394,0.0744,0.001901,0.123577,0.002711,0.220632,0.0,0.036372,0.0,0.072693,0.001313,0.105994,0.001715,0.3,0.160033,10
peg_assembly,release_uncertainty,probe_latency,learned_failure_classifier,0.483333,0.157419,0.263387,0.156424,0.131347,0.003391,0.122645,0.002728,0.134084,0.0013,0.335745,0.004102,0.07394,0.001811,0.126332,0.004053,0.223325,0.0,0.040252,0.0,0.073747,0.00108,0.112039,0.002318,0.25,0.148105,10
peg_assembly,release_uncertainty,sensor_dropout,learned_failure_classifier,0.4,0.130667,0.149294,0.129823,0.153475,0.001912,0.148471,0.003342,0.164845,0.001922,0.330708,0.006271,0.076143,0.001969,0.137161,0.003421,0.225618,0.0,0.047284,0.0,0.075973,0.002728,0.130486,0.002665,0.35,0.185111,10
peg_assembly,release_uncertainty,heldout_combined_contact_uncertainty,learned_failure_classifier,0.466667,0.144457,0.218916,0.143642,0.148006,0.001925,0.13976,0.002209,0.155702,0.002399,0.329577,0.006581,0.080239,0.003189,0.135742,0.002709,0.229141,0.0,0.044388,0.0,0.080801,0.002401,0.125237,0.003082,0.2,0.160033,10
peg_assembly,partial_observability_dropout,nominal,learned_failure_classifier,0.683333,0.113683,0.50369,0.114053,0.131147,0.004145,0.117577,0.002618,0.104175,0.001755,0.336292,0.005728,0.05217,0.00151,0.097308,0.002831,0.202322,0.0,0.02472,0.0,0.063863,0.002929,0.082746,0.001948,0.166667,0.128839,10
peg_assembly,partial_observability_dropout,seen_shift,learned_failure_classifier,0.616667,0.109432,0.40422,0.110294,0.15542,0.002505,0.134745,0.002398,0.122637,0.002645,0.334201,0.003573,0.056043,0.002294,0.111465,0.004188,0.211765,0.0,0.03044,0.0,0.07072,0.002265,0.098664,0.001729,0.133333,0.094927,10
peg_assembly,partial_observability_dropout,unseen_object,learned_failure_classifier,0.416667,0.163333,0.180828,0.163721,0.169913,0.003211,0.142995,0.0028,0.132689,0.00288,0.326534,0.007301,0.060851,0.002205,0.124477,0.00262,0.216726,0.0,0.033788,0.0,0.077191,0.002788,0.106723,0.002796,0.333333,0.137735,10
peg_assembly,partial_observability_dropout,unseen_contact,learned_failure_classifier,0.45,0.109432,0.201034,0.109442,0.182223,0.003682,0.152116,0.001843,0.141272,0.002632,0.333225,0.00604,0.065859,0.002008,0.124332,0.003199,0.220512,0.0,0.036872,0.0,0.076855,0.00196,0.115576,0.002228,0.233333,0.130667,10
peg_assembly,partial_observability_dropout,unseen_compliance,learned_failure_classifier,0.55,0.085045,0.304346,0.084219,0.174183,0.003643,0.1485,0.003521,0.140167,0.002465,0.329973,0.00509,0.066242,0.002746,0.127183,0.002823,0.221431,0.0,0.036372,0.0,0.079103,0.001904,0.111842,0.003113,0.183333,0.132916,10
peg_assembly,partial_observability_dropout,probe_latency,learned_failure_classifier,0.333333,0.14609,0.08429,0.146892,0.175423,0.00347,0.152435,0.002998,0.143599,0.003001,0.328904,0.006483,0.067475,0.002866,0.124538,0.002565,0.224136,0.0,0.040252,0.0,0.079721,0.002548,0.115791,0.002479,0.4,0.189854,10
peg_assembly,partial_observability_dropout,sensor_dropout,learned_failure_classifier,0.516667,0.123674,0.230297,0.122305,0.204667,0.002337,0.184699,0.002826,0.175698,0.00175,0.326099,0.007262,0.06942,0.002243,0.140132,0.003437,0.226753,0.0,0.047284,0.0,0.080223,0.002287,0.138301,0.002309,0.25,0.163333,10
peg_assembly,partial_observability_dropout,heldout_combined_contact_uncertainty,learned_failure_classifier,0.516667,0.113683,0.233643,0.112014,0.203681,0.003555,0.16822,0.002193,0.163717,0.002043,0.322758,0.003222,0.06941,0.001888,0.138358,0.002836,0.230095,0.0,0.044388,0.0,0.086699,0.002103,0.132524,0.003262,0.2,0.144457,10
peg_assembly,irreversible_damage_risk,nominal,learned_failure_classifier,0.583333,0.13987,0.396044,0.141114,0.120792,0.002255,0.10185,0.003257,0.107144,0.002261,0.32412,0.004751,0.060618,0.002159,0.106043,0.003152,0.203173,0.0,0.02472,0.0,0.078817,0.001992,0.089378,0.002345,0.15,0.113683,10
peg_assembly,irreversible_damage_risk,seen_shift,learned_failure_classifier,0.466667,0.160033,0.243043,0.160046,0.141304,0.00267,0.117598,0.001476,0.127131,0.002812,0.319101,0.006727,0.071037,0.001657,0.122398,0.002188,0.212856,0.0,0.03044,0.0,0.089559,0.002337,0.105031,0.002934,0.283333,0.154377,10
peg_assembly,irreversible_damage_risk,unseen_object,learned_failure_classifier,0.533333,0.152444,0.285724,0.152779,0.157392,0.002122,0.127022,0.002039,0.137804,0.001755,0.323248,0.005233,0.074063,0.001827,0.136155,0.003232,0.217935,0.0,0.033788,0.0,0.102458,0.001855,0.114817,0.002937,0.2,0.152444,10
peg_assembly,irreversible_damage_risk,unseen_contact,learned_failure_classifier,0.416667,0.121741,0.160719,0.122326,0.161503,0.00323,0.134367,0.002612,0.14768,0.002017,0.322747,0.003115,0.080596,0.001837,0.131848,0.002095,0.221798,0.0,0.036872,0.0,0.099489,0.00316,0.123694,0.001318,0.35,0.132916,10
peg_assembly,irreversible_damage_risk,unseen_compliance,learned_failure_classifier,0.416667,0.087789,0.161091,0.088435,0.155796,0.003307,0.132057,0.002603,0.145079,0.002465,0.321815,0.006627,0.081279,0.001374,0.135997,0.003441,0.222765,0.0,0.036372,0.0,0.104697,0.003388,0.122978,0.002348,0.216667,0.119778,10
peg_assembly,irreversible_damage_risk,probe_latency,learned_failure_classifier,0.466667,0.152444,0.211138,0.152081,0.156156,0.002609,0.1318,0.002941,0.149462,0.002239,0.321968,0.0053,0.078966,0.002794,0.135388,0.003464,0.225486,0.0,0.040252,0.0,0.103655,0.002907,0.124578,0.002728,0.3,0.18734,10
