task,regime,split,method,mean_success,ci95_success,mean_utility,ci95_utility,mean_precondition_violation,ci95_precondition_violation,mean_belief_ece,ci95_belief_ece,mean_branch_entropy_error,ci95_branch_entropy_error,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_wasted_action,ci95_wasted_action,mean_intervention_cost,ci95_intervention_cost,mean_probe_overhead,ci95_probe_overhead,mean_irreversible_commitment,ci95_irreversible_commitment,mean_plan_depth_blowup,ci95_plan_depth_blowup,mean_regret_to_oracle,ci95_regret_to_oracle,groups
peg_assembly,irreversible_damage_risk,seen_shift,oracle_hybrid_contact_planner,0.75,0.100391,0.745759,0.101016,0.011119,0.002129,0.035989,0.002238,0.055317,0.001642,0.598015,0.005498,0.029733,0.002079,0.044716,0.001389,0.178974,0.0,0.0329,0.0,0.037898,0.002455,0.045952,0.002484,0.0,0.0,10
peg_assembly,irreversible_damage_risk,unseen_object,oracle_hybrid_contact_planner,0.716667,0.119778,0.708907,0.119267,0.009199,0.002567,0.035837,0.001596,0.056638,0.002398,0.594068,0.00617,0.034745,0.002514,0.04311,0.002288,0.185004,0.0,0.03479,0.0,0.039287,0.002367,0.046473,0.003262,0.0,0.0,10
peg_assembly,irreversible_damage_risk,unseen_contact,oracle_hybrid_contact_planner,0.766667,0.139446,0.755929,0.141062,0.013156,0.003882,0.040051,0.003089,0.057118,0.002469,0.595254,0.005354,0.0309,0.002449,0.047193,0.003196,0.189479,0.0,0.03602,0.0,0.039016,0.00199,0.046178,0.002577,0.0,0.0,10
peg_assembly,irreversible_damage_risk,unseen_compliance,oracle_hybrid_contact_planner,0.583333,0.121741,0.571299,0.122892,0.013606,0.003016,0.037691,0.001511,0.058297,0.002198,0.596517,0.005208,0.030617,0.002101,0.048976,0.003253,0.190901,0.0,0.03693,0.0,0.03889,0.001944,0.048997,0.002001,0.0,0.0,10
peg_assembly,irreversible_damage_risk,probe_latency,oracle_hybrid_contact_planner,0.733333,0.130667,0.720243,0.131063,0.015415,0.002439,0.037673,0.003447,0.058847,0.002775,0.598676,0.005561,0.031885,0.002718,0.043829,0.003413,0.196717,0.0,0.04555,0.0,0.040577,0.001736,0.044598,0.001855,0.0,0.0,10
peg_assembly,irreversible_damage_risk,sensor_dropout,oracle_hybrid_contact_planner,0.666667,0.108889,0.650116,0.109983,0.013187,0.002846,0.039294,0.002514,0.061453,0.002348,0.590884,0.004395,0.034693,0.002669,0.04632,0.002527,0.197218,0.0,0.04045,0.0,0.040058,0.002597,0.050036,0.003076,0.0,0.0,10
peg_assembly,irreversible_damage_risk,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.733333,0.121254,0.713123,0.120937,0.01639,0.00359,0.038666,0.001934,0.061188,0.003134,0.591775,0.007018,0.033751,0.002554,0.048557,0.002494,0.202581,0.0,0.04401,0.0,0.042104,0.003685,0.049396,0.002649,0.0,0.0,10
peg_assembly,branch_resource_depletion,nominal,oracle_hybrid_contact_planner,0.833333,0.108889,0.835708,0.107383,0.009809,0.0036,0.034551,0.002446,0.054694,0.002138,0.597479,0.004596,0.028042,0.003107,0.041636,0.003177,0.166567,0.0,0.03048,0.0,0.034637,0.002208,0.04469,0.002904,0.0,0.0,10
peg_assembly,branch_resource_depletion,seen_shift,oracle_hybrid_contact_planner,0.75,0.13112,0.744905,0.131064,0.013216,0.002003,0.033963,0.002894,0.055783,0.00388,0.596248,0.005463,0.028366,0.002445,0.047703,0.002511,0.177336,0.0,0.0329,0.0,0.038749,0.002247,0.042611,0.001255,0.0,0.0,10
peg_assembly,branch_resource_depletion,unseen_object,oracle_hybrid_contact_planner,0.733333,0.121254,0.720963,0.121508,0.017212,0.002755,0.03806,0.003159,0.058847,0.002714,0.5905,0.005972,0.030676,0.002716,0.046952,0.003352,0.183189,0.0,0.03479,0.0,0.039,0.002898,0.047027,0.002072,0.0,0.0,10
peg_assembly,branch_resource_depletion,unseen_contact,oracle_hybrid_contact_planner,0.716667,0.119778,0.703086,0.119249,0.014743,0.004163,0.039173,0.001829,0.060243,0.001561,0.588903,0.005601,0.03109,0.002591,0.047571,0.002551,0.187533,0.0,0.03602,0.0,0.03934,0.002902,0.049418,0.00395,0.0,0.0,10
peg_assembly,branch_resource_depletion,unseen_compliance,oracle_hybrid_contact_planner,0.666667,0.097393,0.653014,0.097222,0.015369,0.003224,0.037298,0.002462,0.060194,0.002673,0.588437,0.004935,0.029199,0.002607,0.048434,0.003455,0.18892,0.0,0.03693,0.0,0.04018,0.001758,0.049145,0.002464,0.0,0.0,10
peg_assembly,branch_resource_depletion,probe_latency,oracle_hybrid_contact_planner,0.783333,0.109432,0.769793,0.109597,0.015633,0.004428,0.036499,0.003109,0.057473,0.002163,0.591963,0.006827,0.029639,0.002454,0.045631,0.002847,0.194709,0.0,0.04555,0.0,0.039284,0.003096,0.047981,0.002534,0.0,0.0,10
peg_assembly,branch_resource_depletion,sensor_dropout,oracle_hybrid_contact_planner,0.666667,0.128839,0.650142,0.127818,0.016578,0.003741,0.039626,0.00188,0.06074,0.00279,0.587307,0.00861,0.029939,0.003043,0.046957,0.002185,0.195107,0.0,0.04045,0.0,0.041101,0.002547,0.049131,0.002468,0.0,0.0,10
peg_assembly,branch_resource_depletion,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.733333,0.072229,0.714262,0.073086,0.015657,0.003561,0.038039,0.001383,0.059789,0.002649,0.590472,0.007005,0.032379,0.003242,0.04813,0.002107,0.200336,0.0,0.04401,0.0,0.04304,0.001842,0.050848,0.002022,0.0,0.0,10
peg_assembly,combined_contact_uncertainty,nominal,oracle_hybrid_contact_planner,0.683333,0.132916,0.680123,0.13295,0.014258,0.003064,0.033934,0.0032,0.05633,0.002718,0.596637,0.007469,0.03112,0.001561,0.04348,0.003119,0.168432,0.0,0.03048,0.0,0.037836,0.002847,0.042104,0.002514,0.0,0.0,10
peg_assembly,combined_contact_uncertainty,seen_shift,oracle_hybrid_contact_planner,0.716667,0.098,0.706956,0.097761,0.013293,0.003525,0.036945,0.001354,0.056544,0.002458,0.591521,0.005141,0.031944,0.00318,0.046713,0.002689,0.179669,0.0,0.0329,0.0,0.041427,0.001628,0.045906,0.003142,0.0,0.0,10
peg_assembly,combined_contact_uncertainty,unseen_object,oracle_hybrid_contact_planner,0.683333,0.09045,0.669522,0.089851,0.018817,0.003139,0.038307,0.002613,0.05942,0.002239,0.593413,0.004568,0.032782,0.002194,0.045741,0.003771,0.18577,0.0,0.03479,0.0,0.040225,0.002934,0.044713,0.003031,0.0,0.0,10
peg_assembly,combined_contact_uncertainty,unseen_contact,oracle_hybrid_contact_planner,0.733333,0.072229,0.716982,0.071487,0.018299,0.002039,0.039587,0.002006,0.060438,0.003086,0.592054,0.004415,0.031904,0.002207,0.047542,0.004225,0.190329,0.0,0.03602,0.0,0.040641,0.001466,0.049393,0.001967,0.0,0.0,10
peg_assembly,combined_contact_uncertainty,unseen_compliance,oracle_hybrid_contact_planner,0.65,0.123674,0.63318,0.122894,0.018691,0.003206,0.037991,0.003139,0.060713,0.001819,0.59412,0.004626,0.034512,0.002385,0.048107,0.002597,0.1917,0.0,0.03693,0.0,0.038254,0.00225,0.047276,0.002308,0.0,0.0,10
peg_assembly,combined_contact_uncertainty,probe_latency,oracle_hybrid_contact_planner,0.7,0.094927,0.68224,0.096968,0.01852,0.002366,0.038398,0.002906,0.058919,0.002733,0.592741,0.005586,0.030899,0.002377,0.047479,0.003229,0.197528,0.0,0.04555,0.0,0.041418,0.002653,0.047679,0.001376,0.0,0.0,10
peg_assembly,combined_contact_uncertainty,sensor_dropout,oracle_hybrid_contact_planner,0.716667,0.161875,0.696562,0.161007,0.021677,0.002929,0.04156,0.001808,0.061461,0.002375,0.590178,0.005686,0.031362,0.00238,0.04724,0.003043,0.198431,0.0,0.04045,0.0,0.039039,0.001578,0.04931,0.002583,0.0,0.0,10
peg_assembly,combined_contact_uncertainty,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.716667,0.109432,0.694384,0.109686,0.020348,0.003197,0.038746,0.001995,0.06112,0.003234,0.587523,0.003026,0.033191,0.003218,0.044747,0.002515,0.203548,0.0,0.04401,0.0,0.044992,0.00215,0.04872,0.00225,0.0,0.0,10
drawer_retrieval,nominal,nominal,oracle_hybrid_contact_planner,0.766667,0.087111,0.781839,0.087225,0.004163,0.002685,0.031244,0.002065,0.049687,0.002292,0.61742,0.006139,0.025592,0.0029,0.039446,0.003377,0.1565,0.0,0.03048,0.0,0.031856,0.003308,0.041854,0.003444,0.0,0.0,10
drawer_retrieval,nominal,seen_shift,oracle_hybrid_contact_planner,0.816667,0.09045,0.827178,0.091666,0.005732,0.002481,0.028901,0.003553,0.053457,0.002024,0.611931,0.003112,0.026493,0.002768,0.041615,0.004077,0.164751,0.0,0.0329,0.0,0.030272,0.003005,0.042237,0.002308,0.0,0.0,10
drawer_retrieval,nominal,unseen_object,oracle_hybrid_contact_planner,0.8,0.065333,0.812529,0.065766,0.003936,0.003064,0.030799,0.002578,0.054107,0.002045,0.616602,0.007249,0.025386,0.001148,0.039083,0.003044,0.169279,0.0,0.03479,0.0,0.030218,0.002226,0.041523,0.002099,0.0,0.0,10
drawer_retrieval,nominal,unseen_contact,oracle_hybrid_contact_planner,0.766667,0.111045,0.777035,0.10961,0.004031,0.002559,0.031036,0.001507,0.052027,0.002147,0.614843,0.007042,0.028083,0.00243,0.040339,0.001672,0.172441,0.0,0.03602,0.0,0.028882,0.001248,0.040822,0.001993,0.0,0.0,10
drawer_retrieval,nominal,unseen_compliance,oracle_hybrid_contact_planner,0.733333,0.087111,0.746325,0.087645,0.003302,0.00221,0.030913,0.002484,0.054672,0.002266,0.615622,0.006736,0.024691,0.002491,0.036309,0.004684,0.173955,0.0,0.03693,0.0,0.031087,0.002475,0.039734,0.001411,0.0,0.0,10
drawer_retrieval,nominal,probe_latency,oracle_hybrid_contact_planner,0.733333,0.121254,0.739764,0.118878,0.006368,0.002749,0.031119,0.002254,0.050223,0.001619,0.613811,0.007584,0.02756,0.002129,0.038294,0.002854,0.179535,0.0,0.04555,0.0,0.032001,0.003929,0.042923,0.003353,0.0,0.0,10
drawer_retrieval,nominal,sensor_dropout,oracle_hybrid_contact_planner,0.683333,0.157419,0.691279,0.155448,0.00376,0.003447,0.030742,0.001932,0.05403,0.002654,0.616019,0.006911,0.028873,0.001874,0.037972,0.002224,0.177003,0.0,0.04045,0.0,0.031979,0.002508,0.044806,0.001963,0.0,0.0,10
drawer_retrieval,nominal,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.783333,0.109432,0.789753,0.110899,0.005627,0.003193,0.033163,0.001634,0.051732,0.001537,0.61153,0.004828,0.025829,0.00289,0.039051,0.002673,0.183009,0.0,0.04401,0.0,0.030424,0.002429,0.043461,0.001735,0.0,0.0,10
drawer_retrieval,hidden_friction,nominal,oracle_hybrid_contact_planner,0.783333,0.119778,0.791375,0.119291,0.008221,0.002553,0.033568,0.001657,0.053294,0.003828,0.60998,0.003805,0.027727,0.002385,0.039335,0.003236,0.163007,0.0,0.03048,0.0,0.033238,0.002573,0.043102,0.002634,0.0,0.0,10
drawer_retrieval,hidden_friction,seen_shift,oracle_hybrid_contact_planner,0.733333,0.087111,0.737247,0.087092,0.011252,0.002273,0.035,0.003116,0.053072,0.003082,0.609311,0.008854,0.025271,0.00386,0.042852,0.001711,0.172835,0.0,0.0329,0.0,0.0308,0.002104,0.046312,0.002822,0.0,0.0,10
drawer_retrieval,hidden_friction,unseen_object,oracle_hybrid_contact_planner,0.816667,0.102726,0.818801,0.103745,0.012027,0.002162,0.034402,0.002686,0.05566,0.002402,0.612308,0.007639,0.028398,0.003473,0.04155,0.002802,0.178209,0.0,0.03479,0.0,0.031685,0.002212,0.041871,0.003214,0.0,0.0,10
drawer_retrieval,hidden_friction,unseen_contact,oracle_hybrid_contact_planner,0.733333,0.099798,0.733053,0.099606,0.013607,0.002828,0.033893,0.001584,0.056232,0.002219,0.609309,0.006114,0.029371,0.002076,0.041172,0.002883,0.182176,0.0,0.03602,0.0,0.03077,0.001641,0.042065,0.00307,0.0,0.0,10
drawer_retrieval,hidden_friction,unseen_compliance,oracle_hybrid_contact_planner,0.816667,0.132916,0.814995,0.132687,0.013785,0.002011,0.035775,0.003161,0.053372,0.001813,0.609307,0.007564,0.027926,0.003158,0.043201,0.00338,0.183498,0.0,0.03693,0.0,0.031664,0.002209,0.04583,0.003097,0.0,0.0,10
drawer_retrieval,hidden_friction,probe_latency,oracle_hybrid_contact_planner,0.733333,0.121254,0.72773,0.119994,0.012706,0.002196,0.035494,0.002191,0.058297,0.002332,0.609339,0.006068,0.029129,0.001708,0.04563,0.004183,0.189216,0.0,0.04555,0.0,0.032722,0.002121,0.046689,0.002909,0.0,0.0,10
drawer_retrieval,hidden_friction,sensor_dropout,oracle_hybrid_contact_planner,0.75,0.13112,0.74145,0.131886,0.01623,0.003199,0.037918,0.002845,0.057987,0.002021,0.60182,0.005109,0.028932,0.002264,0.043891,0.004056,0.189154,0.0,0.04045,0.0,0.033529,0.002162,0.049221,0.002586,0.0,0.0,10
drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.65,0.09045,0.643192,0.090096,0.015117,0.002899,0.040093,0.001832,0.059052,0.002339,0.605806,0.006763,0.028254,0.002329,0.041095,0.003607,0.194162,0.0,0.04401,0.0,0.032856,0.002322,0.045992,0.001869,0.0,0.0,10
drawer_retrieval,pose_ambiguity,nominal,oracle_hybrid_contact_planner,0.7,0.117277,0.706355,0.117402,0.009593,0.003026,0.034692,0.001709,0.053713,0.001731,0.611783,0.005502,0.028892,0.002095,0.040191,0.002597,0.163523,0.0,0.03048,0.0,0.032013,0.003288,0.044932,0.00229,0.0,0.0,10
drawer_retrieval,pose_ambiguity,seen_shift,oracle_hybrid_contact_planner,0.816667,0.113683,0.821748,0.113814,0.007769,0.002661,0.03162,0.003082,0.053593,0.002747,0.609688,0.009787,0.027318,0.002176,0.043145,0.00277,0.173478,0.0,0.0329,0.0,0.032455,0.003015,0.043892,0.003568,0.0,0.0,10
drawer_retrieval,pose_ambiguity,unseen_object,oracle_hybrid_contact_planner,0.783333,0.069723,0.783563,0.070588,0.012402,0.003635,0.035941,0.001917,0.057499,0.002047,0.612166,0.003973,0.027056,0.000926,0.044597,0.003659,0.17892,0.0,0.03479,0.0,0.031543,0.00321,0.045356,0.003141,0.0,0.0,10
drawer_retrieval,pose_ambiguity,unseen_contact,oracle_hybrid_contact_planner,0.766667,0.099798,0.766899,0.099527,0.011594,0.002342,0.03514,0.002302,0.056935,0.002258,0.608658,0.005316,0.029045,0.002261,0.040527,0.002707,0.182948,0.0,0.03602,0.0,0.031625,0.002694,0.04328,0.001823,0.0,0.0,10
drawer_retrieval,pose_ambiguity,unseen_compliance,oracle_hybrid_contact_planner,0.65,0.076222,0.649626,0.076383,0.008765,0.003054,0.037306,0.004096,0.058438,0.004677,0.606214,0.006641,0.028716,0.00242,0.041082,0.002797,0.184261,0.0,0.03693,0.0,0.033693,0.003719,0.044909,0.002279,0.0,0.0,10
drawer_retrieval,pose_ambiguity,probe_latency,oracle_hybrid_contact_planner,0.7,0.081485,0.698214,0.081543,0.008513,0.004091,0.035009,0.00246,0.057429,0.002223,0.612304,0.008945,0.029001,0.001374,0.043094,0.00433,0.18999,0.0,0.04555,0.0,0.032623,0.00258,0.04677,0.001805,0.0,0.0,10
drawer_retrieval,pose_ambiguity,sensor_dropout,oracle_hybrid_contact_planner,0.666667,0.137735,0.661733,0.13897,0.012813,0.003025,0.036441,0.003038,0.060691,0.002732,0.606916,0.006049,0.026685,0.001464,0.043902,0.00218,0.190094,0.0,0.04045,0.0,0.034721,0.003066,0.047393,0.002449,0.0,0.0,10
drawer_retrieval,pose_ambiguity,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.75,0.073045,0.742836,0.073205,0.012542,0.001911,0.039362,0.002898,0.056967,0.003063,0.60345,0.005011,0.027382,0.001979,0.043731,0.003384,0.195048,0.0,0.04401,0.0,0.036078,0.002837,0.046781,0.00195,0.0,0.0,10
drawer_retrieval,compliance_ambiguity,nominal,oracle_hybrid_contact_planner,0.716667,0.154377,0.721237,0.154164,0.010125,0.003004,0.033479,0.002152,0.05404,0.002786,0.60688,0.003742,0.027758,0.003172,0.043943,0.002422,0.164498,0.0,0.03048,0.0,0.032092,0.003927,0.043921,0.002193,0.0,0.0,10
drawer_retrieval,compliance_ambiguity,seen_shift,oracle_hybrid_contact_planner,0.783333,0.119778,0.785391,0.120657,0.009237,0.002762,0.034909,0.002263,0.053907,0.002824,0.605564,0.006618,0.02954,0.002096,0.042584,0.003438,0.174706,0.0,0.0329,0.0,0.033474,0.002356,0.042141,0.003075,0.0,0.0,10
drawer_retrieval,compliance_ambiguity,unseen_object,oracle_hybrid_contact_planner,0.85,0.113683,0.848055,0.113896,0.011769,0.003832,0.037176,0.001796,0.055884,0.002232,0.605119,0.005182,0.025942,0.003035,0.046136,0.00271,0.180279,0.0,0.03479,0.0,0.034532,0.001868,0.046764,0.003495,0.0,0.0,10
drawer_retrieval,compliance_ambiguity,unseen_contact,oracle_hybrid_contact_planner,0.716667,0.098,0.711256,0.09825,0.015283,0.003685,0.037434,0.003271,0.0597,0.004332,0.605341,0.00364,0.028171,0.002798,0.044658,0.003952,0.184414,0.0,0.03602,0.0,0.033199,0.002477,0.046454,0.002316,0.0,0.0,10
drawer_retrieval,compliance_ambiguity,unseen_compliance,oracle_hybrid_contact_planner,0.65,0.141556,0.646697,0.140925,0.009114,0.003049,0.035487,0.002277,0.058891,0.002268,0.605615,0.00707,0.029023,0.002747,0.047271,0.002687,0.185735,0.0,0.03693,0.0,0.034478,0.002626,0.044642,0.002637,0.0,0.0,10
drawer_retrieval,compliance_ambiguity,probe_latency,oracle_hybrid_contact_planner,0.733333,0.087111,0.727081,0.086135,0.012636,0.002358,0.037352,0.002858,0.057454,0.002954,0.602582,0.004473,0.029066,0.002861,0.042593,0.003073,0.191484,0.0,0.04555,0.0,0.034132,0.00215,0.045317,0.002723,0.0,0.0,10
drawer_retrieval,compliance_ambiguity,sensor_dropout,oracle_hybrid_contact_planner,0.7,0.094927,0.69153,0.093409,0.012729,0.004768,0.039918,0.002721,0.059124,0.00225,0.601601,0.009512,0.030223,0.001527,0.04484,0.002329,0.191763,0.0,0.04045,0.0,0.035113,0.002438,0.046847,0.001984,0.0,0.0,10
drawer_retrieval,compliance_ambiguity,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.8,0.081485,0.791238,0.081858,0.014828,0.003078,0.036333,0.002579,0.056885,0.00149,0.599591,0.005502,0.029028,0.001692,0.043157,0.002924,0.196735,0.0,0.04401,0.0,0.035733,0.003704,0.043183,0.0018,0.0,0.0,10
drawer_retrieval,jamming_ambiguity,nominal,oracle_hybrid_contact_planner,0.75,0.100391,0.755531,0.101619,0.011322,0.002792,0.034658,0.003478,0.052087,0.0021,0.610798,0.006582,0.028448,0.002056,0.039653,0.003142,0.165062,0.0,0.03048,0.0,0.03415,0.002026,0.042323,0.003687,0.0,0.0,10
drawer_retrieval,jamming_ambiguity,seen_shift,oracle_hybrid_contact_planner,0.833333,0.084345,0.831413,0.084454,0.012103,0.002856,0.037104,0.002244,0.05788,0.00271,0.602772,0.005048,0.027995,0.003374,0.047114,0.003451,0.175418,0.0,0.0329,0.0,0.033924,0.002497,0.042377,0.003263,0.0,0.0,10
drawer_retrieval,jamming_ambiguity,unseen_object,oracle_hybrid_contact_planner,0.766667,0.072229,0.761683,0.072326,0.015796,0.003081,0.036498,0.002288,0.058473,0.001585,0.604475,0.006883,0.028719,0.001835,0.043801,0.003996,0.181066,0.0,0.03479,0.0,0.035189,0.002087,0.044942,0.002911,0.0,0.0,10
drawer_retrieval,jamming_ambiguity,unseen_contact,oracle_hybrid_contact_planner,0.65,0.076222,0.644291,0.075537,0.014347,0.003348,0.038713,0.00218,0.056691,0.002166,0.602353,0.00732,0.029634,0.002543,0.042105,0.003116,0.185262,0.0,0.03602,0.0,0.036212,0.003058,0.045089,0.00256,0.0,0.0,10
drawer_retrieval,jamming_ambiguity,unseen_compliance,oracle_hybrid_contact_planner,0.733333,0.16297,0.728452,0.164665,0.014424,0.003125,0.038023,0.00209,0.057915,0.001537,0.61148,0.006841,0.027831,0.003446,0.046357,0.00366,0.18659,0.0,0.03693,0.0,0.035823,0.003248,0.043885,0.002785,0.0,0.0,10
drawer_retrieval,jamming_ambiguity,probe_latency,oracle_hybrid_contact_planner,0.716667,0.119778,0.708396,0.119634,0.011923,0.002763,0.037472,0.003167,0.058009,0.002111,0.604917,0.008369,0.029929,0.002513,0.045789,0.003403,0.192351,0.0,0.04555,0.0,0.036235,0.002201,0.047276,0.001816,0.0,0.0,10
drawer_retrieval,jamming_ambiguity,sensor_dropout,oracle_hybrid_contact_planner,0.65,0.113683,0.640409,0.114094,0.013024,0.003314,0.037557,0.00201,0.059762,0.003119,0.601639,0.007647,0.029217,0.002884,0.04601,0.003912,0.192719,0.0,0.04045,0.0,0.036842,0.003394,0.049842,0.001781,0.0,0.0,10
drawer_retrieval,jamming_ambiguity,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.7,0.144457,0.68801,0.144987,0.017518,0.003189,0.038676,0.002103,0.059716,0.003059,0.603695,0.005774,0.030421,0.002311,0.043445,0.0026,0.197712,0.0,0.04401,0.0,0.03626,0.001949,0.046392,0.002833,0.0,0.0,10
drawer_retrieval,release_uncertainty,nominal,oracle_hybrid_contact_planner,0.733333,0.099798,0.73927,0.100387,0.007659,0.002038,0.036224,0.003616,0.053052,0.003727,0.613988,0.004069,0.029906,0.003144,0.043491,0.004353,0.16447,0.0,0.03048,0.0,0.032344,0.002043,0.043848,0.002517,0.0,0.0,10
drawer_retrieval,release_uncertainty,seen_shift,oracle_hybrid_contact_planner,0.716667,0.109432,0.716955,0.107243,0.006832,0.00303,0.035636,0.001463,0.057027,0.001975,0.607377,0.009229,0.031818,0.002058,0.044162,0.002531,0.174678,0.0,0.0329,0.0,0.033917,0.002329,0.047426,0.002418,0.0,0.0,10
drawer_retrieval,release_uncertainty,unseen_object,oracle_hybrid_contact_planner,0.733333,0.130667,0.73116,0.130723,0.008582,0.002252,0.03676,0.002686,0.055691,0.002489,0.603589,0.006642,0.03083,0.002842,0.044756,0.00382,0.180247,0.0,0.03479,0.0,0.034671,0.00255,0.045901,0.00265,0.0,0.0,10
drawer_retrieval,release_uncertainty,unseen_contact,oracle_hybrid_contact_planner,0.7,0.065333,0.6963,0.065799,0.009931,0.003073,0.03616,0.002217,0.06011,0.002487,0.603688,0.007662,0.031522,0.003422,0.043172,0.002288,0.184374,0.0,0.03602,0.0,0.034177,0.003231,0.044889,0.001863,0.0,0.0,10
drawer_retrieval,release_uncertainty,unseen_compliance,oracle_hybrid_contact_planner,0.666667,0.084345,0.660991,0.085166,0.011439,0.002651,0.036666,0.002577,0.053458,0.002521,0.603321,0.007651,0.030774,0.001973,0.047041,0.003191,0.185709,0.0,0.03693,0.0,0.034742,0.002259,0.046279,0.002791,0.0,0.0,10
drawer_retrieval,release_uncertainty,probe_latency,oracle_hybrid_contact_planner,0.65,0.113683,0.646595,0.113595,0.008105,0.003199,0.033979,0.00204,0.059168,0.002586,0.606953,0.004234,0.030204,0.001948,0.043067,0.002777,0.191457,0.0,0.04555,0.0,0.035402,0.002539,0.043142,0.00232,0.0,0.0,10
drawer_retrieval,release_uncertainty,sensor_dropout,oracle_hybrid_contact_planner,0.766667,0.111045,0.759743,0.110717,0.012146,0.003332,0.039169,0.00201,0.058616,0.002812,0.604623,0.004213,0.028739,0.002291,0.045602,0.003324,0.191658,0.0,0.04045,0.0,0.03376,0.002373,0.048273,0.002474,0.0,0.0,10
drawer_retrieval,release_uncertainty,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.633333,0.152444,0.623981,0.152653,0.014119,0.003247,0.036879,0.001516,0.057872,0.002572,0.603302,0.007992,0.030754,0.002684,0.045224,0.00298,0.196693,0.0,0.04401,0.0,0.032413,0.001684,0.046606,0.002246,0.0,0.0,10
drawer_retrieval,partial_observability_dropout,nominal,oracle_hybrid_contact_planner,0.85,0.102726,0.854213,0.102957,0.009256,0.003371,0.035589,0.00117,0.058243,0.001181,0.604569,0.005205,0.028831,0.001815,0.040576,0.002456,0.164965,0.0,0.03048,0.0,0.032524,0.002723,0.044556,0.002719,0.0,0.0,10
drawer_retrieval,partial_observability_dropout,seen_shift,oracle_hybrid_contact_planner,0.65,0.123674,0.648118,0.122787,0.013707,0.002363,0.038747,0.002476,0.055559,0.0015,0.605346,0.005052,0.03033,0.002797,0.041296,0.002319,0.175281,0.0,0.0329,0.0,0.033683,0.002712,0.045233,0.002109,0.0,0.0,10
drawer_retrieval,partial_observability_dropout,unseen_object,oracle_hybrid_contact_planner,0.833333,0.108889,0.830806,0.108672,0.011822,0.001919,0.036406,0.003068,0.057548,0.00257,0.604038,0.005462,0.028157,0.002661,0.04498,0.004013,0.180912,0.0,0.03479,0.0,0.033492,0.001662,0.045515,0.003066,0.0,0.0,10
drawer_retrieval,partial_observability_dropout,unseen_contact,oracle_hybrid_contact_planner,0.633333,0.136002,0.623838,0.135712,0.018737,0.003437,0.0374,0.002394,0.056996,0.002659,0.599116,0.005222,0.029605,0.00228,0.044713,0.004715,0.18511,0.0,0.03602,0.0,0.035986,0.002231,0.045669,0.002909,0.0,0.0,10
drawer_retrieval,partial_observability_dropout,unseen_compliance,oracle_hybrid_contact_planner,0.733333,0.139446,0.728393,0.138409,0.014167,0.003296,0.036913,0.0034,0.058265,0.001286,0.602477,0.005276,0.02707,0.00318,0.043896,0.002925,0.186405,0.0,0.03693,0.0,0.034309,0.001924,0.046182,0.002613,0.0,0.0,10
drawer_retrieval,partial_observability_dropout,probe_latency,oracle_hybrid_contact_planner,0.75,0.148105,0.740113,0.148707,0.014861,0.003074,0.039988,0.002174,0.056325,0.00172,0.601707,0.004674,0.030674,0.002007,0.045948,0.002734,0.192164,0.0,0.04555,0.0,0.034616,0.00261,0.044288,0.002954,0.0,0.0,10
drawer_retrieval,partial_observability_dropout,sensor_dropout,oracle_hybrid_contact_planner,0.783333,0.085045,0.772221,0.085216,0.018652,0.002493,0.040433,0.002322,0.060414,0.002633,0.606819,0.005998,0.030176,0.001636,0.045697,0.002835,0.192686,0.0,0.04045,0.0,0.033485,0.002581,0.046987,0.002384,0.0,0.0,10
drawer_retrieval,partial_observability_dropout,heldout_combined_contact_uncertainty,oracle_hybrid_contact_planner,0.7,0.160033,0.687658,0.159263,0.0169,0.003306,0.042506,0.002396,0.05826,0.002195,0.600862,0.005553,0.029774,0.002509,0.044287,0.002131,0.19753,0.0,0.04401,0.0,0.034917,0.001819,0.047846,0.00277,0.0,0.0,10
drawer_retrieval,irreversible_damage_risk,nominal,oracle_hybrid_contact_planner,0.683333,0.113683,0.684909,0.114924,0.010147,0.00332,0.038308,0.002256,0.054154,0.002687,0.608946,0.006604,0.030158,0.00203,0.043894,0.003378,0.166239,0.0,0.03048,0.0,0.036467,0.003504,0.043909,0.00194,0.0,0.0,10
drawer_retrieval,irreversible_damage_risk,seen_shift,oracle_hybrid_contact_planner,0.55,0.154377,0.547135,0.153693,0.012508,0.002515,0.03388,0.002621,0.055289,0.001965,0.604783,0.003348,0.029504,0.002379,0.04624,0.003109,0.176911,0.0,0.0329,0.0,0.036457,0.003054,0.044217,0.00201,0.0,0.0,10
